// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	x
@FIN	ei
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	m	t	tʰ	n	l	ts	tsʰ	s	z	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	∅	x
@FIN	ou
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
m	ou	陽平	謀
m	ou	上聲	某
t	ou	陰平	兜 蚪{蝌~}
t	ou	陽平	都{副詞，~去，~沒有}
t	ou	上聲	斗{一~：計量單位} 抖 陡
t	ou	去聲	鬥{~爭} 逗
tʰ	ou	陰平	偷
tʰ	ou	陽平	頭 投
tʰ	ou	去聲	透 豆
n	ou	陽平	奴
n	ou	上聲	努
n	ou	去聲	怒 □{~著：待在一個地方}
l	ou	陰平	路 陸 錄 鹿 綠 祿{俸~} 轆{軲~}
l	ou	陽平	盧 爐 蘆 鸕 廬 驢 樓 摟{~取}
l	ou	上聲	魯 虜 鹵{~面} 摟{~抱}
l	ou	去聲	路 露 鷺 賂{賄~} 陋 漏
ts	ou	陰平	租 鄒 竹 築 祝 粥 燭 囑
ts	ou	陽平	卒{象棋用語} 觸{接~} 逐
ts	ou	上聲	祖 組 阻 走
ts	ou	去聲	做{~作，~飯} 皺 驟 縐
tsʰ	ou	陰平	初 粗 畜{~牲} 促 趣{~起來} 推
tsʰ	ou	陽平	愁 猝 鋤 族 軸
tsʰ	ou	上聲	褚 楚 礎{基~} 瞅
tsʰ	ou	去聲	醋 湊 助
s	ou	陰平	蘇 酥 梳 疏 蔬 嗽{咳~} 嗖 搜 颼 餿{~了} 速 淑 粟 束
s	ou	陽平	熟{煮~，熟~} 贖 蜀 屬{家~} 叔 塾
s	ou	上聲	數{動詞，~數}
s	ou	去聲	素 訴 塑 嗉 數{名詞，數~} 瘦 叟 漱
z	ou	陰平	肉{單獨念褥被}
z	ou	上聲	辱
z	ou	去聲	肉{~末，~丁}
tʂ	ou	陰平	周 舟 州 洲
tʂ	ou	上聲	肘
tʂ	ou	去聲	紂 宙 咒 晝
tʂʰ	ou	陰平	抽
tʂʰ	ou	陽平	綢 稠 籌 仇 酬
tʂʰ	ou	上聲	醜
tʂʰ	ou	去聲	臭
ʂ	ou	陰平	收
ʂ	ou	上聲	手 首 守
ʂ	ou	去聲	受 獸 壽 授 售
ʐ	ou	陽平	柔 揉
ʐ	ou	去聲	肉{形容磨蹭、動作慢，~囊}
k	ou	陰平	勾{~子} 鉤 溝
k	ou	陽平	勾{~當}
k	ou	上聲	狗 苟
k	ou	去聲	夠 構 購
kʰ	ou	陰平	摳
kʰ	ou	陽平	扣{蓋住，~上}
kʰ	ou	上聲	口
kʰ	ou	去聲	叩 寇 扣{~子，紐~}
∅	ou	陰平	歐 甌
∅	ou	陽平	牛
∅	ou	上聲	藕 偶{~然} 嘔 毆
∅	ou	去聲	漚{~糞} 慪{~氣，~人}
x	ou	陽平	侯 喉 猴 瘊{~子}
x	ou	上聲	吼
x	ou	去聲	後 厚 候
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	k	kʰ	x	∅
@FIN	u
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	u	陰平	不 卜{占~}
p	u	上聲	補 堡{~壘}
p	u	去聲	怖 布
pʰ	u	陰平	鋪{~路，~床} 捕 卜 蘿{~} 撲
pʰ	u	陽平	菩{~薩} 蒲{地名，~城} 脯{胸~} 葡 僕 匍
pʰ	u	上聲	脯{果~} 朴{~素} 譜 普 薄{電話~} 浦
pʰ	u	去聲	部 步 埠{商~} 曝 瀑 鋪{~子，店~} 抱{~雞娃} 抱{動詞，~柴}
m	u	陰平	目 穆 木{~頭} 牧
m	u	陽平	毛{~亂，煩亂} 模{~子} 謀
m	u	上聲	母 牡{~丹} 畝 拇 某
m	u	去聲	模{~範} 暮 慕 墓 募 幕 木{形容人遲鈍}
pf	u	陰平	豬 誅 蛛 株 朱 珠
pf	u	上聲	煮 主 拄
pf	u	去聲	注 註 鑄
pfʰ	u	陰平	出 帚 笤{~槌} □{工具} □{棒~}
pfʰ	u	陽平	除 廚 雛 術{白~：藥名}
pfʰ	u	上聲	儲 處{相~} 褚 杵{鐵~}
pfʰ	u	去聲	處{辦事~} 住 駐 柱 著{顯~}
f	u	陰平	疏 書 舒{~服} 麩{麥~子} 夫 膚 輸{運~，新派} 福 蝠 腹 覆 復{~雜，重~} 樞{~紐} 敷
f	u	陽平	俘 孵 符{~號} 袱 扶 芙 浮 □{食物生白毛} 殊 服 伏 術{美~}
f	u	上聲	暑{~假} 鼠 黍 薯 跗 府 腑 俯 甫{杜~} 斧 撫 釜 腐 輔 數{動詞，~數} 薯{紅~} 署 庶
f	u	去聲	恕 數{名詞，~字} 父 復{~闢，~興} 赴 訃 附 豎{橫~} 撇 捺 戍 樹 傅 付 賦 富 婦 負 幅 述
v	u	陰平	入 輸{運~}
v	u	陽平	無 巫 儒 誣 如{~果} 孺{~草}
v	u	上聲	武 舞 鵡{鸚~} 乳 侮 戊
v	u	去聲	務 霧
t	u	陰平	督 都{~城} 嘟
t	u	上聲	堵 賭 肚{魚~，豬~} 篤 妒{嫉~}
t	u	去聲	度 渡 鍍 踱
tʰ	u	陰平	突 禿
tʰ	u	陽平	徒 屠 途 塗 圖 獨 讀 犢{牛~兒} 毒
tʰ	u	上聲	吐{~痰} 土
tʰ	u	去聲	肚{~子} 杜 兔
k	u	陰平	姑{~娘，姑姑：親屬稱謂，背稱} 孤 箍 估 牯 咕{~噠} 轱{~轆} 菇{蘑~} 谷 骨
k	u	陽平	姑{親屬稱謂，面稱}
k	u	上聲	古 股 鼓{嚇唬住，~住咧；表使勁，~勁兒}
k	u	去聲	故 固 錮 雇 顧
kʰ	u	陰平	枯 窟 哭
kʰ	u	上聲	苦
kʰ	u	去聲	庫 褲 酷
x	u	陰平	呼 忽 乎 囫{~圇吞棗}
x	u	陽平	胡 湖 狐 壺 核{蘋果~} 葫 斛
x	u	上聲	滸 虎
x	u	去聲	戶 滬 互 護
∅	u	陰平	烏 污 機 屋 嗚 伍
∅	u	陽平	吳 蜈 吾 梧
∅	u	上聲	五 午{中~} 捂
∅	u	去聲	誤 悟 惡{可~} 兀{~嗒，遠指代詞}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	t	tʰ	l	ts	tsʰ	s	k	kʰ	x	∅
@FIN	uei
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
t	uei	陰平	堆
t	uei	陽平	□{碰，撞}
t	uei	去聲	對{獨用，表示可以、贊同} 隊
tʰ	uei	陰平	推
tʰ	uei	陽平	頹
tʰ	uei	上聲	腿
tʰ	uei	去聲	退 褪 蛻 兌
l	uei	陽平	雷{打~}
l	uei	上聲	儡{傀~} 累{積~} 壘 磊
l	uei	去聲	類{~別} 累{勞~，連~} 內
ts	uei	上聲	嘴
ts	uei	去聲	最 醉
tsʰ	uei	陰平	催 崔
tsʰ	uei	去聲	罪 脆 翠 粹
s	uei	陰平	雖
s	uei	陽平	隨 髓 綏
s	uei	去聲	碎{小，~娃} 歲 隧 遂
k	uei	陰平	圭 閨 龜 歸 國
k	uei	上聲	軌 癸 鬼 詭
k	uei	去聲	瑰{玫~} 桂 貴
kʰ	uei	陰平	盔 規 虧 窺
kʰ	uei	陽平	魁 傀 奎 逵 葵
kʰ	uei	去聲	潰 跪 櫃{~子} 愧 貴
x	uei	陰平	恢 灰 揮 輝 徽
x	uei	陽平	回{茴~香} 或{~者} 獲{~得}
x	uei	上聲	悔 穢 毀 諱 晦
x	uei	去聲	檜{秦~} 賄 匯 會{開~} 繪 惠 慧 潰{~膿}
∅	uei	陰平	危 威
∅	uei	陽平	為{作~} 維 帷 唯 圍 桅 葦 違
∅	uei	上聲	偽 萎 委 偉 緯{經~}
∅	uei	去聲	衛 煨 為{~啥} 位 魏 畏 慰 胃 謂 喂 □{指娘家或者外婆家，~家}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	t	tʰ	n	l	ts	tsʰ	s	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x	∅
@FIN	uo
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
t	uo	陰平	掇{拾~，掂~} 多 朵{耳~}
t	uo	上聲	躲 朵{一~花} 垛{柴~，糧~}
t	uo	去聲	惰 剁 舵
tʰ	uo	陰平	脫 拖 托 飪{~饃，把饅頭加熱}
tʰ	uo	陽平	奪 馱{~東西} 踱{~步} 鐸 駝{~子} 佗{華~}
tʰ	uo	上聲	橢 妥
tʰ	uo	去聲	唾 大{~得太}
n	uo	陰平	諾{承~}
n	uo	陽平	挪
n	uo	去聲	糯{~米} 懦
l	uo	陰平	囉 落 烙 駱 洛 絡 樂 恪 餄{餄~}
l	uo	陽平	羅 鑼 籮 蘿 騾 螺 狼
l	uo	上聲	裸
l	uo	去聲	摞
ts	uo	陰平	作{~坊，工~}
ts	uo	陽平	昨
ts	uo	上聲	左 佐 咋{~了}
tsʰ	uo	陰平	錯 搓 □{菜放開水裡~~} 銼{~工具} 撮
tsʰ	uo	陽平	矬 鑿
tsʰ	uo	去聲	座 坐 措
s	uo	陰平	梭{~子} 唆
s	uo	上聲	鎖 瑣 嗩{~吶} 所{新派} 索
s	uo	去聲	啥{~事：有什麼事}
tʂʰ	uo	陰平	著{睡~}
tʂʰ	uo	陽平	著{~衣，~氣：生氣} 長{~短} 場{~地}
ʂ	uo	陰平	晌{~午}
ʂ	uo	陽平	勺 芍 嘗{~一下}
ʂ	uo	去聲	朔 碩
ʐ	uo	陰平	弱 若
k	uo	陰平	割 郭 鍋
k	uo	陽平	哥{老派}
k	uo	上聲	果 裹 餜{~子} 擱{~下}
k	uo	去聲	過
kʰ	uo	陰平	磕{~頭} 瞌{~睡} 渴{~了} 廓 擴 括{包~，~弧} 聒{~噪} 闊 科
kʰ	uo	上聲	顆 棵 可{~以}
kʰ	uo	去聲	課
ŋ	uo	陽平	鵝
ŋ	uo	上聲	我
ŋ	uo	去聲	餓
x	uo	陰平	喝{~水} 劐{~開} 荷{薄~} 赫 褐 霍 藿 鶴 豁{~然開朗}
x	uo	陽平	盒 合 河 何 荷{~花} 和{~氣} 禾 活 鑊{一種鐵制容器}
x	uo	上聲	火 伙
x	uo	去聲	賀 禍 和{~面} 貨 惑
∅	uo	陰平	倭 腇{腳~了} 窩{被~} 蝸 握{~住} 萵{~筍}
∅	uo	去聲	臥 沃 窩{~頭，狗~}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	t	tʰ	l	k	kʰ	x	∅
@FIN	uæ̃
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
t	uæ̃	陰平	端{~飯}
t	uæ̃	上聲	短
t	uæ̃	去聲	斷{~絕，了~} 鍛
tʰ	uæ̃	陽平	團
tʰ	uæ̃	去聲	緞 段 椴 斷{~了}
l	uæ̃	陽平	戀{~愛}
l	uæ̃	上聲	卵{新派：鵝~石} 暖{新派}
l	uæ̃	去聲	亂{新派}
k	uæ̃	陰平	官 棺 觀{~察} 鰥 關 冠{衣~}
k	uæ̃	上聲	管 館
k	uæ̃	去聲	貫 慣 灌 罐 觀{道~} 冠{~軍}
kʰ	uæ̃	陰平	寬
kʰ	uæ̃	上聲	款
x	uæ̃	陰平	歡
x	uæ̃	陽平	還{~原} 環 桓
x	uæ̃	上聲	緩
x	uæ̃	去聲	喚 煥 換 幻 宦 患
∅	uæ̃	陰平	彎 灣 剜 豌
∅	uæ̃	陽平	玩 頑 完 丸{肉~}
∅	uæ̃	上聲	皖{安徽簡稱} 碗 腕 阮{姓氏}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	t	tʰ	ts	tsʰ	s	k	kʰ	x	∅
@FIN	uŋ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
t	uŋ	陰平	東 冬 咚
t	uŋ	上聲	董 懂 □{~髒：弄髒}
t	uŋ	去聲	動{行~} 凍{天寒地~} 棟
tʰ	uŋ	陰平	通 筒 筩 囪{煙~}
tʰ	uŋ	陽平	同 銅 桐 童 瞳 潼{地名，~關}
tʰ	uŋ	上聲	桶 捅 統
tʰ	uŋ	去聲	痛 洞 動{~彈，~一下}
ts	uŋ	陰平	棕 鬃 宗 綜 蹤
ts	uŋ	上聲	總 □{公豬}
ts	uŋ	去聲	縱{~橫} 粽
tsʰ	uŋ	陰平	聰 明 蔥 囪 叢{草~}
tsʰ	uŋ	陽平	從{~容}
s	uŋ	陰平	松 嵩
s	uŋ	陽平	慫{無能，性格軟弱}
s	uŋ	上聲	聳
s	uŋ	去聲	送 宋 訟 頌 誦
k	uŋ	陰平	公 蚣{蜈~} 工 功 弓 躬 宮 供{~給} 恭
k	uŋ	上聲	拱{~卒} 汞 攻
k	uŋ	去聲	貢 汞 共 供{~養}
kʰ	uŋ	陰平	空{~虛}
kʰ	uŋ	上聲	孔 鞏{~固} 恐 控
kʰ	uŋ	去聲	空{~缺}
x	uŋ	陰平	轟 烘
x	uŋ	陽平	弘 虹 洪 宏 紅 鴻
x	uŋ	上聲	哄{~騙}
x	uŋ	去聲	橫{~直} 哄{起~}
∅	uŋ	陰平	翁 嗡
∅	uŋ	去聲	甕
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	k	kʰ	x	∅
@FIN	uɑ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
k	uɑ	陰平	刮{~風} 瓜
k	uɑ	上聲	寡 剮 刮{~油水}
k	uɑ	去聲	掛 卦
kʰ	uɑ	陰平	誇
kʰ	uɑ	上聲	垮 侉
kʰ	uɑ	去聲	跨
x	uɑ	陰平	花 華{中~}
x	uɑ	陽平	猾 滑 劃{~船} 鏵{農具}
x	uɑ	去聲	化 華{~山} 畫 樺{白~樹} 話 劃{計~}
∅	uɑ	陰平	挖 窪{坑坑~~}
∅	uɑ	上聲	瓦{磚~} □{形容人瘦削}
∅	uɑ	去聲	瓦{~房頂} 娃{小孩子：女~，男~}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方語言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方語言語音研究》

@INI	k	kʰ	x	∅
@FIN	uɑŋ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
k	uɑŋ	陰平	光
k	uɑŋ	陽平	咣{~當}
k	uɑŋ	上聲	廣
k	uɑŋ	去聲	逛
kʰ	uɑŋ	陰平	匡 筐 眶
kʰ	uɑŋ	陽平	狂
kʰ	uɑŋ	去聲	曠 況 礦 框
x	uɑŋ	陰平	慌 荒
x	uɑŋ	陽平	黃 磺 簧 皇 蝗{~蟲} 惶 隍
x	uɑŋ	上聲	謊 恍
x	uɑŋ	去聲	晃{~眼}
∅	uɑŋ	陰平	汪{姓氏}
∅	uɑŋ	陽平	王
∅	uɑŋ	上聲	往{~來} 枉
∅	uɑŋ	去聲	旺{興~，~盛} 望
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	k	kʰ	x	∅
@FIN	uɛ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
k	uɛ	陰平	乖
k	uɛ	上聲	拐
k	uɛ	去聲	怪
kʰ	uɛ	上聲	會{~計} 塊 劊{~子手}
kʰ	uɛ	去聲	筷 快
x	uɛ	陽平	懷 槐 淮
x	uɛ	去聲	壞
∅	uɛ	陰平	歪{厲害，兇巴巴：~得太}
∅	uɛ	上聲	崴{腳~了}
∅	uɛ	去聲	外
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	t	tʰ	l	k	kʰ	x	∅
@FIN	uẽ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
t	uẽ	陰平	敦 墩 蹲 噸
t	uẽ	上聲	盹
t	uẽ	去聲	盾{矛~} 頓 鈍 遁 沌
tʰ	uẽ	陰平	吞
tʰ	uẽ	陽平	屯 豚 臀 飩
tʰ	uẽ	去聲	囤
l	uẽ	陽平	綸{滌~}
k	uẽ	上聲	滾
k	uẽ	去聲	棍
kʰ	uẽ	陰平	昆 坤
kʰ	uẽ	上聲	捆 啃{~饃}
kʰ	uẽ	去聲	困
x	uẽ	陰平	昏 婚 葷 渾{~濁}
x	uẽ	陽平	混{~蛋} 魂 餛{~飩} 渾{~饃：整個饃}
x	uẽ	去聲	混{~日子}
∅	uẽ	陰平	溫 瘟
∅	uẽ	上聲	穩
∅	uẽ	去聲	問
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tɕ	tɕʰ	n̠	ɕ	∅
@FIN	y
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tɕ	y	陰平	居 車{象棋用語} 拘 駒 菊 掬 足 橘
tɕ	y	上聲	舉
tɕ	y	去聲	巨 拒 距 矩 據 鋸 俱 句 具 懼 劇 劇{~，戲~} 聚{指淤血}
tɕʰ	y	陰平	蛆 趨 區{~別} 屈 驅 黢 曲{~折} 蛐{~~兒}
tɕʰ	y	陽平	渠 瞿 局
tɕʰ	y	上聲	取 娶 曲{~兒}
tɕʰ	y	去聲	聚 去{~皮兒} 趣
n̠	y	上聲	女{新派}
ɕ	y	陰平	墟 噓 虛 須 需 戌 恤 宿{星~，~舍} 肅 畜{~牧業} 蓄{儲~}
ɕ	y	陽平	徐 俗{~得太}
ɕ	y	上聲	許
ɕ	y	去聲	序 敘 緒 絮 續 穗{麥~兒}
∅	y	陰平	淤 與{~你有關} 裕 捋{~胡鬚} 律 率{概~} 玉 獄 欲 浴 愈
∅	y	陽平	魚 漁 驢 餘 迂 於 盂 榆 愉 逾 愚 虞
∅	y	上聲	女{~子，女兒} 呂 旅 語 縷{一~~} 屢 雨 宇 禹 羽 葦 蘆 葦{~子} 緯{經~}
∅	y	去聲	與 給{~御} 譽 淚{眼~} 慰{~勞} 預 豫 遇 吁 娛 寓 愈 芋 喻 域 濾 慮 喂{~東西} 郁 育
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	l	tɕ	tɕʰ	ȵ	ɕ	∅
@FIN	yo
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
l	yo	陰平	劣 略 掠
tɕ	yo	陰平	腳 覺 角
tɕ	yo	陽平	掘{~出} 倔{~強} 爵 決 訣
tɕ	yo	去聲	倔{脾氣~} 劑{一~藥}
tɕʰ	yo	陰平	缺 雀{麻~} 鵲{喜~} 撅 卻
tɕʰ	yo	陽平	嚼{~東西} 牆 瘸{~子}
tɕʰ	yo	上聲	殼 □{~蒜：搗蒜}
tɕʰ	yo	去聲	確{的~}
ȵ	yo	陰平	瘧{~疾} 虐
ɕ	yo	陰平	削{剝~}
∅	yo	陰平	約 藥{吃~} 躍{跳~} 岳 樂{音~}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tɕ	tɕʰ	ɕ	∅
@FIN	yæ̃
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tɕ	yæ̃	陰平	捐 鑽{~進去}
tɕ	yæ̃	上聲	卷{~席子，動詞}
tɕ	yæ̃	去聲	眷 卷 絹 倦 券 鑽{~個孔，動詞；電~，名詞}
tɕʰ	yæ̃	陰平	圈{圓~}
tɕʰ	yæ̃	陽平	全 泉 拳 蜷 顴 權
tɕʰ	yæ̃	上聲	犬 圈{~起來：圍起來}
tɕʰ	yæ̃	去聲	圈{豬~} 勸
ɕ	yæ̃	陰平	軒 酸 宣 喧
ɕ	yæ̃	陽平	旋{~轉} 眩 玄 懸
ɕ	yæ̃	上聲	選
ɕ	yæ̃	去聲	算 蒜 旋{~吃~做} 鏇 楦 炫
∅	yæ̃	陰平	冤 □{嘔吐} 淵
∅	yæ̃	陽平	員 圓 緣 元 原 源 袁 轅 園 援
∅	yæ̃	上聲	暖{~和} 遠 卵
∅	yæ̃	去聲	亂 院 願 怨
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方語言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方語言語音研究》

@INI	tɕ	tɕʰ	ɕ	∅
@FIN	yŋ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tɕ	yŋ	陰平	炯{~~有神}
tɕ	yŋ	上聲	迥{~然不同} 窘 炅
tɕʰ	yŋ	陰平	蔥{~花}
tɕʰ	yŋ	陽平	瓊 窮
tɕʰ	yŋ	上聲	傾 頃 □{指空氣不流通}
ɕ	yŋ	陰平	兄 胸 兇{~惡}
ɕ	yŋ	陽平	熊 雄
∅	yŋ	陰平	雍 擁 庸 湧
∅	yŋ	陽平	榮{~譽} 融 容 蓉 鎔
∅	yŋ	上聲	永 泳 詠 甬 勇 蛹{蟬~}
∅	yŋ	去聲	用 佣{~人}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tɕ	ɕ	∅
@FIN	yɛ
@TON	陰平	31
@TON	陽平	24
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tɕ	yɛ	陰平	厥{~根粉} 噘{~嘴} 撅 蹶 決 訣
tɕ	yɛ	陽平	掘{~出來}
ɕ	yɛ	陰平	雪{新派} 靴{新派}
ɕ	yɛ	陽平	學{~習}
∅	yɛ	陰平	悅 越{~南} 曰 粵 月 閱 約 躍
∅	yɛ	去聲	越{~獄} 鑰{(新派)~匙}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tɕ	tɕʰ	ɕ	∅
@FIN	yẽ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	52
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tɕ	yẽ	陰平	遵 均 鈞 君 軍 撙 尊{~重}
tɕ	yẽ	去聲	俊 浚 郡 菌
tɕʰ	yẽ	陰平	村{農~} 皴{~裂}
tɕʰ	yẽ	陽平	存 群 裙
tɕʰ	yẽ	去聲	寸
ɕ	yẽ	陰平	孫 熏 薰
ɕ	yẽ	陽平	荀 旬 循 巡 殉 勛
ɕ	yẽ	上聲	損 筍 榫 隼
ɕ	yẽ	去聲	遜 訓
∅	yẽ	陰平	暈 允
∅	yẽ	陽平	淋{~濕，~雨} 雲 論{~語} 倫 淪 輪 圇{囫~吞棗} 勻
∅	yẽ	上聲	嫩
∅	yẽ	去聲	論{議~} 慰 韻 運
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

