ID	IPA	simp	trad	detail	piŋyiŋ	调类
	zei²¹³	锐	鋭	～氣		zei6
	huei⁴²³	秽	穢			huei5
	ɦuei²¹³	秽	穢			ɦuei6
	sei⁴²³	艘	艘			sei5
	zei⁴²³	粹	粹			zei6
	sei⁴²³	嗽	嗽			sei5
	sei⁴²³	瘦	瘦			sei5
	sei⁴²³	漱	漱	咳～		sei5
	sei⁴²³	兽	獸			sei5
	zei¹³	随	隨			zei2
	zei¹³	隋	隋			zei2
	zei¹³	愁	愁			zei2
	zei²¹³	受	受			zei6
	zei²¹³	寿	壽			zei6
	zei²¹³	授	授			zei6
	zei²¹³	售	售			zei6
	kei⁵³	沟	溝			kei1
	kei⁵³	勾	勾	～當，～銷		kei1
	kei⁵³	句	句	高～麗		kei1
	kei⁵³	钩	鉤			kei1
	kei⁵³	钩	鈎			kei1
	kei⁴⁵	狗	狗			kei3
	kei⁴⁵	苟	苟			kei3
	kei⁴²³	够	夠			kei5
	kei⁴²³	构	構			kei5
	kei⁴²³	购	購			kei5
	kʰei⁵³	抠	摳			kʰei1
	kʰei⁴⁵	口	口			kʰei3
	kʰei⁴²³	去	去	（白）		kʰei5
	kʰei⁴²³	扣	扣			kʰei5
	kʰei⁴²³	寇	寇			kʰei5
	ɡei²¹³	厚	厚			ɡei6
	ŋei⁴⁵	藕	藕			ŋei3
	ŋei⁴⁵	偶	偶	配～，～然		ŋei3
	hei⁴²³	鲎	鱟	彩虹		hei5
	ɦʰei¹³	侯	侯			ɦʰei2
	ɦʰei¹³	喉	喉			ɦʰei2
	ɦʰei¹³	猴	猴			ɦʰei2
	ɦʰei¹³	瘊	瘊			ɦʰei2
	ɦʰei²¹³	后	后	皇～		ɦʰei6
	ɦʰei²¹³	后	後	～底：後面		ɦʰei6
	ɦʰei²¹³	候	候			ɦʰei6
	ei⁵³	区	區	姓		ei1
	ei⁵³	瓯	甌			ei1
	ei⁵³	讴	謳			ei1
	ei⁵³	沤	漚			ei1
	ei⁵³	欧	歐			ei1
	ei⁵³	鸥	鷗			ei1
	ei⁵³	殴	毆			ei1
	ei⁴⁵	呕	嘔	當表示嘔吐時，江陰衹單說嘔，不說嘔吐。		ei3
	ei⁴²³	怄	慪			ei5
	kuei⁵³	圭	圭			kuei1
	kuei⁵³	闺	閨			kuei1
	kuei⁵³	规	規			kuei1
	kuei⁵³	龟	龜			kuei1
	kuei⁵³	归	歸			kuei1
	kuei⁴⁵	诡	詭			kuei3
	kuei⁴⁵	轨	軌			kuei3
	tɕy⁴⁵	鬼	鬼	小～頭		tɕy3
	kuei⁴⁵	鬼	鬼			kuei3
	kuei⁴²³	会	會	～計		kuei5
	kuei⁴²³	刽	劊			kuei5
	kuei⁴²³	桂	桂			kuei5
	kuei⁴²³	贵	貴			kuei5
	kʰuei⁵³	盔	盔			kʰuei1
	kʰuei⁵³	魁	魁			kʰuei1
	kʰuei⁴⁵	傀	傀			kʰuei3
	kʰuei⁵³	奎	奎			kʰuei1
	kʰuei⁵³	睽	睽			kʰuei1
	kʰuei⁵³	亏	虧			kʰuei1
	kʰuei⁴²³	块	塊			kʰuei5
	kʰuei⁴²³	喟	喟	～嘆		kʰuei5
	kuei⁴⁵	癸	癸			kuei3
	ɡuei¹³	逵	逵			ɡuei2
	ɡuei¹³	葵	葵	又		ɡuei2
	ɡuei²¹³	揆	揆			ɡuei6
	ɡuei²¹³	溃	潰			ɡuei6
	ɡuei²¹³	馈	餽			ɡuei6
	ɡuei²¹³	馈	饋			ɡuei6
	ɡuei²¹³	聩	聵			ɡuei6
	ɡuei²¹³	愧	愧			ɡuei6
	ɡuei²¹³	跪	跪			ɡuei6
	ɡuei²¹³	柜	櫃			ɡuei6
	huei⁵³	恢	恢			huei1
	huei⁵³	灰	灰			huei1
	huei⁵³	麾	麾			huei1
	huei⁵³	挥	揮			huei1
	huei⁵³	辉	輝			huei1
	huei⁵³	晖	暉			huei1
	huei⁵³	徽	徽			huei1
	huei⁴⁵	悔	悔			huei3
	huei⁴⁵	虫	虫	虺本字		huei3
	huei⁴⁵	虺	虺	一種蛇		huei3
	huei⁴⁵	毁	毁			huei3
	huei⁴⁵	毁	毀			huei3
	huei⁴⁵	毁	燬			huei3
	huei⁴⁵	毁	譭			huei3
	huei⁴⁵	毁	䛼			huei3
	huei⁴²³	晦	晦			huei5
	huei⁴²³	卉	卉			huei5
	huei⁴²³	卉	芔	卉本字		huei5
	ɦuei¹³	桅	桅			ɦuei2
	bei¹³	徘	徘	～徊		bei2
	ɦuei¹³	徊	徊	徘～		ɦuei2
	ɦuei¹³	回	回			ɦuei2
	ɦuei¹³	回	囘	一～		ɦuei2
	ɦuei¹³	回	囬	一～		ɦuei2
	ɦuei¹³	回	迴	～轉		ɦuei2
	ɦuei¹³	回	逥	～轉		ɦuei2
	ɦuei¹³	回	廻	～轉		ɦuei2
	ɦuei¹³	回	廽	～轉		ɦuei2
	ɦuei¹³	茴	茴			ɦuei2
	ɦuei¹³	危	危			ɦuei2
	ɦuei¹³	为	爲	行～		ɦuei2
	ɦuei¹³	为	為	俗爲字		ɦuei2
	ɦuei¹³	违	違			ɦuei2
	ɦuei¹³	围	圍			ɦuei2
	ɦuei²¹³	汇	匯	～合		ɦuei6
	ɦuei²¹³	汇	滙	～合		ɦuei6
	ɦuei²¹³	汇	彙	詞～		ɦuei6
	ɦuei²¹³	会	會			ɦuei6
	ɦuei²¹³	绘	繪			ɦuei6
	ɦuei²¹³	卫	衛			ɦuei6
	ɦuei²¹³	卫	衞			ɦuei6
	ɦuei²¹³	卫	䘙			ɦuei6
	ɦuei²¹³	彗	彗			ɦuei6
	ɦuei²¹³	惠	惠			ɦuei6
	ɦuei²¹³	慧	慧			ɦuei6
	ɦuei²¹³	伪	僞			ɦuei6
	ɦuei²¹³	伪	偽	俗僞字		ɦuei6
	ɦuei²¹³	为	爲	～人民服務		ɦuei6
	ɦuei²¹³	为	為	俗爲字		ɦuei6
	ɦuei²¹³	位	位			ɦuei6
	ɦuei²¹³	魏	魏			ɦuei6
	ɦuei²¹³	讳	諱			ɦuei6
	huei⁴²³	讳	諱			huei5
	ɦuei²¹³	伟	偉			ɦuei6
	ɦuei²¹³	苇	葦			ɦuei6
	ɦuei²¹³	纬	緯			ɦuei6
	ɦuei²¹³	胃	胃			ɦuei6
	ɦuei²¹³	谓	謂			ɦuei6
	ɦuei²¹³	猬	猬			ɦuei6
	uei⁵³	煨	煨			uei1
	uei⁵³	萎	萎			uei1
	uei⁵³	葵	葵	又：向日～		uei1
	uei⁵³	威	威			uei1
	uei⁵³	畏	畏			uei1
	uei⁴⁵	委	委			uei3
	uei⁴²³	慰	慰			uei5
	pø⁵³	搬	搬			pø1
	pø⁴²³	半	半			pø5
	pʰø⁵³	潘	潘			pʰø1
	pʰø⁴²³	判	判			pʰø5
	bø¹³	盘	盤			bø2
	bø¹³	胖	胖	心寬體～		bø2
	bø²¹³	伴	伴			bø6
	bø²¹³	拌	拌			bø6
	bø²¹³	叛	叛			bø6
	mø¹³	瞒	瞞			mø2
	mø¹³	馒	饅			mø2
	mɤ¹³	鳗	鰻	～鱺		mø2
	li¹³	鲡	鱺	鰻～		li2
	mø⁴⁵	满	滿			mø3
	mø²¹³	漫	漫			mø6
	mø²¹³	幔	幔			mø6
	tø⁵³	端	端			tø1
	tø⁴⁵	短	短			tø3
	tø⁴²³	断	斷	決～		tø5
	tø⁴²³	锻	鍛			tø5
	tʰø⁵³	贪	貪			tʰø1
	tʰø⁵³	湍	湍			tʰø1
	tʰø⁴²³	探	探			tʰø5
	tʰø⁴²³	彖	彖			tʰø5
	dø¹³	覃	覃			dø2
	dø¹³	抟	摶			dø2
	dø¹³	漙	漙			dø2
	dø¹³	鏄	鏄			dø2
	dø¹³	潭	潭			dø2
	dø¹³	谭	譚			dø2
	dø¹³	坛	罈	酒～		dø2
	dø¹³	坛	罎	酒～		dø2
	dø¹³	坛	壜	酒～		dø2
	dø¹³	坛	墰	酒～		dø2
	dø¹³	坛	墵	酒～		dø2
	dø¹³	埮	埮	酒～		dø2
	dø¹³	团	團			dø2
	dø²¹³	段	段			dø6
	dø²¹³	缎	緞			dø6
	dø²¹³	断	斷	砍～		dø6
	nø⁵³	囡	囡	～～（對小女孩的暱稱，常用於小女孩的小名）		nø1
	nø¹³	男	男			nø2
	nø¹³	南	南			nø2
	nø¹³	楠	楠			nø2
	nø⁴⁵	腩	腩			nø3
	nø⁴⁵	暖	暖			nø3
	lø¹³	鸾	鸞			lø2
	lø¹³	銮	鑾			lø2
	lø⁴⁵	卵	卵			lø3
	lø²¹³	乱	亂			lø6
	tsø⁵³	瞻	瞻			tsø1
	tsø⁵³	占	占	～卜		tsø1
	tsø⁵³	沾	沾	～～自喜		tsø1
	tsø⁵³	沾	霑	～恩，雨露均～		tsø1
	tsø⁵³	毡	氊			tsø1
	tsø⁵³	毡	氈			tsø1
	tsø⁵³	钻	鑽	～研		tsø1
	tsø⁵³	专	專			tsø1
	tsø⁵³	砖	磚			tsø1
	dzø²¹³	撰	撰			dzø6
	tsø⁴⁵	展	展			tsø3
	tsø⁴⁵	纂	纂			tsø3
	tsø⁴⁵	转	轉	～眼		tsø3
	tsø⁴²³	占	佔	～領		tsø5
	tsø⁴²³	占	占			tsø5
	tsø⁴²³	战	戰			tsø5
	tsø⁴²³	颤	顫			tsø5
	tsø⁴²³	钻	鑽	電～		tsø5
	tsø⁴²³	转	轉	～圓圈		tsø5
	tsʰø⁵³	参	參			tsʰø1
	tsʰəŋ⁵³	参	參	～差		tsʰəŋ1
	tsʰø⁵³	餐	餐	～廳，～巾紙		tsʰø1
	tsʰæ⁵³	餐	餐	吃一～		tsʰæ1
	tsʰø⁵³	汆	汆	燙一下食物		tsʰø1
	tsʰø⁵³	窜	竄			tsʰø1
	tsʰø⁵³	篡	篡			tsʰø1
	tsʰø⁵³	川	川			tsʰø1
	tsʰø⁵³	穿	穿			tsʰø1
	tsʰø⁴⁵	惨	慘			tsʰø3
	tsʰø⁴⁵	喘	喘			tsʰø3
	tsʰø⁴²³	串	串			tsʰø5
	dzø¹³	缠	纏			dzø2
	dzø¹³	传	傳	水滸～		dzø2
	dzø¹³	椽	椽			dzø2
	dzø²¹³	篆	篆			dzø6
	dzø²¹³	蒃	蒃			dzø6
	dzø²¹³	传	傳			dzø6
	sø⁵³	膻	膻			sø1
	sø⁵³	膻	羶			sø1
	sø⁵³	扇	扇	～風		sø1
	sø⁵³	扇	搧	～風		sø1
	sø⁵³	煽	煽			sø1
	sø⁵³	酸	酸	味道～		sø1
	sø⁵³	酸	痠	～痛		sø1
	sø⁵³	涮	涮			sø1
	sø⁴⁵	陕	陝			sø3
	sø⁴⁵	闪	閃			sø3
	sø⁴²³	扇	扇	電風～		sø5
	sø⁴²³	算	算			sø5
	sø⁴²³	祘	祘	同算		sø5
	sø⁴²³	蒜	蒜			sø5
	zø¹³	蚕	蠶			zø2
	zø¹³	蟾	蟾			zø2
	zø¹³	蝉	蟬			zø2
	zø¹³	禅	禪	～宗		zø2
	zø¹³	单	單	～于		zø2
	zø¹³	婵	嬋			zø2
	zø¹³	然	然			zø2
	zø¹³	燃	燃			zø2
	zø¹³	船	船			zø2
	zø²¹³	染	染			zø6
	zø²¹³	冉	冉			zø6
	zø²¹³	善	善			zø6
	zø²¹³	鳝	鱔			zø6
	zø²¹³	单	單	姓		zø6
	zø²¹³	膳	膳			zø6
	zø²¹³	禅	禪	～讓		zø6
	kø⁵³	甘	甘			kø1
	kø⁵³	柑	柑			kø1
	kø⁵³	泔	泔			kø1
	kø⁵³	干	干	～涉		kø1
	kø⁵³	干	乾	～燥		kø1
	kø⁵³	漧	漧	～燥		kø1
	kø⁵³	肝	肝			kø1
	kø⁴⁵	感	感			kø3
	kø⁴⁵	敢	敢			kø3
	kæ⁴⁵	橄	橄	～欖		kæ3
	kø⁵³	杆	杆	欄～		kø1
	kø⁴⁵	杆	杆	一～秤		kø3
	kø⁴⁵	杆	桿	一～秤		kø3
	kø⁴⁵	竿	竿			kø3
	kø⁴⁵	秆	秆			kø3
	kø⁴⁵	秆	稈			kø3
	kø⁴⁵	擀	擀			kø3
	kø⁴⁵	赶	趕			kø3
	kø⁴²³	干	幹	骨～，～部		kø5
	kø⁴²³	干	榦	樹～		kø5
	kø⁴²³	赣	贛			kø5
	kø⁴²³	赣	灨			kø5
	kø⁴²³	赣	贑			kø5
	kø⁴²³	淦	淦			kø5
	kø⁴²³	绀	紺			kø5
	kø⁴²³	旰	旰			kø5
	kʰø⁵³	看	看	～守		kʰø1
	kʰø⁵³	刊	刊			kʰø1
	kʰø⁵³	刊	栞			kʰø1
	kʰø⁴⁵	砍	砍			kʰø3
	kʰø⁴²³	看	看	小～		kʰø5
	ŋø²¹³	岸	岸			ŋø6
	hø⁵³	憨	憨			hø1
	hø⁵³	酣	酣			hø1
	hø⁵³	鼾	鼾			hø1
	hø⁴⁵	罕	罕			hø3
	hø⁴²³	汉	漢			hø5
	hø⁴²³	厂	厂	山石之厓巖，人可居		hø5
	ɦʰø¹³	含	含			ɦʰø2
	ɦʰø¹³	函	函			ɦʰø2
	ɦʰø¹³	寒	寒			ɦʰø2
	ɦʰø¹³	韩	韓			ɦʰø2
	ɦʰø²¹³	撼	撼			ɦʰø6
	ɦʰø²¹³	憾	憾			ɦʰø6
	ɦʰø²¹³	旱	旱			ɦʰø6
	ɦʰø²¹³	汗	汗			ɦʰø6
	ɦʰø²¹³	焊	焊			ɦʰø6
	ɦʰø²¹³	翰	翰			ɦʰø6
	ɦʰø²¹³	瀚	瀚			ɦʰø6
	ø⁵³	庵	庵			ø1
	ø⁵³	鹌	鵪			ø1
	ø⁵³	安	安			ø1
	ø⁵³	鞍	鞍			ø1
	ø⁴⁵	揞	揞			ø3
	ø⁴²³	暗	暗			ø5
	ø⁴²³	暗	闇			ø5
	ø⁴²³	按	按			ø5
	ø⁴²³	案	案			ø5
	tɕiø⁵³	捐	捐			tɕiø1
	tɕiø⁵³	娟	娟			tɕiø1
	tɕiø⁵³	鹃	鵑			tɕiø1
	tɕiø⁴⁵	卷	卷	～起來		tɕiø3
	tɕiø⁴⁵	卷	捲	～起來		tɕiø3
	tɕiø⁴²³	眷	眷			tɕiø5
	tɕiø⁴²³	绢	絹			tɕiø5
	tɕiø⁴²³	卷	卷	試～		tɕiø5
	tɕʰiø⁵³	圈	圈	圓～		tɕʰiø1
	tɕʰiø⁴⁵	犬	犬			tɕʰiø3
	tɕʰiø⁴²³	劝	勸			tɕʰiø5
	tɕʰiø⁴²³	券	券			tɕʰiø5
	dʑiø¹³	拳	拳			dʑiø2
	dʑiø¹³	权	權			dʑiø2
	dʑiø¹³	颧	顴			dʑiø2
	dʑiø²¹³	圈	圈	豬～		dʑiø6
	dʑiø²¹³	倦	倦			dʑiø6
	ȵiø⁴⁵	软	軟			ȵiø3
	ɕiø⁴²³	楦	楦	鞋～		ɕiø5
	ɦuø¹³	园	园	《莊子·齊物論》五者园而幾向方矣		ɦuø2
	ɦiø¹³	圆	圓			ɦiø2
	ɦiø¹³	员	員			ɦiø2
	ɦiø¹³	缘	緣			ɦiø2
	ɦiø¹³	缘	縁			ɦiø2
	ɦiø¹³	元	元			ɦiø2
	ɦiø¹³	鼋	黿	～頭渚（無錫地名）		ɦiø2
	ɦiø¹³	原	原			ɦiø2
	ɦiø¹³	源	源			ɦiø2
	ɦiø¹³	袁	袁			ɦiø2
	ɦiø¹³	辕	轅			ɦiø2
	ɦiø¹³	园	園	公～		ɦiø2
	ɦiø¹³	援	援			ɦiø2
	ɦiø¹³	猿	猿			ɦiø2
	ɦiø¹³	玄	玄			ɦiø2
	ɦiø¹³	悬	懸			ɦiø2
	ɦiø¹³	眩	眩			ɦiø2
	ɦiø¹³	渊	淵			ɦiø2
	ɦiø¹³	渊	渕	俗淵字		ɦiø2
	ɦiø²¹³	院	院			ɦiø6
	ɦiø²¹³	阮	阮			ɦiø6
	ɦiø²¹³	愿	愿	《書·臯陶謨》～而恭		ɦiø6
	ɦiø²¹³	愿	願	～意		ɦiø6
	ɦiø²¹³	县	縣			ɦiø6
	iø⁵³	冤	冤			iø1
	iø⁵³	鸳	鴛			iø1
	iø⁴⁵	远	遠			iø3
	ɦiø²¹³	怨	怨			ɦiø6
	kuø⁵³	官	官			kuø1
	kuø⁵³	棺	棺			kuø1
	kuø⁵³	观	觀	參～，山～（地名）		kuø1
	kuø⁵³	冠	冠	～軍，衣～		kuø1
	kuø⁴⁵	管	管			kuø3
	kuø⁴⁵	馆	館			kuø3
	kuø⁴⁵	馆	舘			kuø3
	kuø⁴²³	贯	貫			kuø5
	kuø⁴²³	灌	灌			kuø5
	kuø⁴²³	罐	罐			kuø5
	kuø⁴²³	观	觀	寺～		kuø5
	kʰuø⁵³	宽	寬			kʰuø1
	kʰuø⁴⁵	款	款			kʰuø3
	huø⁵³	欢	歡			huø1
	huø⁵³	欢	懽			huø1
	huø⁴²³	焕	煥			huø5
	huø⁴²³	唤	喚			huø5
	ɦuø¹³	完	完			ɦuø2
	ɦuø¹³	玩	玩			ɦuø2
	ɦuø¹³	丸	丸			ɦuø2
	ɦuø¹³	桓	桓			ɦuø2
	ɦuø²¹³	换	換			ɦuø6
	ɦuø²¹³	皖	皖			ɦuø6
	uø⁵³	豌	豌			uø1
	uø⁵³	腕	腕			uø1
	uø⁴⁵	缓	緩			uø3
	uø⁴⁵	碗	碗			uø3
	uø⁴⁵	惋	惋			uø3
	uø⁴⁵	腕	腕			uø3
	uø⁴⁵	宛	宛			uø3
	uø⁴⁵	婉	婉			uø3
	po⁵³	巴	巴			po1
	po⁵³	芭	芭			po1
	po⁵³	疤	疤			po1
	po⁵³	笆	笆			po1
	po⁴⁵	把	把	量詞		po3
	po⁴²³	霸	霸			po5
	po⁴²³	坝	垻			po5
	po⁴²³	坝	壩			po5
	pʰo⁴²³	怕	怕			pʰo5
	bo¹³	爬	爬			bo2
	bo¹³	琶	琶			bo2
	bo²¹³	耙	耙			bo6
	mo¹³	蟆	蟆			mo2
	mo¹³	蟆	蟇			mo2
	mo¹³	麻	蔴			mo2
	mo¹³	麻	麻			mo2
	mo¹³	蘑	蘑	～菇		mo2
	mo⁴⁵	马	馬			mo3
	mo⁴⁵	码	碼			mo3
	mo²¹³	骂	駡			mo6
	mo²¹³	骂	罵			mo6
	no¹³	拿	拿	俗拏字		no2
	no¹³	拿	拏			no2
	no¹³	拿	挐	同拏		no2
	no¹³	拿	㧱	俗拏字		no2
	no¹³	挪	挪			no2
	tso⁵³	查	査	姓		tso1
	tso⁵³	查	查	姓		tso1
	tso⁵³	楂	楂			tso1
	tso⁵³	渣	渣			tso1
	tso⁴²³	诈	詐			tso5
	tso⁴²³	榨	榨	～油		tso5
	tso⁴²³	炸	炸	爆～		tso5
	tso⁴²³	柞	柞			tso5
	tsʰo⁵³	钗	釵			tsʰo1
	tsʰo⁵³	叉	叉			tsʰo1
	tsʰo⁵³	杈	杈			tsʰo1
	tsʰo⁵³	车	車			tsʰo1
	tsʰɑ⁵³	车	車	老派，幾乎已消失		tsʰɑ1
	tsʰo⁴²³	岔	岔			tsʰo5
	dzo¹³	茶	茶			dzo2
	dzo¹³	搽	搽			dzo2
	dzo¹³	查	査			dzo2
	dzo¹³	查	查			dzo2
	so⁵³	莎	莎			so1
	so⁵³	沙	沙			so1
	so⁵³	砂	砂	硃～		so1
	so⁵³	纱	紗			so1
	so⁴⁵	所	所	廁～		so3
	səɯ⁴⁵	所	所	～有		səɯ3
	so⁴⁵	产	產	～姆，～姆娘：產婦		so3
	so⁴⁵	产	産	～姆，～姆娘：產婦		so3
	ko⁵³	瓜	瓜			ko1
	ko⁴⁵	寡	寡			ko3
	kɑ⁴²³	嫁	嫁			kɑ5
	kɑ⁴²³	价	价			kɑ5
	kɑ⁴²³	价	價	～錢		kɑ5
	ko⁴²³	挂	挂			ko5
	ko⁴²³	挂	掛			ko5
	ko⁴²³	卦	卦			ko5
	kʰo⁵³	夸	誇			kʰo1
	kʰəɯ⁴⁵	可	可			kʰəɯ3
	kʰo⁴²³	跨	跨			kʰo5
	kʰo⁴²³	胯	胯			kʰo5
	ŋo¹³	牙	牙			ŋo2
	ŋo¹³	芽	芽			ŋo2
	ŋo¹³	衙	衙			ŋo2
	ŋo⁴⁵	瓦	瓦	磚～		ŋo3
	ho⁵³	虾	蝦			ho1
	ho⁵³	花	花	～瓣，～費，姓		ho1
	ho⁵³	花	蘤	～瓣		ho1
	ho⁵³	花	芲	～瓣		ho1
	ho⁴²³	化	化			ho5
	ɦo¹³	华	華			ɦo2
	ɦo¹³	铧	鏵			ɦo2
	ɦo¹³	划	划	～船		ɦo2
	ɦo²¹³	画	畵			ɦo6
	ɦo²¹³	画	畫			ɦo6
	ɦo²¹³	话	話			ɦo6
	ɦʰo²¹³	厦	廈			ɦʰo6
	ɦʰo²¹³	下	下			ɦʰo6
	ɦʰo²¹³	夏	夏			ɦʰo6
	o⁵³	鸦	鴉			o1
	o⁵³	丫	丫	～頭：女孩子		o1
	o⁵³	桠	椏	～杈：枝椏		o1
	o⁵³	蛙	蛙			o1
	o⁵³	洼	洼			o1
	o⁵³	洼	窪			o1
	o⁴⁵	哑	啞			o3
	o⁴²³	沤	漚			o5
	ɕio⁵³	靴	靴			ɕio1
	məɯ¹³	魔	魔			məɯ2
	məɯ¹³	磨	磨	～刀		məɯ2
	məɯ¹³	摩	摩			məɯ2
	məɯ¹³	模	模			məɯ2
	məɯ⁴⁵	亩	畮			məɯ3
	məɯ⁴⁵	亩	畝			məɯ3
	məɯ⁴⁵	母	母			məɯ3
	məɯ⁴⁵	拇	拇			məɯ3
	məɯ²¹³	磨	磨	石～		məɯ6
	məɯ²¹³	暮	暮			məɯ6
	məɯ²¹³	慕	慕			məɯ6
	məɯ²¹³	墓	墓			məɯ6
	məɯ²¹³	募	募			məɯ6
	məɯ²¹³	幕	幕			məɯ6
	təɯ⁵³	多	多			təɯ1
	təɯ⁵³	都	都			təɯ1
	təɯ⁴⁵	朵	朵			təɯ3
	təɯ⁴⁵	朵	朶			təɯ3
	təɯ⁴⁵	躲	躲			təɯ3
	təɯ⁴⁵	躲	躱			təɯ3
	təɯ⁴⁵	堵	堵			təɯ3
	təɯ⁴⁵	赌	賭			təɯ3
	təɯ⁴⁵	肚	肚	豬～，魚～		təɯ3
	təɯ⁴²³	妒	妒			təɯ5
	təɯ⁴²³	妒	妬			təɯ5
	tʰəɯ⁵³	拖	拖			tʰəɯ1
	tʰəɯ⁴⁵	妥	妥			tʰəɯ3
	tʰəɯ⁴⁵	椭	橢			tʰəɯ3
	tʰəɯ⁴⁵	唾	唾			tʰəɯ3
	tʰəɯ⁴⁵	土	土			tʰəɯ3
	tʰəɯ⁴⁵	吐	吐			tʰəɯ3
	tʰəɯ⁴²³	兔	兔			tʰəɯ5
	tʰəɯ⁴²³	兔	兎			tʰəɯ5
	tʰəɯ⁴²³	菟	菟			tʰəɯ5
	tʰəɯ⁴²³	菟	莵			tʰəɯ5
	dəɯ¹³	驼	駞			dəɯ2
	dəɯ¹³	驼	駝			dəɯ2
	dəɯ¹³	驮	馱			dəɯ2
	dəɯ¹³	驮	駄			dəɯ2
	dəɯ¹³	陀	陀			dəɯ2
	dəɯ¹³	佗	佗			dəɯ2
	dəɯ¹³	沱	沱	滂～		dəɯ2
	dəɯ¹³	徒	徒			dəɯ2
	dəɯ¹³	屠	屠			dəɯ2
	dəɯ¹³	途	途			dəɯ2
	dəɯ¹³	涂	涂			dəɯ2
	dəɯ¹³	涂	塗	～～畫畫		dəɯ2
	dəɯ¹³	图	圖			dəɯ2
	dəɯ²¹³	舵	舵			dəɯ6
	dəɯ²¹³	大	大	～姐，～小		dəɯ6
	dəɯ²¹³	堕	墮			dəɯ6
	dəɯ²¹³	惰	惰			dəɯ6
	dəɯ²¹³	肚	肚	～臍眼，～皮		dəɯ6
	dəɯ²¹³	杜	杜			dəɯ6
	dəɯ²¹³	度	度			dəɯ6
	dəɯ²¹³	渡	渡			dəɯ6
	dəɯ²¹³	镀	鍍			dəɯ6
	nəɯ¹³	奴	奴			nəɯ2
	nəɯ¹³	捼	捼	動詞，揉身體的某個部位		nəɯ2
	nəɯ⁴⁵	努	努			nəɯ3
	nəɯ²¹³	糯	糯			nəɯ6
	nəɯ²¹³	懦	懦			nəɯ6
	nəɯ²¹³	怒	怒			nəɯ6
	ləɯ⁵³	啰	囉			ləɯ1
	ləɯ⁵³	噜	嚕	～囌		ləɯ1
	ləɯ¹³	罗	羅			ləɯ2
	ləɯ¹³	锣	鑼			ləɯ2
	ləɯ¹³	箩	籮			ləɯ2
	ləɯ¹³	萝	蘿	菠～		ləɯ2
	ləɯ¹³	骡	騾			ləɯ2
	ləɯ¹³	螺	螺			ləɯ2
	ləɯ¹³	脶	腡			ləɯ2
	ləɯ¹³	卢	盧			ləɯ2
	ləɯ¹³	炉	爐			ləɯ2
	ləɯ¹³	芦	蘆			ləɯ2
	ləɯ¹³	鸬	鸕			ləɯ2
	ləɯ⁴⁵	裸	裸			ləɯ3
	ləɯ⁴⁵	鲁	魯			ləɯ3
	ləɯ⁴⁵	橹	櫓			ləɯ3
	ləɯ⁴⁵	虏	虜			ləɯ3
	ləɯ⁴⁵	掳	擄			ləɯ3
	ləɯ⁴⁵	卤	鹵			ləɯ3
	ləɯ⁴⁵	卤	滷			ləɯ3
	lei⁴⁵	篓	簍			lei3
	ləɯ²¹³	路	路			ləɯ6
	ləɯ²¹³	露	露			ləɯ6
	ləɯ²¹³	鹭	鷺			ləɯ6
	tsəɯ⁵³	租	租			tsəɯ1
	tsəɯ⁴⁵	左	左			tsəɯ3
	tsəɯ⁴⁵	佐	佐			tsəɯ3
	tsəɯ⁴⁵	祖	祖			tsəɯ3
	tsəɯ⁴⁵	组	組			tsəɯ3
	tsəɯ⁴⁵	阻	阻			tsəɯ3
	tsəɯ⁴²³	做	做			tsəɯ5
	tsʰəɯ⁵³	搓	搓			tsʰəɯ1
	tsʰəɯ⁵³	粗	粗			tsʰəɯ1
	tsʰəɯ⁵³	初	初			tsʰəɯ1
	tsʰəɯ⁴⁵	楚	楚			tsʰəɯ3
	tsʰəɯ⁴⁵	础	礎			tsʰəɯ3
	tsʰəɯ⁴²³	锉	銼			tsʰəɯ5
	tsʰəɯ⁴²³	醋	酢			tsʰəɯ5
	tsʰəɯ⁴²³	醋	醋			tsʰəɯ5
	tsʰəɯ⁴²³	措	措			tsʰəɯ5
	tsʰəɯ⁴²³	错	錯	～過機會		tsʰəɯ5
	tsʰo⁴²³	错	錯	弗～		tsʰo5
	dzəɯ²¹³	助	助			dzəɯ6
	səɯ⁵³	蓑	蓑			səɯ1
	səɯ⁵³	梭	梭			səɯ1
	səɯ⁵³	唆	唆			səɯ1
	səɯ⁵³	苏	蘇	～州		səɯ1
	səɯ⁵³	苏	甦	～醒		səɯ1
	səɯ⁵³	苏	囌	嚕～		səɯ1
	səɯ⁵³	稣	穌			səɯ1
	səɯ⁵³	酥	酥			səɯ1
	səɯ⁵³	梳	梳			səɯ1
	səɯ⁵³	疏	疏			səɯ1
	səɯ⁵³	蔬	蔬			səɯ1
	səɯ⁴⁵	锁	鎖			səɯ3
	səɯ⁴⁵	琐	瑣			səɯ3
	səɯ⁴⁵	数	數	～銅錢（動詞）		səɯ3
	səɯ⁴²³	素	素			səɯ5
	səɯ⁴²³	诉	訴			səɯ5
	səɯ⁴²³	塑	塑			səɯ5
	soʔ⁵⁵	塑	塑	～料		soʔ7
	səɯ⁴²³	数	數	～目（名詞）		səɯ5
	zəɯ¹³	锄	鋤			zəɯ2
	zəɯ¹³	雏	雛			zəɯ2
	zəɯ²¹³	坐	坐			zəɯ6
	zəɯ²¹³	座	座			zəɯ6
