正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
看	kʰʊ̃ᵘ̃	˦˥	kʰʊ̃ᵘ̃˦˥	45	5	
刊	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
勘	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
堪	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
龕	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
看	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
寬	kʰʊ̃ᵘ̃	˨˩	kʰʊ̃ᵘ̃˨˩	21	1	
冚	kʰʊ̃ᵘ̃	˧˨˨	kʰʊ̃ᵘ̃˧˨˨	322	3	蓋
坎	kʰʊ̃ᵘ̃	˧˨˨	kʰʊ̃ᵘ̃˧˨˨	322	3	
砍	kʰʊ̃ᵘ̃	˧˨˨	kʰʊ̃ᵘ̃˧˨˨	322	3	
款	kʰʊ̃ᵘ̃	˧˨˨	kʰʊ̃ᵘ̃˧˨˨	322	3	
嗑	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
磕	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
瞌	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
渴	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
闊	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
盇	kʰʊᵘʔ	˧	kʰʊᵘʔ˧	33	8	蓋
庫	kʰʋ	˦˥	kʰʋ˦˥	45	5	
褲	kʰʋ	˦˥	kʰʋ˦˥	45	5	
喖	kʰʋ	˨˦	kʰʋ˨˦	24	2	抽泣
枯	kʰʋ	˨˩	kʰʋ˨˩	21	1	
苦	kʰʋ	˧˨˨	kʰʋ˧˨˨	322	3	
幹	kʲɛ̃	˦˥	kʲɛ̃˦˥	45	5	文讀
間	kʲɛ̃	˦˥	kʲɛ̃˦˥	45	5	白讀
監	kʲɛ̃	˦˥	kʲɛ̃˦˥	45	5	白讀
鑑	kʲɛ̃	˦˥	kʲɛ̃˦˥	45	5	白讀
尷	kʲɛ̃	˨˩	kʲɛ̃˨˩	21	1	
間	kʲɛ̃	˨˩	kʲɛ̃˨˩	21	1	白讀
監	kʲɛ̃	˨˩	kʲɛ̃˨˩	21	1	白讀
艱	kʲɛ̃	˨˩	kʲɛ̃˨˩	21	1	白讀
揀	kʲɛ̃	˧˨˨	kʲɛ̃˧˨˨	322	3	
堿	kʲɛ̃	˧˨˨	kʲɛ̃˧˨˨	322	3	
減	kʲɛ̃	˧˨˨	kʲɛ̃˧˨˨	322	3	白讀
簡	kʲɛ̃	˧˨˨	kʲɛ̃˧˨˨	322	3	白讀
鹼	kʲɛ̃	˧˨˨	kʲɛ̃˧˨˨	322	3	白讀
胳	kʲɛʔ	˦˥	kʲɛʔ˦˥	45	7	
夾	kʲɛʔ	˦˥	kʲɛʔ˦˥	45	7	
甲	kʲɛʔ	˦˥	kʲɛʔ˦˥	45	7	白讀，二～
慣	kʲuɛ̃	˦˥	kʲuɛ̃˦˥	45	5	
關	kʲuɛ̃	˨˩	kʲuɛ̃˨˩	21	1	
管	kʲuɛ̃	˧˨˨	kʲuɛ̃˧˨˨	322	3	文讀
刮	kʲuɛʔ	˦˥	kʲuɛʔ˦˥	45	7	
颳	kʲuɛʔ	˦˥	kʲuɛʔ˦˥	45	7	
括	kʲuɛʔ	˦˥	kʲuɛʔ˦˥	45	7	
個	kʊ	˦˥	kʊ˦˥	45	5	
過	kʊ	˦˥	kʊ˦˥	45	5	
戈	kʊ	˨˩	kʊ˨˩	21	1	
哥	kʊ	˨˩	kʊ˨˩	21	1	
歌	kʊ	˨˩	kʊ˨˩	21	1	
鍋	kʊ	˨˩	kʊ˨˩	21	1	
過	kʊ	˨˩	kʊ˨˩	21	1	
哿	kʊ	˧˨˨	kʊ˧˨˨	322	3	～曾
果	kʊ	˧˨˨	kʊ˧˨˨	322	3	
裹	kʊ	˧˨˨	kʊ˧˨˨	322	3	
剮	kuɑ	˧˨˨	kuɑ˧˨˨	322	3	
寡	kuɑ	˧˨˨	kuɑ˧˨˨	322	3	
𠈑	kuã	˦˥	kuã˦˥	45	5	刮
逛	kuã	˦˥	kuã˦˥	45	5	
光	kuã	˨˩	kuã˨˩	21	1	
挂	kuɑ	˦˥	kuɑ˦˥	45	5	
掛	kuɑ	˦˥	kuɑ˦˥	45	5	
褂	kuɑ	˦˥	kuɑ˦˥	45	5	
卦	kuɑ	˦˥	kuɑ˦˥	45	5	
瓜	kuɑ	˨˩	kuɑ˨˩	21	1	
廣	kuã	˧˨˨	kuã˧˨˨	322	3	
郭	kuaʔ	˦˥	kuaʔ˦˥	45	7	
桂	kuəɪ	˦˥	kuəɪ˦˥	45	5	
貴	kuəɪ	˦˥	kuəɪ˦˥	45	5	
鱖	kuəɪ	˦˥	kuəɪ˦˥	45	5	
圭	kuəɪ	˨˩	kuəɪ˨˩	21	1	
皈	kuəɪ	˨˩	kuəɪ˨˩	21	1	
規	kuəɪ	˨˩	kuəɪ˨˩	21	1	
瑰	kuəɪ	˨˩	kuəɪ˨˩	21	1	
閨	kuəɪ	˨˩	kuəɪ˨˩	21	1	
龜	kuəɪ	˨˩	kuəɪ˨˩	21	1	
鮭	kuəɪ	˨˩	kuəɪ˨˩	21	1	
歸	kuəɪ	˨˩	kuəɪ˨˩	21	1	
軌	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
鬼	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
癸	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
詭	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
棍	kuəŋ	˦˥	kuəŋ˦˥	45	5	
滾	kuəŋ	˧˨˨	kuəŋ˧˨˨	322	3	
骨	kuəʔ	˦˥	kuəʔ˦˥	45	7	
怪	kuɛ	˦˥	kuɛ˦˥	45	5	
乖	kuɛ	˨˩	kuɛ˨˩	21	1	
拐	kuɛ	˧˨˨	kuɛ˧˨˨	322	3	
柺	kuɛ	˧˨˨	kuɛ˧˨˨	322	3	
幹	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	白讀
冠	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
觀	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
貫	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
灌	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
罐	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
甘	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
杆	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
肝	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
泔	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
柑	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
竿	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
干	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
官	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
冠	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	鷄～
棺	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
觀	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
乾	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
桿	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
敢	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
稈	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
感	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
趕	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
擀	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
琯	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
管	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	白讀
館	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
割	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
鴿	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
佮	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	～算
葛	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
閤	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
蛤	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	～蜊
合	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
固	kʋ	˦˥	kʋ˦˥	45	5	
故	kʋ	˦˥	kʋ˦˥	45	5	
雇	kʋ	˦˥	kʋ˦˥	45	5	
顧	kʋ	˦˥	kʋ˦˥	45	5	
咕	kʋ	˨˩	kʋ˨˩	21	1	
孤	kʋ	˨˩	kʋ˨˩	21	1	
姑	kʋ	˨˩	kʋ˨˩	21	1	
菇	kʋ	˨˩	kʋ˨˩	21	1	
辜	kʋ	˨˩	kʋ˨˩	21	1	
箍	kʋ	˨˩	kʋ˨˩	21	1	
估	kʋ	˧˨˨	kʋ˧˨˨	322	3	
古	kʋ	˧˨˨	kʋ˧˨˨	322	3	
股	kʋ	˧˨˨	kʋ˧˨˨	322	3	
鼓	kʋ	˧˨˨	kʋ˧˨˨	322	3	
蠱	kʋ	˧˨˨	kʋ˧˨˨	322	3	
賈	kʋ	˧˨˨	kʋ˧˨˨	322	3	
郎	lã	˨˦	lã˨˦	24	2	
狼	lã	˨˦	lã˨˦	24	2	
廊	lã	˨˦	lã˨˦	24	2	
榔	lã	˨˦	lã˨˦	24	2	
螂	lã	˨˦	lã˨˦	24	2	
啷	lã	˨˩	lã˨˩	21	1	
拉	lɑ	˨˦	lɑ˨˦	24	2	排泄
垃	lɑ	˨˩	lɑ˨˩	21	1	
拉	lɑ	˨˩	lɑ˨˩	21	1	
啦	lɑ	˨˩	lɑ˨˩	21	1	
喇	lɑ	˧˨˨	lɑ˧˨˨	322	3	
哪	lɑ	˧˨˨	lɑ˧˨˨	322	3	白讀
浪	lã	˧	lã˧	33	6	
朗	lã	˧˨˨	lã˧˨˨	322	3	
駱	laʔ	˧	laʔ˧	33	8	
烙	laʔ	˧	laʔ˧	33	8	
酪	laʔ	˧	laʔ˧	33	8	
洛	laʔ	˧	laʔ˧	33	8	
落	laʔ	˧	laʔ˧	33	8	
絡	laʔ	˧	laʔ˧	33	8	
樂	laʔ	˧	laʔ˧	33	8	
撈	lɔ	˨˦	lɔ˨˦	24	2	白讀
牢	lɔ	˨˦	lɔ˨˦	24	2	
勞	lɔ	˨˦	lɔ˨˦	24	2	
嘮	lɔ	˨˦	lɔ˨˦	24	2	
癆	lɔ	˨˦	lɔ˨˦	24	2	
撈	lɔ	˨˩	lɔ˨˩	21	1	文讀
澇	lɔ	˧	lɔ˧	33	6	
老	lɔ	˧˨˨	lɔ˧˨˨	322	3	
佬	lɔ	˧˨˨	lɔ˧˨˨	322	3	
姥	lɔ	˧˨˨	lɔ˧˨˨	322	3	
隆	lɔŋ	˨˦	lɔŋ˨˦	24	2	
龍	lɔŋ	˨˦	lɔŋ˨˦	24	2	
窿	lɔŋ	˨˦	lɔŋ˨˦	24	2	
嚨	lɔŋ	˨˦	lɔŋ˨˦	24	2	
籠	lɔŋ	˨˦	lɔŋ˨˦	24	2	
聾	lɔŋ	˨˦	lɔŋ˨˦	24	2	
弄	lɔŋ	˧	lɔŋ˧	33	6	白讀
籠	lɔŋ	˧˨˨	lɔŋ˧˨˨	322	3	
攏	lɔŋ	˧˨˨	lɔŋ˧˨˨	322	3	
六	lɔʔ	˧	lɔʔ˧	33	8	
陸	lɔʔ	˧	lɔʔ˧	33	8	
鹿	lɔʔ	˧	lɔʔ˧	33	8	
祿	lɔʔ	˧	lɔʔ˧	33	8	
漉	lɔʔ	˧	lɔʔ˧	33	8	撈取
錄	lɔʔ	˧	lɔʔ˧	33	8	
綠	lɔʔ	˧	lɔʔ˧	33	8	
蜊	ləɪ	˨˦	ləɪ˨˦	24	2	蛤～
留	ləɪ	˨˦	ləɪ˨˦	24	2	
流	ləɪ	˨˦	ləɪ˨˦	24	2	
硫	ləɪ	˨˦	ləɪ˨˦	24	2	
榴	ləɪ	˨˦	ləɪ˨˦	24	2	
劉	ləɪ	˨˦	ləɪ˨˦	24	2	
瘤	ləɪ	˨˦	ləɪ˨˦	24	2	
婁	ləɪ	˨˦	ləɪ˨˦	24	2	
樓	ləɪ	˨˦	ləɪ˨˦	24	2	
溜	ləɪ	˨˩	ləɪ˨˩	21	1	
陋	ləɪ	˧	ləɪ˧	33	6	
漏	ləɪ	˧	ləɪ˧	33	6	
柳	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
摟	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
簍	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
棱	ləŋ	˨˦	ləŋ˨˦	24	2	
楞	ləŋ	˨˦	ləŋ˨˦	24	2	
稜	ləŋ	˨˦	ləŋ˨˦	24	2	
倫	ləŋ	˨˦	ləŋ˨˦	24	2	
淪	ləŋ	˨˦	ləŋ˨˦	24	2	
輪	ləŋ	˨˦	ləŋ˨˦	24	2	
愣	ləŋ	˧	ləŋ˧	33	6	
論	ləŋ	˧	ləŋ˧	33	6	
冷	ləŋ	˧˨˨	ləŋ˧˨˨	322	3	
勒	ləʔ	˧	ləʔ˧	33	8	
肋	ləʔ	˧	ləʔ˧	33	8	
來	lɛ	˨˦	lɛ˨˦	24	2	
倈	lɛ	˨˦	lɛ˨˦	24	2	人稱複數
賴	lɛ	˧	lɛ˧	33	6	
癩	lɛ	˧	lɛ˧	33	6	
擸	lɛ	˧	lɛ˧	33	6	～𢶍，脏
咧	lɛ	˧˨˨	lɛ˧˨˨	322	3	
帘	lĩ	˨˦	lĩ˨˦	24	2	
連	lĩ	˨˦	lĩ˨˦	24	2	
蓮	lĩ	˨˦	lĩ˨˦	24	2	
廉	lĩ	˨˦	lĩ˨˦	24	2	
憐	lĩ	˨˦	lĩ˨˦	24	2	
聯	lĩ	˨˦	lĩ˨˦	24	2	
簾	lĩ	˨˦	lĩ˨˦	24	2	
鐮	lĩ	˨˦	lĩ˨˦	24	2	
鰱	lĩ	˨˦	lĩ˨˦	24	2	
槤	lĩ	˨˦	lĩ˨˦	24	2	～枷
楝	lĩ	˧	lĩ˧	33	6	地名，楊～園
煉	lĩ	˧	lĩ˧	33	6	
練	lĩ	˧	lĩ˧	33	6	
殮	lĩ	˧	lĩ˧	33	6	
鍊	lĩ	˧	lĩ˧	33	6	
鏈	lĩ	˧	lĩ˧	33	6	
戀	lĩ	˧	lĩ˧	33	6	
斂	lĩ	˧˨˨	lĩ˧˨˨	322	3	
臉	lĩ	˧˨˨	lĩ˧˨˨	322	3	
哩	li		li	0	0	語氣詞
良	liã	˨˦	liã˨˦	24	2	
涼	liã	˨˦	liã˨˦	24	2	
梁	liã	˨˦	liã˨˦	24	2	
粱	liã	˨˦	liã˨˦	24	2	
樑	liã	˨˦	liã˨˦	24	2	
糧	liã	˨˦	liã˨˦	24	2	
量	liã	˨˦	liã˨˦	24	2	
亮	liã	˧	liã˧	33	6	
量	liã	˧	liã˧	33	6	
晾	liã	˧	liã˧	33	6	
諒	liã	˧	liã˧	33	6	
兩	liã	˧˨˨	liã˧˨˨	322	3	斤～
倆	liã	˧˨˨	liã˧˨˨	322	3	
輛	liã	˧˨˨	liã˧˨˨	322	3	
掠	liaʔ	˧	liaʔ˧	33	8	
略	liaʔ	˧	liaʔ˧	33	8	
撩	liɔ	˨˦	liɔ˨˦	24	2	
聊	liɔ	˨˦	liɔ˨˦	24	2	
僚	liɔ	˨˦	liɔ˨˦	24	2	
遼	liɔ	˨˦	liɔ˨˦	24	2	
嘹	liɔ	˨˦	liɔ˨˦	24	2	
潦	liɔ	˨˦	liɔ˨˦	24	2	
燎	liɔ	˨˦	liɔ˨˦	24	2	
療	liɔ	˨˦	liɔ˨˦	24	2	
撩	liɔ	˨˩	liɔ˨˩	21	1	
料	liɔ	˧	liɔ˧	33	6	
撂	liɔ	˧	liɔ˧	33	6	
鐐	liɔ	˧	liɔ˧	33	6	
了	liɔ	˧˨˨	liɔ˧˨˨	322	3	
瞭	liɔ	˧˨˨	liɔ˧˨˨	322	3	
力	liəʔ	˧	liəʔ˧	33	8	
立	liəʔ	˧	liəʔ˧	33	8	
栗	liəʔ	˧	liəʔ˧	33	8	
笠	liəʔ	˧	liəʔ˧	33	8	
粒	liəʔ	˧	liəʔ˧	33	8	
歷	liəʔ	˧	liəʔ˧	33	8	
曆	liəʔ	˧	liəʔ˧	33	8	
律	liəʔ	˧	liəʔ˧	33	8	
率	liəʔ	˧	liəʔ˧	33	8	
厘	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
狸	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
梨	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
犁	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
喱	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
璃	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
黎	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
篱	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
釐	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
離	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
籬	lɨᶨ	˨˦	lɨᶨ˨˦	24	2	
吏	lɨᶨ	˧	lɨᶨ˧	33	6	
利	lɨᶨ	˧	lɨᶨ˧	33	6	
例	lɨᶨ	˧	lɨᶨ˧	33	6	
荔	lɨᶨ	˧	lɨᶨ˧	33	6	
俐	lɨᶨ	˧	lɨᶨ˧	33	6	
莉	lɨᶨ	˧	lɨᶨ˧	33	6	
痢	lɨᶨ	˧	lɨᶨ˧	33	6	
厲	lɨᶨ	˧	lɨᶨ˧	33	6	
勵	lɨᶨ	˧	lɨᶨ˧	33	6	
隸	lɨᶨ	˧	lɨᶨ˧	33	6	
麗	lɨᶨ	˧	lɨᶨ˧	33	6	
李	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
里	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
理	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
裡	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
裏	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
禮	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
鯉	lɨᶨ	˧˨˨	lɨᶨ˧˨˨	322	3	
林	liŋ	˨˦	liŋ˨˦	24	2	
淋	liŋ	˨˦	liŋ˨˦	24	2	
鄰	liŋ	˨˦	liŋ˨˦	24	2	
臨	liŋ	˨˦	liŋ˨˦	24	2	
磷	liŋ	˨˦	liŋ˨˦	24	2	
鱗	liŋ	˨˦	liŋ˨˦	24	2	
麟	liŋ	˨˦	liŋ˨˦	24	2	
玲	liŋ	˨˦	liŋ˨˦	24	2	
凌	liŋ	˨˦	liŋ˨˦	24	2	
陵	liŋ	˨˦	liŋ˨˦	24	2	
聆	liŋ	˨˦	liŋ˨˦	24	2	
菱	liŋ	˨˦	liŋ˨˦	24	2	
淩	liŋ	˨˦	liŋ˨˦	24	2	
零	liŋ	˨˦	liŋ˨˦	24	2	
鈴	liŋ	˨˦	liŋ˨˦	24	2	
澪	liŋ	˨˦	liŋ˨˦	24	2	地名，滸～
齡	liŋ	˨˦	liŋ˨˦	24	2	
靈	liŋ	˨˦	liŋ˨˦	24	2	
令	liŋ	˨˦	liŋ˨˦	24	2	
拎	liŋ	˨˩	liŋ˨˩	21	1	
吝	liŋ	˧	liŋ˧	33	6	
另	liŋ	˧	liŋ˧	33	6	
令	liŋ	˧	liŋ˧	33	6	
領	liŋ	˧˨˨	liŋ˧˨˨	322	3	
嶺	liŋ	˧˨˨	liŋ˧˨˨	322	3	
列	liʔ	˧	liʔ˧	33	8	
劣	liʔ	˧	liʔ˧	33	8	
烈	liʔ	˧	liʔ˧	33	8	
裂	liʔ	˧	liʔ˧	33	8	
獵	liʔ	˧	liʔ˧	33	8	
藍	lʲɛ̃	˨˦	lʲɛ̃˨˦	24	2	
攔	lʲɛ̃	˨˦	lʲɛ̃˨˦	24	2	
蘭	lʲɛ̃	˨˦	lʲɛ̃˨˦	24	2	
籃	lʲɛ̃	˨˦	lʲɛ̃˨˦	24	2	
欄	lʲɛ̃	˨˦	lʲɛ̃˨˦	24	2	
濫	lʲɛ̃	˧	lʲɛ̃˧	33	6	
爛	lʲɛ̃	˧	lʲɛ̃˧	33	6	
懶	lʲɛ̃	˧˨˨	lʲɛ̃˧˨˨	322	3	
覽	lʲɛ̃	˧˨˨	lʲɛ̃˧˨˨	322	3	
攬	lʲɛ̃	˧˨˨	lʲɛ̃˧˨˨	322	3	
纜	lʲɛ̃	˧˨˨	lʲɛ̃˧˨˨	322	3	
兩	lʲɛ̃	˧˨˨	lʲɛ̃˧˨˨	322	3	～個
邋	lʲɛʔ	˧	lʲɛʔ˧	33	8	
揦	lʲɛʔ	˧	lʲɛʔ˧	33	8	阻攔
辣	lʲɛʔ	˧	lʲɛʔ˧	33	8	
臘	lʲɛʔ	˧	lʲɛʔ˧	33	8	
蠟	lʲɛʔ	˧	lʲɛʔ˧	33	8	
癩	lʲɛʔ	˧	lʲɛʔ˧	33	8	
那	lʊ	˦˥	lʊ˦˥	45	5	白讀
螺	lʊ	˨˦	lʊ˨˦	24	2	～螄
羅	lʊ	˨˦	lʊ˨˦	24	2	
騾	lʊ	˨˦	lʊ˨˦	24	2	
蘿	lʊ	˨˦	lʊ˨˦	24	2	
邏	lʊ	˨˦	lʊ˨˦	24	2	
籮	lʊ	˨˦	lʊ˨˦	24	2	
鑼	lʊ	˨˦	lʊ˨˦	24	2	
螺	lʊ	˨˩	lʊ˨˩	21	1	～兒
囉	lʊ	˨˩	lʊ˨˩	21	1	
摞	lʊ	˧	lʊ˧	33	6	
剆	lʊ	˧˨˨	lʊ˧˨˨	322	3	切割
裸	lʊ	˧˨˨	lʊ˧˨˨	322	3	
雷	luəɪ	˨˦	luəɪ˨˦	24	2	
擂	luəɪ	˨˦	luəɪ˨˦	24	2	
累	luəɪ	˨˦	luəɪ˨˦	24	2	～贅
擂	luəɪ	˧	luəɪ˧	33	6	
累	luəɪ	˧	luəɪ˧	33	6	勞～
淚	luəɪ	˧	luəɪ˧	33	6	
類	luəɪ	˧	luəɪ˧	33	6	
磊	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	
壘	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	
累	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	積～
孿	lʊ̃ᵘ̃	˨˦	lʊ̃ᵘ̃˨˦	24	2	
亂	lʊ̃ᵘ̃	˧	lʊ̃ᵘ̃˧	33	6	
卵	lʊ̃ᵘ̃	˧˨˨	lʊ̃ᵘ̃˧˨˨	322	3	
捋	lʊᵘʔ	˧	lʊᵘʔ˧	33	8	
盧	lʋ	˨˦	lʋ˨˦	24	2	
蘆	lʋ	˨˦	lʋ˨˦	24	2	
廬	lʋ	˨˦	lʋ˨˦	24	2	
爐	lʋ	˨˦	lʋ˨˦	24	2	
顱	lʋ	˨˦	lʋ˨˦	24	2	
鱸	lʋ	˨˦	lʋ˨˦	24	2	
嚕	lʋ	˨˩	lʋ˨˩	21	1	
賂	lʋ	˧	lʋ˧	33	6	
路	lʋ	˧	lʋ˧	33	6	
露	lʋ	˧	lʋ˧	33	6	
鹵	lʋ	˧˨˨	lʋ˧˨˨	322	3	
虜	lʋ	˧˨˨	lʋ˧˨˨	322	3	
魯	lʋ	˧˨˨	lʋ˧˨˨	322	3	
驢	lyᶨ	˨˦	lyᶨ˨˦	24	2	
慮	lyᶨ	˧	lyᶨ˧	33	6	
濾	lyᶨ	˧	lyᶨ˧	33	6	
呂	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
旅	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
鋁	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
芒	mã	˨˦	mã˨˦	24	2	
忙	mã	˨˦	mã˨˦	24	2	
盲	mã	˨˦	mã˨˦	24	2	
氓	mã	˨˦	mã˨˦	24	2	
茫	mã	˨˦	mã˨˦	24	2	
麻	mɑ	˨˦	mɑ˨˦	24	2	
蟆	mɑ	˨˦	mɑ˨˦	24	2	
嘛	mɑ	˨˦	mɑ˨˦	24	2	
媽	mɑ	˨˩	mɑ˨˩	21	1	
罵	mɑ	˧	mɑ˧	33	6	
駡	mɑ	˧	mɑ˧	33	6	
嗎	mɑ	˧˨˨	mɑ˧˨˨	322	3	
馬	mɑ	˧˨˨	mɑ˧˨˨	322	3	
瑪	mɑ	˧˨˨	mɑ˧˨˨	322	3	
碼	mɑ	˧˨˨	mɑ˧˨˨	322	3	
螞	mɑ	˧˨˨	mɑ˧˨˨	322	3	
莽	mã	˧˨˨	mã˧˨˨	322	3	
蟒	mã	˧˨˨	mã˧˨˨	322	3	
摸	maʔ	˧	maʔ˧	33	8	
膜	maʔ	˧	maʔ˧	33	8	
陌	maʔ	˧	maʔ˧	33	8	～生
莫	maʔ	˧	maʔ˧	33	8	
漠	maʔ	˧	maʔ˧	33	8	
寞	maʔ	˧	maʔ˧	33	8	
幕	maʔ	˧	maʔ˧	33	8	
貓	mɔ	˨˦	mɔ˨˦	24	2	
毛	mɔ	˨˦	mɔ˨˦	24	2	
矛	mɔ	˨˦	mɔ˨˦	24	2	
茅	mɔ	˨˦	mɔ˨˦	24	2	
髦	mɔ	˨˦	mɔ˨˦	24	2	
氂	mɔ	˨˦	mɔ˨˦	24	2	
錨	mɔ	˨˦	mɔ˨˦	24	2	
冒	mɔ	˧	mɔ˧	33	6	
帽	mɔ	˧	mɔ˧	33	6	
貌	mɔ	˧	mɔ˧	33	6	
卯	mɔ	˧˨˨	mɔ˧˨˨	322	3	
鉚	mɔ	˧˨˨	mɔ˧˨˨	322	3	
萌	mɔŋ	˨˦	mɔŋ˨˦	24	2	
蒙	mɔŋ	˨˦	mɔŋ˨˦	24	2	
盟	mɔŋ	˨˦	mɔŋ˨˦	24	2	
濛	mɔŋ	˨˦	mɔŋ˨˦	24	2	
檬	mɔŋ	˨˦	mɔŋ˨˦	24	2	
朦	mɔŋ	˨˦	mɔŋ˨˦	24	2	
矇	mɔŋ	˨˦	mɔŋ˨˦	24	2	
孟	mɔŋ	˧	mɔŋ˧	33	6	
夢	mɔŋ	˧	mɔŋ˧	33	6	
幪	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	茂盛，密集
猛	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
蜢	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
懵	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
蠓	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	小飛蟲
