字	音	注
大	tue[6]	大tue⁴³[6]大□tue6 eu3 :大叫;大風tue6 pioŋ1 ;大概tue6 khai5 ;大旱tue6 ɣueŋ5 ;大家tue6 ka1 ;大了=tue6 lo:長大了;膽大taŋ3 tue6 ;話大事ua6 tue6 toi6 :講大話;骹大腿khau1 tue6 hui3 :大腿;老大lau3 tue6 ;老大聲喊lau3 tue6 tshiaŋ1 xaŋ3 ;霧大得□wo6 tue6 te7 le3 :霧大得很;越大越好ye8 tue6 ye8 xau3
待	lai[6]	待lai⁴³[6]接待tsie7 lai6 ;招待tsio1 lai6
帶	tue[5]	帶tue¹¹[5]帶子tue5 tsie3 ;縛鞋帶po8 ai9 tue5 :繫鞋帶;臍帶the2 tue5 ;鞋帶ai9 tue5
袋	lui[6]	袋lui⁴³[6]袋子lui6 tsie3
戴	le[9]	戴le⁴³[9]
單	lueŋ[9]	單lueŋ⁴³[9]單身人lueŋ9 siŋ1 noiŋ2
擔	laŋ[9]taŋ[1]	擔laŋ⁴³[9]擔擔laŋ9 taŋ1 :挑擔;擔心laŋ9 soiŋ1 ;動詞■擔taŋ⁵³[1]□擔phieŋ3 taŋ1 ;擔擔laŋ9 taŋ1 :挑擔;計量單位一百斤，或作“石”
膽	taŋ[3]	膽taŋ³¹[3]膽大taŋ3 tue6 ;膽小鬼taŋ3 sio3 ky3
旦	tueŋ[5]	旦tueŋ¹¹[5]元旦ŋyeŋ2 tueŋ5
但	tueŋ[5]	但tueŋ¹¹[5]但是tueŋ5 si5
彈	lueŋ[9]	彈lueŋ⁴³[9]（樂器）;彈琴lueŋ9 ɣiŋ2
當	tɔŋ[5]tɔŋ[1]	當tɔŋ¹¹[5]當店tɔŋ5 taŋ5 :當鋪;典當，及物動詞■當tɔŋ⁵³[1]當兵tɔŋ1 poiŋ1
刀	tau[1]	刀tau⁵³[1]刀子tau1 tsie3 ;磨刀moi2 tau1 ;磨刀石moi2 tau1 tsio8
島	tɔ[3]	島tɔ³¹[3]
到	tau[5]	到tau¹¹[5]到處tau5 tshy5 ;夾到書裏=ɣa8 tau5 sy1 toi3 ;渠正到ɣy9 tsiaŋ5 tau5 :他剛到;沈到底loiŋ2 tau5 tai3 ;一=工到暗tsi8 koŋ1 tau5 ɔŋ5 :一天到晚
倒	tau[3]tau[5]	倒tau³¹[3]倒霉tau3 mui2 ■倒tau¹¹[5]倒(茶);倒轉tau5 lyeŋ3 :返回;行倒轉ɣiaŋ9 tau5 lyeŋ3 :倒退
道	lau[6]lau[5]	道lau⁴³[6]味道woi6 lau6 ■道lau¹¹[5]道士lau5 so6
得	te[7]	得te²⁴[7]懊惱得□au3 nau3 te7 le3 :懊惱得很。校：得很te7 le3 可參考建甌tɛ7 tɛ3 廣州tɐk7 tsɐi6 黎川tɛʔ7 hɛʔ8 ;急得□ki7 te7 le3 :急得很;記得ki5 te7 ;覺得ka7 te7 ;忙得□mɔŋ2 te7 le3 ;認得noiŋ6 te7 ;捨伓=得sia3 oiŋ5 te7 ;使得se3 te7 :可以;熟的，熟的(米飯，食物);聽□得著hiaŋ1 noiŋ6 te7 tio8 :聽不懂;霧大得□wo6 tue6 te7 le3 :霧大得很;想得□sioŋ3 te7 le3 :想得很;值得很□錢loi8 te7 xaiŋ3 lai6 tsieŋ2 :值很多錢;𣍐=□得著mai5 lɔ6 te7 tio8 :找不著;𣍐=來得赴=mai5 le2 te7 xo5 :來不及
地	tia[5]loi[6]tie[6]	地tia¹¹[5]地。校：本字不明，有人認爲是地下的合音;一=地=的=水tsi8 tia5 ke5 sy3 :一地的=水■地loi⁴³[6]□一=□地i7 tsi8 hie6 loi6 :這塊土地;本地人puŋ3 loi6 noiŋ2 ;參見/tie6 /地;地方loi6 xuoŋ1 ;地主loi6 tsy3 ;天地hieŋ1 loi6 ;土地公ho3 loi6 koŋ1 ;土地婆ho3 loi6 po2 ;外地人ŋye6 loi6 noiŋ2 ■地tie⁴³[6]
的	ke[5]	的ke¹¹[5]降僮的=kyeŋ1 loŋ9 ke5 :參見 /loŋ9 siŋ1/僮身;你的=noi9 ke5 ;𢫦更的=人ma8 kaŋ1 ke5 noiŋ2 :打個的人;𢫦更的=人ma8 kaŋ2 ke5 noiŋ2 :打更的人;𢫦鐵的=人ma8 hie7 ke5 noiŋ2 :打鐵的人;渠的=ɣy9 ke5 :他的;渠來的=時候ɣy9 le2 ke5 si2 xeu6 ;殺頭的=人sue7 heu2 ke5 noiŋ2 :劊子手;說書的=sye7 sy1 ke5 ;討樵=的=人hau3 thau2 ke5 noiŋ2 :樵夫;我的=ŋue9 ke5 ;一=地=的=水tsi8 tia5 ke5 sy3 :一地的=水;治豨的=人hoi2 khy3 ke5 noiŋ2
燈	taiŋ[1]	燈taiŋ⁵³[1]
等	taiŋ[3]	等taiŋ³¹[3]
凳	taiŋ[5]	凳taiŋ¹¹[5]凳子taiŋ5 tsie3
滴	toi[7]	滴toi²⁴[7]
敵	toi[7]	敵toi²⁴[7]敵人toi7 noiŋ2
糴	tiaˀ[8]	糴tia⁴³ˀ[8]糴米tia8 moi5
抵	toi[3]	抵toi³¹[3]抵伓=住toi3 oŋ5 tiu6 :抵不住
底	tai[3]	底tai³¹[3]參見/ha5 tai3 /下底;骹盤底khau1 poiŋ2 tai3 :腳底;沈到底loiŋ2 tau5 tai3 ;下底ha5 tai3 :下面
弟	loi[5]tie[6]tie[5]	弟loi¹¹[5]徒弟lo2 loi5 ■弟tie⁴³[6]舍弟sia5 tie6 ;兄弟xiaŋ1 tie6 ■弟tie¹¹[5]舍弟sia5 tie5
癲	tieŋ[1]	癲tieŋ⁵³[1]癲子tieŋ1 tsie3
點	taŋ[3]	點taŋ³¹[3]（小時）;點名taŋ3 miaŋ2 ;一=點鐘tsi8 taŋ3 tseŋ1
店	taŋ[5]	店taŋ¹¹[5]炒飯店thau3 puŋ6 taŋ5 :飯店;當店tɔŋ5 taŋ5 :當鋪;飯店puŋ6 taŋ5 ;肉店ny8 taŋ5 ;商店sioŋ1 taŋ5
墊	tieŋ[5]tieŋ[6]	墊tieŋ¹¹[5]墊皮tieŋ5 phui5 ■墊tieŋ⁴³[6]
雕	tio[1]	雕tio⁵³[1]雕花tio1 xua1
弔	tio[5]	弔tio¹¹[5]弔下來tio5 ha5 le2
釣	tio[5]	釣tio¹¹[5]釣魚tio5 ŋy2
調	lɔ[2]	調lɔ³³[2]調羹lɔ2 kaŋ1
爹	ta[1]	爹ta⁵³[1]爹爹ta1 ta1 :祖父，公公
碟	taˀ[8]	碟ta⁴³ˀ[8]碟子ta8 tsie3
蝶	lieˀ[8]	蝶lie⁴³ˀ[8]蝴蝶xo2 lie8
疊	haˀ[8]	疊ha⁴³ˀ[8]
釘	taiŋ[5]taiŋ[1]	釘taiŋ¹¹[5]動詞■釘taiŋ⁵³[1]釘子taiŋ1 tsie3
頂	toiŋ[3]taiŋ[3]	頂toiŋ³¹[3]頂好toiŋ3 xau3 ■頂taiŋ³¹[3]厝=頂tshio5 taiŋ3 :屋頂;門頂muŋ2 taiŋ3 :門楣
鼎	tiaŋ[3]	鼎tiaŋ³¹[3]大的圓底容器，用於烹飪，炒鍋;鼎間tiaŋ3 kaiŋ1 :廚房
丟	tiu[1]	丟tiu⁵³[1]
冬	toŋ[1]	冬toŋ⁵³[1]冬節toŋ1 tsai7 :冬至;冬天toŋ1 hieŋ1 ;冬下toŋ1 ha5 :冬天
東	toŋ[1]	東toŋ⁵³[1]東邊toŋ1 pieŋ1 ;東家toŋ1 ka1 :房東，老闆;東司toŋ1 so1 :廁所;房東xuoŋ2 toŋ1 ;山東白sueŋ1 toŋ1 pa8 :白菜
洞	loŋ[6]	洞loŋ⁴³[6]山洞sueŋ1 loŋ6
動	loŋ[5]	動loŋ¹¹[5]
都	to[1]	都to⁵³[1]都來了=to1 le2 lo
斗	teu[3]	斗teu³¹[3]糞斗poiŋ5 teu3 :畚斗;計量單位;熨斗y7 teu3
豆	teu[6]	豆teu⁴³[6]豆豉teu6 tshi6 ;豆腐teu6 xo6 ;豆莢teu6 ka7 ;豆子teu6 tsie3
脰	lo[6]	脰lo⁴³[6]脖子
痘	teu[6]	痘teu⁴³[6]出痘子tshy7 teu6 tsie3 ;出水痘tshy7 sy3 teu6 ;痘子teu6 tsie3 ;水痘sy3 teu6
毒	heu[6]loˀ[8]	毒heu⁴³[6]毒魚heu6 ŋy2 :下藥毒魚;及物動詞■毒lo⁴³ˀ[8]毒藥lo8 io8
賭	lo[3]	賭lo³¹[3]賭咒lo3 tsiu5
肚	to[5]	肚to¹¹[5]豨肚khy3 to5
妒	to[6]	妒to⁴³[6]妒嫉to6 tsoi8
渡	to[6]	渡to⁴³[6]過渡kuo5 to6 :渡過淺灘
端	tueŋ[1]	端tueŋ⁵³[1]端午節tueŋ1 ŋo5 tsai7
短	tui[3]	短tui³¹[3]
緞	tuŋ[5]	緞tuŋ¹¹[5]
斷	tuŋ[5]	斷tuŋ¹¹[5]
堆	tui[1]	堆tui⁵³[1]堆起來tui1 khe5 le2
隊	lui[6]	隊lui⁴³[6]軍隊keŋ1 lui6
對	tui[5]	對tui¹¹[5]對門tui5 muŋ2 ;對面tui5 mieŋ6 ;對伓=住tui5 oiŋ5 tiu6 :對不住
墩	tuŋ[1]	墩tuŋ⁵³[1]彭墩phaŋ2 tuŋ1 :建陽的一個村
頓	tuŋ[5]	頓tuŋ¹¹[5]餐;一=頓飯tsi8 tuŋ5 puŋ6
多	tue[1]to[1]	多tue⁵³[1]幾多ki3 tue1 :多少;幾多錢ki3 tue1 tsieŋ2 :多少錢;幾多時ki3 tue1 si2 :多久■多to⁵³[1]多;參見/lai6 /□;多謝to1 lia6
舵	lɔ[9]	舵lɔ⁴³[9]把舵pa3 lɔ9
鵝	ŋye[2]	鵝ŋye³³[2]一=幫鵝tsi8 pɔŋ1 ŋye2 :一群鵝
額	niaˀ[8]	額nia⁴³ˀ[8]前額tshieŋ2 nia8
惡	∅ɔ[7]	惡∅ɔ²⁴[7]可惡khɔ3 ɔ7
兒	ɣi[2]	兒ɣi³³[2]孤兒ko1 ɣi2
耳	noiŋ[5]	耳noiŋ¹¹[5]耳墜子noiŋ5 ty6 tsie3 :耳環;金耳墜kiŋ1 noiŋ5 ty6 :金耳環
二	noi[6]	二noi⁴³[6]二百五noi6 pa7 ŋo5 :傻瓜，笨蛋;二十noi6 si8
發	xue[7]	發xue²⁴[7](指生麵團)發，發，成形;發黴xue7 mui2 ;發脾氣xue7 phui2 khi5 ;發燒xue7 tshio1
罰	xueˀ[8]	罰xue⁴³ˀ[8]
法	xua[7]	法xua²⁴[7]法子xua7 tsie3
帆	pʰoŋ[2]	帆phoŋ³³[2]帆船phoŋ2 yeŋ9
番	xueŋ[1]	番xueŋ⁵³[1]番鬼子火xueŋ1 ky3 tsie3 khui3 :火柴;番鬼子醶xueŋ1 ky3 tsie3 kaiŋ3 ;番鬼子醶xueŋ1 ky3 tsie3 kaiŋ3 :肥皂;番𧄔xueŋ1 tsy2 :番薯
煩	xueŋ[2]	煩xueŋ³³[2]麻煩ma2 xueŋ2
飯	puŋ[6]	飯puŋ⁴³[6]炒飯thau3 puŋ6 ;炒飯店thau3 puŋ6 taŋ5 :飯店;飯店puŋ6 taŋ5 ;食飯ie8 puŋ6 ;一=頓飯tsi8 tuŋ5 puŋ6 ;一=喙=飯tsi8 tshy5 puŋ6 ;做飯tsa5 puŋ6
方	xuoŋ[1]	方xuoŋ⁵³[1]地方loi6 xuoŋ1
坊	xuoŋ[1]	坊xuoŋ⁵³[1]書坊sy1 xuoŋ1 :建陽的一個鄉鎮
房	xuoŋ[2]	房xuoŋ³³[2]參見/tshio5 /厝=;房東xuoŋ2 toŋ1
紡	xuoŋ[3]	紡xuoŋ³¹[3]
放	poŋ[5]	放poŋ¹¹[5]放火poŋ5 khui3 ;放假poŋ5 ka3 ;放炮仗poŋ5 phau5 ioŋ5 :放鞭炮。校：仗讀音特殊;放屁poŋ5 hy5 ;放學poŋ5 xa8 ;放鷂poŋ5 io6 :放風箏
飛	poi[1]∅ye[9]	飛poi⁵³[1]飛機poi1 ki1 ■飛∅ye⁴³[9]動詞
肥	py[2]	肥py³³[2]肥肉py2 ny8
匪	poiŋ[3]	匪poiŋ³¹[3]土匪ho3 poiŋ3
肺	poi[5]	肺poi¹¹[5]肺癆病poi5 lau2 paŋ6 :肺結核;豨肺khy3 poi5
疿	py[5]	疿py¹¹[5]生疿saŋ1 py5 :長疿子
分	xuoŋ[1]	分xuoŋ⁵³[1]日分noi8 xuoŋ1 :白天
糞	poiŋ[5]	糞poiŋ¹¹[5]畚。校：糞的特殊讀音;糞斗poiŋ5 teu3 :畚斗;糞箕poiŋ5 xi1 :簸箕
封	xoŋ[1]	封xoŋ⁵³[1]信封soiŋ5 xoŋ1
風	pioŋ[1]xoŋ[1]	風pioŋ⁵³[1]參見/xoŋ1 /風;大風tue6 pioŋ1 ■風xoŋ⁵³[1]參見/pioŋ1 /風;起風khi3 xoŋ1
蜂	pʰoŋ[1]	蜂phoŋ⁵³[1]蜂糖phoŋ1 hɔŋ2 :蜂蜜
縫	pʰoŋ[5]pʰoŋ[6]xoŋ[2]	縫phoŋ¹¹[5]一=條縫tsi8 tio2 phoŋ5 ■縫phoŋ⁴³[6]名詞■縫xoŋ³³[2]裁縫師傅lue2 xoŋ2 so1 xo5
夫	mo[5]	夫mo¹¹[5]丈夫tio2 mo5 :男;丈夫囝子tio2 mo5 kyeŋ3 tsie3 :男孩
沕	me[6]	沕me⁴³[6]沕水me6 sy3 :潛水;潛水
佛	xuiˀ[8]	佛xui⁴³ˀ[8]拜佛pai5 xui8
服	xoˀ[8]	服xo⁴³ˀ[8]□孝服tseŋ6 xau5 xo8 :穿孝服;舒服sy1 xo8 ;𣍐=舒服mai5 sy1 xo8 :不舒服
浮	∅iu[9]	浮∅iu⁴³[9]浮□水面上iu9 xa5 sy3 mieŋ6 tsioŋ6
符	wo[9]	符wo⁴³[9]鬼畫符ky3 xua6 wo9
福	xo[7]	福xo²⁴[7]福建xo7 kyeŋ5 ;行福州ɣiaŋ9 xo7 tsiu1 :從福州
斧	po[3]	斧po³¹[3]斧頭po3 heu2
腐	xo[6]	腐xo⁴³[6]豆腐teu6 xo6
父	xo[6]	父xo⁴³[6]伯父pa7 xo6 ;叔父sy7 xo6
赴	xo[5]	赴xo¹¹[5]見/mai5 le2 te7 xo5 /𣍐=來得赴=;𣍐=來得赴=mai5 le2 te7 xo5 :來不及
婦	mo[5]xo[5]	婦mo¹¹[5]扛新婦kɔŋ1 soiŋ1 mo5 :娶老婆;新婦soiŋ1 mo5 :妻子■婦xo¹¹[5]寡婦kua3 xo5
傅	xo[5]	傅xo¹¹[5]裁縫師傅lue2 xoŋ2 so1 xo5 ;師傅so1 xo5 ;剃頭師傅hie5 heu2 so1 xo5 ;作頭師傅tsɔ7 heu2 so1 xo5 :木工
腹	po[7]	腹po²⁴[7]肚子;腹飢po7 ye9 :肚子餓;腹疾po7 tsoi8 :肚子疼;腹臍po7 the2 :肚臍;骹腹頭khau1 po7 heu2 :膝蓋;骹腹子khau1 po7 tsie3 :小腿;瀉腹sia5 po7 :腹瀉
複	xo[7]	複xo²⁴[7]重複leŋ9 xo7
縛	poˀ[8]	縛po⁴³ˀ[8]綁;縛鞋帶po8 ai9 tue5 :繫鞋帶
隑	kui[1]	隑kui⁵³[1]隑子kui1 tsie3 :樓梯;樓隑leu2 kui1 :樓梯;樓梯
該	kue[1]	該kue⁵³[1]應該iŋ1 kue1
概	kʰai[5]	概khai¹¹[5]大概tue6 khai5
肝	xueŋ[1]	肝xueŋ⁵³[1]豨肝khy3 xueŋ1
稈	kueŋ[3]	稈kueŋ³¹[3]
感	kɔŋ[3]	感kɔŋ³¹[3]感情kɔŋ3 loiŋ2
趕	kaiŋ[3]	趕kaiŋ³¹[3]趕緊kaiŋ3 kiŋ3
缸	ɣɔŋ[9]	缸ɣɔŋ⁴³[9]水缸sy3 ɣɔŋ9
鋼	kɔŋ[5]	鋼kɔŋ¹¹[5]
高	∅au[9]	高∅au⁴³[9]比你高poi3 noi9 au9
膏	kau[1]	膏kau⁵³[1]膏油kau1 iu2 :豬油
糕	kau[1]	糕kau⁵³[1]年糕nieŋ2 kau1
稿	kau[3]	稿kau³¹[3]起稿khi3 kau3
哥	kɔ[1]	哥kɔ⁵³[1]□哥子𢫦na7 kɔ1 tsie3 ma8 :被哥哥打;哥子kɔ1 tsie3
胳	ko[7]	胳ko²⁴[7]胳肢下ko7 tsie7 ha5 :腋窩
割	ɣue[3]∅ue[3]	割ɣue³¹[3]■割∅ue³¹[3]
歌	kɔ[1]	歌kɔ⁵³[1]唱歌tshioŋ5 kɔ1
鴿	kɔ[7]	鴿kɔ²⁴[7]鴿子kɔ7 tsie3
葛	kue[7]	葛kue²⁴[7]
隔	ka[7]	隔ka²⁴[7]隔壁ka7 pia7 ;隔一=工ka7 tsi8 koŋ1 :隔一天
根	kyeŋ[1]	根kyeŋ⁵³[1]樹根tshiu6 kyeŋ1
羹	kaŋ[1]	羹kaŋ⁵³[1]調羹lɔ2 kaŋ1
埂	kaŋ[3]	埂kaŋ³¹[3]塍=埂thaiŋ2 kaŋ3 :田埂;見 /thaiŋ2 kaŋ3/田埂
更	kaŋ[2]kaŋ[1]kaiŋ[5]	更kaŋ³³[2]𢫦更的=人ma8 kaŋ2 ke5 noiŋ2 :打更的人■更kaŋ⁵³[1]𢫦更ma8 kaŋ1 :打更;𢫦更的=人ma8 kaŋ1 ke5 noiŋ2 :打個的人;三更saŋ1 kaŋ1 :半夜;三更saŋ1 kaŋ1 :深夜■更kaiŋ¹¹[5]更好kaiŋ5 xau3
工	koŋ[1]	工koŋ⁵³[1]長工lɔŋ9 koŋ1 ;隔一=工ka7 tsi8 koŋ1 :隔一天;天;一=工tsi8 koŋ1 :一天;一=工到暗tsi8 koŋ1 tau5 ɔŋ5 :一天到晚;整工tsiŋ3 koŋ1 :整天
弓	keŋ[1]	弓keŋ⁵³[1]弓箭keŋ1 tsieŋ5
公	koŋ[1]	公koŋ⁵³[1]土地公ho3 loi6 koŋ1 ;外公ŋye6 koŋ1 ;竈神公tseu5 ɣiŋ9 koŋ1
功	koŋ[1]	功koŋ⁵³[1]成功siŋ2 koŋ1 ;用功eŋ6 koŋ1
宮	keŋ[1]	宮keŋ⁵³[1]子宮tso3 keŋ1
鉤	keu[1]	鉤keu⁵³[1]動詞;鉤子keu1 tsie3 :名詞
溝	keu[1]	溝keu⁵³[1]
狗	heu[3]	狗heu³¹[3]狗豭heu3 ka1 :公狗;狗嫲=heu3 ma2 :母狗
垢	keu[3]	垢keu³¹[3]頭皮垢heu2 hui2 keu3 :頭皮屑
估	ko[3]	估ko³¹[3]猜;估伓=著ko3 oiŋ5 tio8 :猜不到
孤	ko[1]	孤ko⁵³[1]孤兒ko1 ɣi2
姑	ko[1]	姑ko⁵³[1]姑母ko1 mo3 ;姑娘ko1 nioŋ2 ;尼姑noi2 ko1
古	ko[3]	古ko³¹[3]古時ko3 si2 :故事;講古時koŋ3 ko3 si2 :講故事
骨	kui[7]	骨kui²⁴[7]背脊骨pui5 tsia7 kui7 :脊骨;骨力kui7 le8 :勤勞。校：參考廈門kut7 lat8 ;骨頭kui7 heu2 ;顴骨xueŋ1 kui7 ;胸甲骨xeŋ1 ka7 kui7 :肋骨
牯	ɣo[3]	牯ɣo³¹[3]公的;牛牯niu2 ɣo3 :公牛;羊牯ioŋ2 ɣo3 :公羊
鼓	ko[3]	鼓ko³¹[3]𢫦鼓ma8 ko3 :敲鼓
固	ko[5]	固ko¹¹[5]固執ko5 tsi7
故	ko[5]	故ko¹¹[5]故□ko5 tso3 :因此。校：參考建甌ku3 tsʰu3 ;故意ko5 i5 ;緣故yeŋ2 ko5
雇	ko[5]	雇ko¹¹[5]
顧	ko[5]	顧ko¹¹[5]照顧tsiu5 ko5
瓜	kua[1]	瓜kua⁵³[1]
刮	kue[7]	刮kue²⁴[7]
寡	kua[3]	寡kua³¹[3]寡婦kua3 xo5 ;守寡siu3 kua3
卦	kua[5]	卦kua¹¹[5]□卦poi7 kua5 :算卦
掛	kua[5]	掛kua¹¹[5]
拐	kue[3]	拐kue³¹[3]拐杖kue3 hioŋ5 ;拐子kue3 tsie3 :跛足者
怪	kue[5]kye[5]	怪kue¹¹[5]奇怪ɣi2 kue5 ■怪kye¹¹[5]
官	kueŋ[1]	官kueŋ⁵³[1]廚官伯ty2 kueŋ1 pa7 :廚師;官窯kueŋ1 io2
關	kyeŋ[1]	關kyeŋ⁵³[1]關門kyeŋ1 muŋ2
管	kuŋ[3]	管kuŋ³¹[3]喉嚨管ɣo9 liaŋ9 kuŋ3
館	kueŋ[3]	館kueŋ³¹[3]茶館ta2 kueŋ3
慣	kueŋ[5]	慣kueŋ¹¹[5]習慣soi8 kueŋ5
光	kuoŋ[1]	光kuoŋ⁵³[1]亮，光線;天光hieŋ1 kuoŋ1 :天亮
鮭	ɣai[9]	鮭ɣai⁴³[9]鮭子ɣai9 tsie3 :鹹魚
鬼	ky[3]	鬼ky³¹[3]膽小鬼taŋ3 sio3 ky3 ;番鬼子火xueŋ1 ky3 tsie3 khui3 :火柴;番鬼子醶xueŋ1 ky3 tsie3 kaiŋ3 ;番鬼子醶xueŋ1 ky3 tsie3 kaiŋ3 :肥皂;鬼畫符ky3 xua6 wo9
桂	kui[5]	桂kui¹¹[5]肉桂ny8 kui5
貴	ky[5]	貴ky¹¹[5]
跪	ɣy[6]	跪ɣy⁴³[6]
滾	kuŋ[3]	滾kuŋ³¹[3]沸騰;滾動;滾水kuŋ3 sy3 :開水;水滾了=sy3 kuŋ3 lo:水開了
棍	kuŋ[5]	棍kuŋ¹¹[5]棍子kuŋ5 tsie3
國	kui[7]	國kui²⁴[7]國家kui7 ka1 ;國旗kui7 ɣi9 ;美國moiŋ3 kui7 ;中國teŋ1 kui7
果	kuo[3]	果kuo³¹[3]參見/sy3 kuo3 /水果，/kie7 kuo3 /結果;結果kie7 kuo3 :結出果實;蘋果woiŋ9 kuo3 ;水果sy3 kuo3
餜	kui[3]	餜kui³¹[3]
過	kuo[5]	過kuo¹¹[5]過渡kuo5 to6 :渡過淺灘;過節kuo5 tsai7 ;過年kuo5 nieŋ2 ;過去kuo5 khɔ5 ;過失kuo5 si7 ;難過nueŋ2 kuo5 ;覷=過來tho7 kuo5 le2 :看過來;圈過去khyeŋ1 kuo5 khɔ5 ;繞過去ɣio9 kuo5 khɔ5 ;行過ɣiaŋ9 kuo5 ;轉過來lyeŋ3 kuo5 le2
蛤	xa[2]	蛤xa³³[2]蛤蟆子xa2 ma2 tsie3
還	xueŋ[2]xieŋ[2]	還xueŋ³³[2]還俗xueŋ2 sy8 ■還xieŋ³³[2]歸還(借來的東西)
海	xue[3]	海xue³¹[3]海岸xue3 ŋaiŋ6 ;海邊xue3 pieŋ1
喊	xaŋ[3]	喊xaŋ³¹[3]老大聲喊lau3 tue6 tshiaŋ1 xaŋ3
汗	ɣueŋ[6]	汗ɣueŋ⁴³[6]出汗tshy7 ɣueŋ6 ;汗衣ɣueŋ6 i1 :汗衫
旱	ɣueŋ[5]	旱ɣueŋ¹¹[5]大旱tue6 ɣueŋ5 ;旱天ɣueŋ5 hieŋ1 ;旱災ɣueŋ5 tsue1 ;做旱tsa5 ɣueŋ5 :發生乾旱
好	xau[3]	好xau³¹[3]□好ioŋ3 xau3 :這樣好;□好oŋ3 xau3 :好到那個程度;病好了=paŋ6 xau3 lo;頂好toiŋ3 xau3 ;更好kaiŋ5 xau3 ;好覷=xau3 tho7 :好看;好食xau3 ie8 :好吃;好事xau3 so6 :婚禮，參見/xi3 so6 /喜事;好惜xau3 tshio7 :可愛;很好xaiŋ3 xau3 ;命好miaŋ6 xau3 ;伓=好覷=oiŋ5 xau3 tho7 :不好看;伓=好食oiŋ5 xau3 ie8 :不好吃，不好吃;伓=好意思oiŋ5 xau3 i5 so5 :不好意思;越大越好ye8 tue6 ye8 xau3
號	xau[6]	號xau⁴³[6]記號ki5 xau6
禾	∅ui[2]	禾∅ui³³[2]禾米ui2 moi5 :粳米;水稻
核	xuiˀ[8]	核xui⁴³ˀ[8]骹目核khau1 mo8 xui8 :腳踝。校：原誤作khau2
盒	∅ɔˀ[8]	盒∅ɔ⁴³ˀ[8]盒子ɔ8 tsie3
鶴	xɔˀ[8]	鶴xɔ⁴³ˀ[8]
痕	xuŋ[2]	痕xuŋ³³[2]痕跡xuŋ2 tsia7 ;骹跡痕khau1 tsia7 xuŋ2 :足跡
很	xaiŋ[3]	很xaiŋ³¹[3]很好xaiŋ3 xau3 ;年紀很小nieŋ2 ki5 xaiŋ3 sio3 :年紀挺小。校：原誤作ki4;頭很燙heu2 xaiŋ3 hoŋ5 :發燒。校：燙注音特殊，可能是hɔŋ5 之訛;值得很□錢loi8 te7 xaiŋ3 lai6 tsieŋ2 :值很多錢
恨	xaiŋ[6]	恨xaiŋ⁴³[6]恨死人xaiŋ6 soi3 noiŋ2
橫	xuaŋ[2]	橫xuaŋ³³[2]
紅	∅oŋ[9]	紅∅oŋ⁴³[9]□紅□tseŋ6 oŋ9 hiaŋ1 :穿紅衣
喉	ɣo[9]	喉ɣo⁴³[9]喉嚨管ɣo9 liaŋ9 kuŋ3
猴	ɣeu[9]	猴ɣeu⁴³[9]猴子ɣeu9 tsie3
厚	ɣeu[5]	厚ɣeu¹¹[5]
後	xeu[5]	後xeu¹¹[5]背後wui5 xeu5 ;後朝xeu5 tio1 :後天;後悔xeu5 xui3 ;後年xeu5 nieŋ2 ;後生子xeu5 saŋ1 tsie3 :年輕人;以後i3 xeu5
候	xeu[6]	候xeu⁴³[6]□□時候so7 mo7 si2 xeu6 :什麼時候;渠來的=時候ɣy9 le2 ke5 si2 xeu6 ;時候si2 xeu6 ;有時候iu3 si2 xeu6
呼	xo[1]	呼xo⁵³[1]招呼tsio1 xo1
狐	xo[2]	狐xo³³[2]狐狸xo2 loi2 :當地罕見
壺	xo[2]	壺xo³³[2]茶壺ta2 xo2
蝴	xo[2]	蝴xo³³[2]蝴蝶xo2 lie8
糊	xo[2]ɣo[9]	糊xo³³[2]模糊mo2 xo2 ■糊ɣo⁴³[9]動詞;漿糊tsioŋ1 ɣo9
虎	kʰo[3]	虎kho³¹[3]老虎lau3 kho3
許	xy[3]	許xy³¹[3][姓];許願xy3 ŋyeŋ2
護	xo[6]	護xo⁴³[6]保護wau3 xo6
花	xua[1]	花xua⁵³[1]雕花tio1 xua1 ;花盆xua1 wuŋ9 ;花瓶xua1 waiŋ9 ;花生xua1 saiŋ1 ;開花khye1 xua1 ;梅花mui2 xua1 ;問花muŋ6 xua1 :女性巫師;杏花xaŋ5 xua1
滑	ɣuiˀ[8]	滑ɣui⁴³ˀ[8]
畫	xua[5]xua[6]∅ua[5]	畫xua¹¹[5]畫畫ua5 xua5 ■畫xua⁴³[6]鬼畫符ky3 xua6 wo9 ■畫∅ua¹¹[5]動詞;畫畫ua5 xua5
話	xua[6]∅ua[6]	話xua⁴³[6]話笑話ua6 sio3 xua6 :講笑話。校：sio3 或爲sio5 之訛■話∅ua⁴³[6]話大事ua6 tue6 toi6 :講大話;話假事ua6 ka3 toi6 :說假話;話事ua6 toi6 :說話;話閒事ua6 xaiŋ2 toi6 :說閒話;話笑話ua6 sio3 xua6 :講笑話。校：sio3 或爲sio5 之訛;說
壞	xue[6]	壞xue⁴³[6]壞人xue6 noiŋ2
歡	xueŋ[1]	歡xueŋ⁵³[1]喜歡xi3 xueŋ1 :參見/ui5 /愛
環	xueŋ[2]	環xueŋ³³[2]環境xueŋ2 kiŋ5
黃	∅uoŋ[2]	黃∅uoŋ³³[2](姓)
灰	xui[1]	灰xui⁵³[1]灰燼;灰色
