正體	省写	/IPA/	[IPA]	注释
術	术	tsu˨˩	tsu˨˩	白~
逐	逐	tsu˨˩	tsu˨˩	
軸	轴	tsu˨˩	tsu˨˩	
妯	妯	tsu˨˩	tsu˨˩	
祝	祝	tsu˨˩	tsu˨˩	
𡎺	𡎺	tsu˨˩	tsu˨˩	
促	促	tsu˨˩	tsu˨˩	文读
蹙	蹙	tsu˨˩	tsu˨˩	
蹵	蹵	tsu˨˩	tsu˨˩	
蹴	蹴	tsu˨˩	tsu˨˩	
捽	捽	tsu˨˩	tsu˨˩	~拐杖，指抓住；捅
猝	猝	tsu˨˩	tsu˨˩	
踤	踤	tsu˨˩	tsu˨˩	~着脚，指磕到脚尖
燭	烛	tsu˨˩	tsu˨˩	
觸	触	tsu˨˩	tsu˨˩	
濁	浊	tsu˨˩	tsu˨˩	
躅	躅	tsu˨˩	tsu˨˩	
𨀵	𨀵	tsu˨˩	tsu˨˩	
逫	逫	tsu˨˩	tsu˨˩	
組	组	tsu˦˨	tsu˦˧	
祖	祖	tsu˦˨	tsu˦˧	
阻	阻	tsu˦˨	tsu˦˧	
詛	诅	tsu˦˨	tsu˦˧	
煮	煮	tsu˦˨	tsu˦˧	
主	主	tsu˦˨	tsu˦˧	
做	做	tsu˩˧	tsu˨˦	文读
著	著	tsu˩˧	tsu˨˦	
箸	箸	tsu˩˧	tsu˨˦	一~面，筷子
筯	筯	tsu˩˧	tsu˨˦	
䇡	䇡	tsu˩˧	tsu˨˦	
助	助	tsu˩˧	tsu˨˦	
鑄	铸	tsu˩˧	tsu˨˦	文读
注	注	tsu˩˧	tsu˨˦	
駐	驻	tsu˩˧	tsu˨˦	
註	註	tsu˩˧	tsu˨˦	
住	住	tsu˩˧	tsu˨˦	
柱	柱	tsu˩˧	tsu˨˦	
粗	粗	tsʰu˥	tsʰu˦˥	
芻	芻	tsʰu˥	tsʰu˦˥	
雛	雏	tsʰu˥	tsʰu˦˥	
麤	麤	tsʰu˥	tsʰu˦˥	
初	初	tsʰu˥	tsʰu˦˥	
除	除	tsʰu˨˩	tsʰu˨˩	
滁	滁	tsʰu˨˩	tsʰu˨˩	
蒢	蒢	tsʰu˨˩	tsʰu˨˩	
儲	储	tsʰu˨˩	tsʰu˨˩	
鋤	锄	tsʰu˨˩	tsʰu˨˩	
廚	厨	tsʰu˨˩	tsʰu˨˩	
出	出	tsʰu˨˩	tsʰu˨˩	
畜	畜	tsʰu˨˩	tsʰu˨˩	牲口；粗语
搐	搐	tsʰu˨˩	tsʰu˨˩	
豖	豖	tsʰu˨˩	tsʰu˨˩	
怵	怵	tsʰu˨˩	tsʰu˨˩	
徂	徂	tsʰu˨˩	tsʰu˨˩	
殂	殂	tsʰu˨˩	tsʰu˨˩	
躇	躇	tsʰu˨˩	tsʰu˨˩	
褚	褚	tsʰu˦˨	tsʰu˦˧	
楚	楚	tsʰu˦˨	tsʰu˦˧	
憷	憷	tsʰu˦˨	tsʰu˦˧	
處	处	tsʰu˦˨	tsʰu˦˧	
杵	杵	tsʰu˦˨	tsʰu˦˧	
矗	矗	tsʰu˦˨	tsʰu˦˧	
醋	醋	tsʰu˩˧	tsʰu˨˦	
處	处	tsʰu˩˧	tsʰu˨˦	
驟	骤	tsʰu˩˧	tsʰu˨˦	白读
怵	怵	tsʰu˩˧	tsʰu˨˦	~心，即恶心想吐
蘇	苏	su˥	su˦˥	
酥	酥	su˥	su˦˥	
書	书	su˥	su˦˥	
舒	舒	su˥	su˦˥	
梳	梳	su˥	su˦˥	
疏	疏	su˥	su˦˥	
蔬	蔬	su˥	su˦˥	
輸	输	su˥	su˦˥	
殊	殊	su˥	su˦˥	
樞	枢	su˥	su˦˥	
術	术	su˨˩	su˨˩	
述	述	su˨˩	su˨˩	
叔	叔	su˨˩	su˨˩	
淑	淑	su˨˩	su˨˩	
熟	熟	su˨˩	su˨˩	
蜀	蜀	su˨˩	su˨˩	
薯	薯	su˨˩	su˨˩	蕃~，即红薯
屬	属	su˨˩	su˨˩	
囑	嘱	su˨˩	su˨˩	
續	续	su˨˩	su˨˩	手~
戍	戍	su˨˩	su˨˩	
暑	暑	su˦˨	su˦˧	
鼠	鼠	su˦˨	su˦˧	
黍	黍	su˦˨	su˦˧	
薯	薯	su˦˨	su˦˧	
署	署	su˦˨	su˦˧	
曙	曙	su˦˨	su˦˧	
數	数	su˦˨	su˦˧	
墅	墅	su˦˨	su˦˧	
素	素	su˩˧	su˨˦	
愫	愫	su˩˧	su˨˦	
溸	溸	su˩˧	su˨˦	
嗉	嗉	su˩˧	su˨˦	
訴	诉	su˩˧	su˨˦	
泝	泝	su˩˧	su˨˦	
㴑	㴑	su˩˧	su˨˦	
𣳙	𣳙	su˩˧	su˨˦	
𣴔	𣴔	su˩˧	su˨˦	
𣹫	𣹫	su˩˧	su˨˦	
塑	塑	su˩˧	su˨˦	
溯	溯	su˩˧	su˨˦	
遡	遡	su˩˧	su˨˦	
漱	漱	su˩˧	su˨˦	
庶	庶	su˩˧	su˨˦	
恕	恕	su˩˧	su˨˦	
豎	竖	su˩˧	su˨˦	
樹	树	su˩˧	su˨˦	
數	数	su˩˧	su˨˦	
疏	疏	su˩˧	su˨˦	稀~；注~
擩	擩	zu˥	zu˦˥	
如	如	zu˨˩	zu˨˩	
入	入	zu˨˩	zu˨˩	
肉	肉	zu˨˩	zu˨˩	
月	月	zu˨˩	zu˨˩	大~氏
辱	辱	zu˨˩	zu˨˩	
汝	汝	zu˦˨	zu˦˧	
乳	乳	zu˦˨	zu˦˧	
儒	儒	zu˦˨	zu˦˧	
孺	孺	zu˦˨	zu˦˧	
蠕	蠕	zu˦˨	zu˦˧	
褥	褥	zu˦˨	zu˦˧	
姑	姑	ku˥	ku˦˥	
辜	辜	ku˥	ku˦˥	
孤	孤	ku˥	ku˦˥	
跔	跔	ku˥	ku˦˥	蹲
跍	跍	ku˥	ku˦˥	即“跔”
牯	牯	ku˥	ku˦˥	~子，指不懂事的小孩
轱	轱	ku˥	ku˦˥	
咕	咕	ku˥	ku˦˥	
骨	骨	ku˨˩	ku˨˩	
穀	谷	ku˨˩	ku˨˩	
𣢯	𣢯	ku˨˩	ku˨˩	大口猛饮
箍	箍	ku˨˩	ku˨˩	金~棒
古	古	ku˦˨	ku˦˧	
估	估	ku˦˨	ku˦˧	
牯	牯	ku˦˨	ku˦˧	公牛；犟脾气
鈷	钴	ku˦˨	ku˦˧	
䀇	䀇	ku˦˨	ku˦˧	
盬	盬	ku˦˨	ku˦˧	
蠱	蠱	ku˦˨	ku˦˧	
賈	贾	ku˦˨	ku˦˧	
股	股	ku˦˨	ku˦˧	
鼓	鼓	ku˦˨	ku˦˧	
淈	淈	ku˦˨	ku˦˧	涮
故	故	ku˩˧	ku˨˦	
固	固	ku˩˧	ku˨˦	
顧	顾	ku˩˧	ku˨˦	
僱	雇	ku˩˧	ku˨˦	
枯	枯	kʰu˥	kʰu˦˥	
骷	骷	kʰu˥	kʰu˦˥	
咕	咕	kʰu˥	kʰu˦˥	叽叽~~
箍	箍	kʰu˥	kʰu˦˥	
屈	屈	kʰu˥	kʰu˦˥	矮~~
窟	窟	kʰu˨˩	kʰu˨˩	
哭	哭	kʰu˨˩	kʰu˨˩	
酷	酷	kʰu˨˩	kʰu˨˩	
苦	苦	kʰu˦˨	kʰu˦˧	
庫	库	kʰu˩˧	kʰu˨˦	
褲	裤	kʰu˩˧	kʰu˨˦	
巴	巴	pa˥	pᴀ˦˥	
粑	粑	pa˥	pᴀ˦˥	
吧	吧	pa˥	pᴀ˦˥	文读
芭	芭	pa˥	pᴀ˦˥	
笆	笆	pa˥	pᴀ˦˥	
疤	疤	pa˥	pᴀ˦˥	
爬	爬	pa˥	pᴀ˦˥	白读
餑	饽	pa˥	pᴀ˦˥	
婆	婆	pa˥	pᴀ˦˥	~娑
八	八	pa˥	pᴀ˦˥	王~
扒	扒	pa˥	pᴀ˦˥	
叭	叭	pa˥	pᴀ˦˥	
八	八	pa˨˩	pᴀ˨˩	
扒	扒	pa˨˩	pᴀ˨˩	~皮
捌	捌	pa˨˩	pᴀ˨˩	
拔	拔	pa˨˩	pᴀ˨˩	
爸	爸	pa˨˩	pᴀ˨˩	
把	把	pa˦˨	pᴀ˦˧	
靶	靶	pa˦˨	pᴀ˦˧	
㞎	㞎	pa˦˨	pᴀ˦˧	粪便
罷	罢	pa˩˧	pᴀ˨˦	
霸	霸	pa˩˧	pᴀ˨˦	
欛	欛	pa˩˧	pᴀ˨˦	
𢺞	𢺞	pa˩˧	pᴀ˨˦	
把	把	pa˩˧	pᴀ˨˦	即“欛”，刀~；即“𢺞”，~单；即“耙”，木~
耙	耙	pa˩˧	pᴀ˨˦	
吧	吧	pa˩˧	pᴀ˨˦	白读
垻	坝	pa˩˧	pᴀ˨˦	
巴	巴	pʰa˥	pʰᴀ˦˥	下~；哈~狗
𤆵	𤆵	pʰa˥	pʰᴀ˦˥	软
𣲩	𣲩	pʰa˥	pʰᴀ˦˥	即“脬”
杷	杷	pʰa˥	pʰᴀ˦˥	
琶	琶	pʰa˥	pʰᴀ˦˥	
脬	脬	pʰa˥	pʰᴀ˦˥	一~尿；一~屎
泡	泡	pʰa˥	pʰᴀ˦˥	即“脬”
扒	扒	pʰa˥	pʰᴀ˦˥	一~拉，指一连串
爬	爬	pʰa˨˩	pʰᴀ˨˩	文读
鈀	钯	pʰa˨˩	pʰᴀ˨˩	
趴	趴	pʰa˨˩	pʰᴀ˨˩	文读
筏	筏	pʰa˨˩	pʰᴀ˨˩	
趴	趴	pʰa˦˨	pʰᴀ˦˧	白读
啪	啪	pʰa˦˨	pʰᴀ˦˧	文读
怕	怕	pʰa˩˧	pʰᴀ˨˦	
帕	帕	pʰa˩˧	pʰᴀ˨˦	
馬	马	ma˥	mᵇᴀ˦˥	~~虎虎
媽	妈	ma˥	mᵇᴀ˦˥	
嗎	吗	ma˥	mᵇᴀ˦˥	句尾疑问语气词
嘛	嘛	ma˥	mᵇᴀ˦˥	喇~
蟆	蟆	ma˥	mᵇᴀ˦˥	蛤~
貓	猫	ma˥	mᵇᴀ˦˥	~~咪，指东西找不着了；蒙~~，指捉迷藏
麻	麻	ma˨˩	mᵇᴀ˨˩	
嘛	嘛	ma˨˩	mᵇᴀ˨˩	
抹	抹	ma˨˩	mᵇᴀ˨˩	
沒	没	ma˨˩	mᵇᴀ˨˩	辱~
蟆	蟆	ma˨˩	mᵇᴀ˨˩	
馬	马	ma˦˨	mᵇᴀ˦˧	
碼	码	ma˦˨	mᵇᴀ˦˧	
螞	蚂	ma˦˨	mᵇᴀ˦˧	
瑪	玛	ma˦˨	mᵇᴀ˦˧	
嗎	吗	ma˦˨	mᵇᴀ˦˧	文读
罵	骂	ma˩˧	mᵇᴀ˨˦	
疺	疺	fa˥	fᴀ˦˥	~气，指土气，不时髦
髮	发	fa˥	fᴀ˦˥	头~
灋	灋	fa˨˩	fᴀ˨˩	
法	法	fa˨˩	fᴀ˨˩	
乏	乏	fa˨˩	fᴀ˨˩	
發	发	fa˨˩	fᴀ˨˩	
髮	发	fa˨˩	fᴀ˨˩	
伐	伐	fa˨˩	fᴀ˨˩	
閥	阀	fa˨˩	fᴀ˨˩	
罰	罚	fa˨˩	fᴀ˨˩	
打	打	ta˨˩	tᴀ˨˩	量词，一打即十二个
達	达	ta˨˩	tᴀ˨˩	
躂	跶	ta˨˩	tᴀ˨˩	跌
韃	鞑	ta˨˩	tᴀ˨˩	
噠	哒	ta˨˩	tᴀ˨˩	
耷	耷	ta˨˩	tᴀ˨˩	
答	答	ta˨˩	tᴀ˨˩	
搭	搭	ta˨˩	tᴀ˨˩	
嗒	嗒	ta˨˩	tᴀ˨˩	
瘩	瘩	ta˨˩	tᴀ˨˩	
妲	妲	ta˨˩	tᴀ˨˩	
靼	靼	ta˨˩	tᴀ˨˩	
炟	炟	ta˨˩	tᴀ˨˩	
打	打	ta˦˨	tᴀ˦˧	白读
大	大	ta˩˧	tᴀ˨˦	文读
他	他	tʰa˥	tʰᴀ˦˥	文读
祂	祂	tʰa˥	tʰᴀ˦˥	文读
她	她	tʰa˥	tʰᴀ˦˥	文读
牠	牠	tʰa˥	tʰᴀ˦˥	文读
㸰	㸰	tʰa˥	tʰᴀ˦˥	文读
鉈	铊	tʰa˥	tʰᴀ˦˥	
它	它	tʰa˥	tʰᴀ˦˥	文读
塔	塔	tʰa˨˩	tʰᴀ˨˩	
蹋	蹋	tʰa˨˩	tʰᴀ˨˩	
榻	榻	tʰa˨˩	tʰᴀ˨˩	
塌	塌	tʰa˨˩	tʰᴀ˨˩	
獺	獭	tʰa˨˩	tʰᴀ˨˩	
沓	沓	tʰa˨˩	tʰᴀ˨˩	
踏	踏	tʰa˨˩	tʰᴀ˨˩	
龖	龖	tʰa˨˩	tʰᴀ˨˩	
龘	龘	tʰa˨˩	tʰᴀ˨˩	
耷	耷	tʰa˦˨	tʰᴀ˦˧	~起眼皮，指闭眼不管事
垃	垃	la˥	lᴀ˦˥	
拉	拉	la˥	lᴀ˦˥	
啦	啦	la˥	lᴀ˦˥	
他	他	la˥	lᴀ˦˥	白读
祂	祂	la˥	lᴀ˦˥	白读
她	她	la˥	lᴀ˦˥	白读
牠	牠	la˥	lᴀ˦˥	白读
㸰	㸰	la˥	lᴀ˦˥	白读
它	它	la˥	lᴀ˦˥	白读
吶	呐	la˥	lᴀ˦˥	唢~
娜	娜	la˥	lᴀ˦˥	
哪	哪	la˥	lᴀ˦˥	音译
那	那	la˥	lᴀ˦˥	音译
剌	剌	la˥	lᴀ˦˥	构词法“……~沙”
旯	旯	la˥	lᴀ˦˥	
拿	拿	la˨˩	lᴀ˨˩	
南	南	la˨˩	lᴀ˨˩	~无，佛教用语
勞	劳	la˨˩	lᴀ˨˩	~慰
納	纳	la˨˩	lᴀ˨˩	
鈉	钠	la˨˩	lᴀ˨˩	
吶	呐	la˨˩	lᴀ˨˩	
哪	哪	la˨˩	lᴀ˨˩	~吒
烙	烙	la˨˩	lᴀ˨˩	油烧~
藞	藞	la˨˩	lᴀ˨˩	
臘	腊	la˨˩	lᴀ˨˩	
蠟	蜡	la˨˩	lᴀ˨˩	
邋	邋	la˨˩	lᴀ˨˩	
擸	擸	la˨˩	lᴀ˨˩	~𢶍，不修边幅的样子
捺	捺	la˨˩	lᴀ˨˩	
拉	拉	la˨˩	lᴀ˨˩	鼻涕~脓，指鼻涕喷出鼻孔
辣	辣	la˨˩	lᴀ˨˩	
喇	喇	la˨˩	lᴀ˨˩	~嘛
喇	喇	la˦˨	lᴀ˦˧	~叭
哪	哪	la˦˨	lᴀ˦˧	
啦	啦	la˦˨	lᴀ˦˧	相当于“了”
邋	邋	la˦˨	lᴀ˦˧	~糊；长~~
藞	藞	la˦˨	lᴀ˦˧	领子~
了	了	la˦˨	lᴀ˦˧	白读一
那	那	la˩˧	lᴀ˨˦	文读
查	查	tsa˥	tsᴀ˦˥	姓氏
渣	渣	tsa˥	tsᴀ˦˥	
碴	碴	tsa˥	tsᴀ˦˥	
喳	喳	tsa˥	tsᴀ˦˥	
咋	咋	tsa˥	tsᴀ˦˥	~翻翻；咋咋呼呼，指说话声音很大
咱	咱	tsa˥	tsᴀ˦˥	白读，“自家”的合音
啄	啄	tsa˥	tsᴀ˦˥	鸡~食，形容人吃饭不专注，吃一会儿停一会儿
奓	奓	tsa˥	tsᴀ˦˥	张开
䐒	䐒	tsa˥	tsᴀ˦˥	
挓	挓	tsa˥	tsᴀ˦˥	
雜	杂	tsa˨˩	tsᴀ˨˩	
眨	眨	tsa˨˩	tsᴀ˨˩	挤眉~眼
睫	睫	tsa˨˩	tsᴀ˨˩	眼~毛
閘	闸	tsa˨˩	tsᴀ˨˩	
炸	炸	tsa˨˩	tsᴀ˨˩	
咋	咋	tsa˨˩	tsᴀ˨˩	
咱	咱	tsa˨˩	tsᴀ˨˩	文读
哳	哳	tsa˨˩	tsᴀ˨˩	
劄	劄	tsa˨˩	tsᴀ˨˩	
扎	扎	tsa˨˩	tsᴀ˨˩	
剳	剳	tsa˨˩	tsᴀ˨˩	
札	札	tsa˨˩	tsᴀ˨˩	
軋	轧	tsa˨˩	tsᴀ˨˩	
茬	茬	tsa˨˩	tsᴀ˨˩	硬~，指厉害、强势
鍘	铡	tsa˨˩	tsᴀ˨˩	
𢶍	𢶍	tsa˨˩	tsᴀ˨˩	文读
砸	砸	tsa˨˩	tsᴀ˨˩	文读
咂	咂	tsa˨˩	tsᴀ˨˩	吮吸
囋	囋	tsa˨˩	tsᴀ˨˩	~起，表示力挺
眨	眨	tsa˦˨	tsᴀ˦˧	
鮓	鲊	tsa˦˨	tsᴀ˦˧	小米~；~包，即零食；~壳，即穷；麻麻~~，指很密集
詐	诈	tsa˩˧	tsᴀ˨˦	
榨	榨	tsa˩˧	tsᴀ˨˦	
楂	楂	tsa˩˧	tsᴀ˨˦	
炸	炸	tsa˩˧	tsᴀ˨˦	
咋	咋	tsa˩˧	tsᴀ˨˦	“咋个”合音
乍	乍	tsa˩˧	tsᴀ˨˦	
叉	叉	tsʰa˥	tsʰᴀ˦˥	
扠	扠	tsʰa˥	tsʰᴀ˦˥	
䟕	䟕	tsʰa˥	tsʰᴀ˦˥	
差	差	tsʰa˥	tsʰᴀ˦˥	
餷	馇	tsʰa˥	tsʰᴀ˦˥	
蹅	蹅	tsʰa˥	tsʰᴀ˦˥	
插	插	tsʰa˥	tsʰᴀ˦˥	~嘴
茶	茶	tsʰa˨˩	tsʰᴀ˨˩	
擦	擦	tsʰa˨˩	tsʰᴀ˨˩	
察	察	tsʰa˨˩	tsʰᴀ˨˩	
查	查	tsʰa˨˩	tsʰᴀ˨˩	
插	插	tsʰa˨˩	tsʰᴀ˨˩	
茬	茬	tsʰa˨˩	tsʰᴀ˨˩	
衩	衩	tsʰa˦˨	tsʰᴀ˦˧	
插	插	tsʰa˩˧	tsʰᴀ˨˦	~队
岔	岔	tsʰa˩˧	tsʰᴀ˨˦	
衩	衩	tsʰa˩˧	tsʰᴀ˨˦	開~
詫	诧	tsʰa˩˧	tsʰᴀ˨˦	
咤	咤	tsʰa˩˧	tsʰᴀ˨˦	
沙	沙	sa˥	sᴀ˦˥	
紗	纱	sa˥	sᴀ˦˥	
砂	砂	sa˥	sᴀ˦˥	
桫	桫	sa˥	sᴀ˦˥	
莎	莎	sa˥	sᴀ˦˥	
挲	挲	sa˥	sᴀ˦˥	摩挲，即纳西族
娑	娑	sa˥	sᴀ˦˥	婆~
薩	萨	sa˥	sᴀ˦˥	
杉	杉	sa˥	sᴀ˦˥	
山	山	sa˥	sᴀ˦˥	~药
殺	杀	sa˨˩	sᴀ˨˩	
剎	刹	sa˨˩	sᴀ˨˩	
煞	煞	sa˨˩	sᴀ˨˩	
卅	卅	sa˨˩	sᴀ˨˩	
靸	靸	sa˨˩	sᴀ˨˩	
趿	趿	sa˨˩	sᴀ˨˩	
颯	飒	sa˨˩	sᴀ˨˩	
䬃	䬃	sa˨˩	sᴀ˨˩	
𩗁	𩗁	sa˨˩	sᴀ˨˩	
霎	霎	sa˨˩	sᴀ˨˩	
𢶍	𢶍	sa˨˩	sᴀ˨˩	白读
撒	撒	sa˨˩	sᴀ˨˩	~尿
灑	洒	sa˨˩	sᴀ˨˩	~饭
嗄	嗄	sa˦˨	sᴀ˦˧	嗓音嘶哑
灑	洒	sa˦˨	sᴀ˦˧	
傻	傻	sa˦˨	sᴀ˦˧	文读
撒	撒	sa˦˨	sᴀ˦˧	
嗩	唢	sa˦˨	sᴀ˦˧	
捨	舍	sa˩˧	sᴀ˨˦	~丢
啥	啥	sa˩˧	sᴀ˨˦	
家	家	ka˥	kᴀ˦˥	推粑粑，请~~。~~指外婆，仅在童谣里出现。
咖	咖	ka˥	kᴀ˦˥	~喱
戛	戛	ka˨˩	kᴀ˨˩	
嘎	嘎	ka˨˩	kᴀ˨˩	
夾	夹	ka˨˩	kᴀ˨˩	白读
胳	胳	ka˨˩	kᴀ˨˩	~肢窝
激	激	ka˨˩	kᴀ˨˩	~动
尬	尬	ka˦˨	kᴀ˦˧	
朒	朒	ka˦˨	kᴀ˦˧	
噶	噶	ka˦˨	kᴀ˦˧	“该是好”的合音，向对方询问对自身观点的接受度
卡	卡	ka˦˨	kᴀ˦˧	篮球或足球比赛中的防守动作
界	界	ka˩˧	kᴀ˨˦	搭~，指谈话内容切中主题
咖	咖	kʰa˥	kʰᴀ˦˥	~啡
㮟	㮟	kʰa˥	kʰᴀ˦˥	塞
垰	垰	kʰa˥	kʰᴀ˦˥	即“旮”
旮	旮	kʰa˥	kʰᴀ˦˥	~~角角
揩	揩	kʰa˥	kʰᴀ˦˥	~油，占便宜
揢	揢	kʰa˥	kʰᴀ˦˥	~拿，指刁难
抲	抲	kʰa˥	kʰᴀ˦˥	
嵌	嵌	kʰa˥	kʰᴀ˦˥	白读
掐	掐	kʰa˨˩	kʰᴀ˨˩	白读
㐄	㐄	kʰa˨˩	kʰᴀ˨˩	跨
喀	喀	kʰa˨˩	kʰᴀ˨˩	
卡	卡	kʰa˦˨	kʰᴀ˦˧	
胩	胩	kʰa˦˨	kʰᴀ˦˧	
胯	胯	kʰa˩˧	kʰᴀ˨˦	白读
軋	轧	ŋa˥	ŋᶢᴀ˦˥	着车子~
丫	丫	ŋa˥	ŋᶢᴀ˦˥	脚~巴
砑	砑	ŋa˩˧	ŋᶢᴀ˨˦	白读
壓	压	ŋa˩˧	ŋᶢᴀ˨˦	白读
哈	哈	xa˥	xᴀ˦˥	
下	下	xa˥	xᴀ˦˥	一~~，指一会儿
薅	薅	xa˥	xᴀ˦˥	白读
𨉣	𨉣	xa˥	xᴀ˦˥	点头~腰
瘕	瘕	xa˥	xᴀ˦˥	~病，喉病
疨	疨	xa˥	xᴀ˦˥	嗓子~，即喉咙沙哑
搳	搳	xa˨˩	xᴀ˨˩	用手挠敏感部位导致瘙痒并大笑
還	还	xa˨˩	xᴀ˨˩	白读二
峽	峡	xa˨˩	xᴀ˨˩	麻~，即今麻江
奤	奤	xa˦˨	xᴀ˦˧	即“傻”
傻	傻	xa˦˨	xᴀ˦˧	白读
哈	哈	xa˦˨	xᴀ˦˧	疑问语气助词，即“好”；姓氏
下	下	xa˩˧	xᴀ˨˦	一~，指全部
咸	咸	xa˩˧	xᴀ˨˦	~时~下，即每时每刻；~是~扒，即到处都是
阿	阿	Øa˥	Øᴀ˦˥	~姨；~哥~妹
婀	婀	Øa˥	Øᴀ˦˥	
啊	啊	Øa˥	Øᴀ˦˥	文读
啊	啊	Øa˨˩	Øᴀ˨˩	动词或形容词重叠“……啊……”，表示轻微
啊	啊	Øa˦˨	Øᴀ˦˧	句尾疑问语气词，如“是不是~？”
那	那	Øa˩˧	Øᴀ˨˦	白读
岜	岜	pia˥	piᴀ˥	~沙族，一个苗族部落
吧	吧	pia˨˩	piᴀ˨˩	~嗒
癟	瘪	pia˦˨	piᴀ˦˧	白读
蹩	蹩	pʰia˨˩	pʰiᴀ˨˩	~脚，指脚骨折
蹩	蹩	pʰia˦˨	pʰiᴀ˦˧	~~脚，跛脚
劈	劈	pʰia˦˨	pʰiᴀ˦˧	~一字腿，瑜伽动作
擘	擘	pʰia˦˨	pʰiᴀ˦˧	白读
趴	趴	pʰia˦˨	pʰiᴀ˦˧	软~~，指性格懦弱或生病体虚
啪	啪	pʰia˦˨	pʰiᴀ˦˧	白读
白	白	pʰia˦˨	pʰiᴀ˦˧	~淡
敝	敝	pʰia˦˨	pʰiᴀ˦˧	旧~~；黄~~
扚	扚	tia˥	tiᴀ˦˥	白读，指勾或提
嗲	嗲	tia˦˨	tiᴀ˦˧	文读
黏	黏	nia˥	nᵈiᴀ˦˥	白读
䵙	䵙	nia˥	nᵈiᴀ˦˥	即“黏”
嗲	嗲	nia˥	nᵈiᴀ˦˥	白读
嫐	嫐	nia˥	nᵈiᴀ˦˥	黏人
家	家	nia˥	nᵈiᴀ˦˥	“人家”合音；“你家”合音
苶	苶	nia˨˩	nᵈiᴀ˨˩	~皮；~落
裂	裂	nia˨˩	nᵈiᴀ˨˩	皴~
業	业	nia˨˩	nᵈiᴀ˨˩	~障儿，指脑瘫儿
日	日	nia˨˩	nᵈiᴀ˨˩	~白
苶	苶	nia˦˨	nᵈiᴀ˦˧	~衣裳
壓	压	nia˩˧	nᵈiᴀ˨˦	~根儿
家	家	tɕia˥	tɕiᴀ˦˥	
傢	家	tɕia˥	tɕiᴀ˦˥	
稼	稼	tɕia˥	tɕiᴀ˦˥	
加	加	tɕia˥	tɕiᴀ˦˥	
枷	枷	tɕia˥	tɕiᴀ˦˥	
伽	伽	tɕia˥	tɕiᴀ˦˥	
迦	迦	tɕia˥	tɕiᴀ˦˥	
咖	咖	tɕia˥	tɕiᴀ˦˥	
嘉	嘉	tɕia˥	tɕiᴀ˦˥	
夾	夹	tɕia˥	tɕiᴀ˦˥	即“茄”，~克衫
茄	茄	tɕia˥	tɕiᴀ˦˥	~克衫
甲	甲	tɕia˥	tɕiᴀ˦˥	指~壳
夾	夹	tɕia˨˩	tɕiᴀ˨˩	文读
挾	挟	tɕia˨˩	tɕiᴀ˨˩	~持
唊	唊	tɕia˨˩	tɕiᴀ˨˩	指人轻言妄语或口音不纯
濇	濇	tɕia˨˩	tɕiᴀ˨˩	~抠、~核桃，即小气
𠎸	𠎸	tɕia˨˩	tɕiᴀ˨˩	形容人差劲或不讲义气
嗇	啬	tɕia˨˩	tɕiᴀ˨˩	形容人差劲或不讲义气；~抠，即小气
甲	甲	tɕia˨˩	tɕiᴀ˨˩	
假	假	tɕia˦˨	tɕiᴀ˦˧	
賈	贾	tɕia˦˨	tɕiᴀ˦˧	姓氏
架	架	tɕia˩˧	tɕiᴀ˨˦	
駕	驾	tɕia˩˧	tɕiᴀ˨˦	
嫁	嫁	tɕia˩˧	tɕiᴀ˨˦	
價	价	tɕia˩˧	tɕiᴀ˨˦	
恰	恰	tɕʰia˨˩	tɕʰiᴀ˨˩	
洽	洽	tɕʰia˨˩	tɕʰiᴀ˨˩	
掐	掐	tɕʰia˨˩	tɕʰiᴀ˨˩	文读
匣	匣	tɕʰia˨˩	tɕʰiᴀ˨˩	
喫	吃	tɕʰia˨˩	tɕʰiᴀ˨˩	~䏵䏵；~亏；~苦
卡	卡	tɕʰia˦˨	tɕʰiᴀ˦˧	大拇指和食指张至最大时可衡量的长度
跒	跒	tɕʰia˦˨	tɕʰiᴀ˦˧	
下	下	ɕia˥	ɕiᴀ˦˥	地~
蝦	虾	ɕia˥	ɕiᴀ˦˥	
瑕	瑕	ɕia˥	ɕiᴀ˦˥	
霞	霞	ɕia˨˩	ɕiᴀ˨˩	
暇	暇	ɕia˨˩	ɕiᴀ˨˩	
瞎	瞎	ɕia˨˩	ɕiᴀ˨˩	
辖	辖	ɕia˨˩	ɕiᴀ˨˩	
斜	斜	ɕia˨˩	ɕiᴀ˨˩	~斗门
黠	黠	ɕia˨˩	ɕiᴀ˨˩	
俠	侠	ɕia˨˩	ɕiᴀ˨˩	
狹	狭	ɕia˨˩	ɕiᴀ˨˩	
挾	挟	ɕia˨˩	ɕiᴀ˨˩	
峽	峡	ɕia˨˩	ɕiᴀ˨˩	
硤	硖	ɕia˨˩	ɕiᴀ˨˩	
嚇	吓	ɕia˨˩	ɕiᴀ˨˩	~唬
下	下	ɕia˩˧	ɕiᴀ˨˦	
夏	夏	ɕia˩˧	ɕiᴀ˨˦	
廈	厦	ɕia˩˧	ɕiᴀ˨˦	~门
鴉	鸦	ʑa˥	ʑᴀ˦˥	
呀	呀	ʑa˥	ʑᴀ˦˥	
丫	丫	ʑa˥	ʑᴀ˦˥	
椏	桠	ʑa˥	ʑᴀ˦˥	
鴨	鸭	ʑa˨˩	ʑᴀ˨˩	
