音标	调类	调值	辖字
tʂʰyuk	8	24	贖
dʐyuk	8	24	贖
ʐyuk	8	24	蜀
kan	1	334	間甘[實際音]
kʰan	1	334	慳
ʔan	1	334	□[黑頁]𪑸[黑頁]
xan	1	334	羴
pan	1	334	班
pʰan	1	334	攀
ʔwan	1	334	灣[實際音]
tan	1	334	丹[實際音]
tɕan	1	334	㣶
tsan	1	334	簪[實際音]
tsʰan	1	334	□[實際音]𭆞[實際音]
san	1	334	三[實際音]
tʂʰan	1	334	㺗
ʂan	1	334	山
ŋan	2	113	顏
ɣan	2	113	閑
pʰan	2	113	瓣
ban	2	113	瓣
man	2	113	蠻
tɕʰan	2	113	□[犭耳絲]𤣆[犭耳絲]
dʑan	2	113	□[犭耳絲]𤣆[犭耳絲]
ȵan	2	113	□[肉犬灬]𤌔[肉犬灬]
tsʰan	2	113	殘[實際音]
dzan	2	113	殘[實際音]
tʂʰan	2	113	虥
dʐan	2	113	虥
lan	2	113	斕
kan	3	41	簡
kʰan	3	41	齦
ʔan	3	41	軋
pan	3	41	版
pʰan	3	41	盼
tɕʰan	3	41	㬄
tʂan	3	41	醆
tʂʰan	3	41	剗
ʂan	3	41	產
ŋan	4	21	眼
ɣan	4	21	限
pʰan	4	21	版
ban	4	21	版
man	4	21	矕
ȵan	4	21	赧
tʂʰan	4	21	棧
dʐan	4	21	棧
kan	5	55	諫
ʔan	5	55	晏
pan	5	55	扮
pʰan	5	55	襻
tɕʰan	5	55	㬄
tʂʰan	5	55	羼
ʂan	5	55	訕
ŋan	6	11	雁
ɣan	6	11	骭
pʰan	6	11	瓣
ban	6	11	瓣
man	6	11	慢
tɕʰan	6	11	袒[又作「䘺」「綻」]
dʑan	6	11	袒[又作「䘺」「綻」]
tʂʰan	6	11	輚
dʐan	6	11	輚
ku	1	334	孤
kʰu	1	334	枯
ʔu	1	334	烏
xu	1	334	呼
pu	1	334	逋
pʰu	1	334	榑
ʔwu	1	334	迂[實際音]
ɸu	1	334	虛[實際音]
tu	1	334	都
tʰu	1	334	㻌
tɕu	1	334	舟[實際音]
tɕʰu	1	334	抽[實際音]
tsu	1	334	租
tsʰu	1	334	麁
su	1	334	蘇
tʂu	1	334	菹[實際音]周[實際音]
tʂʰu	1	334	初[實際音]
ʂu	1	334	疏[實際音]收[實際音]
ŋu	2	113	吾
ɣu	2	113	胡
ɦu	2	113	侉
pʰu	2	113	酺
bu	2	113	酺
mu	2	113	模
ɦwu	2	113	于[實際音]
tʰu	2	113	徒
du	2	113	徒
nu	2	113	奴
tsʰu	2	113	徂
dzu	2	113	徂
tʂʰu	2	113	鉏[實際音]
dʐu	2	113	鉏[實際音]
lu	2	113	盧
ku	3	41	古
kʰu	3	41	苦
ʔu	3	41	隖
xu	3	41	虎
pu	3	41	補
pʰu	3	41	普
ʔwu	3	41	羽[實際音]
tu	3	41	覩
tʰu	3	41	土
tɕu	3	41	肘[實際音]
tɕʰu	3	41	丑[實際音]
tsu	3	41	祖
tsʰu	3	41	蔖
su	3	41	□𣷶
tʂu	3	41	阻[實際音]
tʂʰu	3	41	楚[實際音]
ʂu	3	41	所[實際音]
ŋu	4	21	五
ɣu	4	21	戶
pʰu	4	21	簿
bu	4	21	簿
mu	4	21	姥
tʰu	4	21	杜
du	4	21	杜
nu	4	21	怒
tsʰu	4	21	粗
dzu	4	21	粗
tʂʰu	4	21	齟[實際音]
dʐu	4	21	齟[實際音]
lu	4	21	魯
ku	5	55	顧
kʰu	5	55	絝
ʔu	5	55	汙
xu	5	55	謼
pu	5	55	布
pʰu	5	55	怖
ʔwu	5	55	遇[實際音]
tu	5	55	妒
tʰu	5	55	菟
tsu	5	55	作
tsʰu	5	55	厝
su	5	55	訴
tʂu	5	55	詛[實際音]
tʂʰu	5	55	楚[實際音]
ʂu	5	55	疏[實際音]
ŋu	6	11	誤
ɣu	6	11	護
pʰu	6	11	捕
bu	6	11	捕
mu	6	11	暮
tʰu	6	11	渡
du	6	11	渡
nu	6	11	笯
tsʰu	6	11	祚
dzu	6	11	祚
tʂʰu	6	11	助[實際音]
dʐu	6	11	助[實際音]
lu	6	11	路
ɻu	6	11	□[辰心，實際音]𢛚[辰心，實際音]
ka	1	334	嘉
kʰa	1	334	䶗
ʔa	1	334	鴉
xa	1	334	煆
pa	1	334	巴
pʰa	1	334	葩
ɸa	1	334	靴[實際音]
ta	1	334	爹[實際音]
tɕa	1	334	奓
tɕʰa	1	334	侘
tʂa	1	334	樝遮[實際音]
tʂʰa	1	334	叉車[實際音]
ʂa	1	334	鯊
ŋa	2	113	牙
ɣa	2	113	遐
pʰa	2	113	爬
ba	2	113	爬
ma	2	113	麻
tɕʰa	2	113	茶
dʑa	2	113	茶
ȵa	2	113	挐
tʂʰa	2	113	楂
dʐa	2	113	楂
ka	3	41	檟
kʰa	3	41	跒
ʔa	3	41	啞
xa	3	41	㗿
pa	3	41	把
pʰa	3	41	□[立巴]𥩙[立巴]
tɕa	3	41	䋾
tɕʰa	3	41	奼
tʂa	3	41	鮓
tʂʰa	3	41	□[竹叉]𥫢[竹叉]
ʂa	3	41	灑
ŋa	4	21	雅
ɣa	4	21	下
pʰa	4	21	罷
ba	4	21	罷跁
ma	4	21	馬
tɕʰa	4	21	䟻
dʑa	4	21	䟻
ȵa	4	21	䋈
tʂʰa	4	21	槎
dʐa	4	21	槎
la	4	21	䖃
ka	5	55	駕
kʰa	5	55	髂
ʔa	5	55	亞
xa	5	55	嚇
pa	5	55	霸
pʰa	5	55	帊
tɕa	5	55	吒
tɕʰa	5	55	詫
tʂa	5	55	詐
tʂʰa	5	55	瘥
ʂa	5	55	嗄
ŋa	6	11	迓
ɣa	6	11	暇
pʰa	6	11	□[白犬]𤝡[白犬]
ba	6	11	□[白犬]𤝡[白犬]
ma	6	11	禡
tɕʰa	6	11	䖳
dʑa	6	11	䖳
ȵa	6	11	䏧
tʂʰa	6	11	乍
dʐa	6	11	乍
kat	7	5	□[薛鳥]𪈟[薛鳥]
kʰat	7	5	□[竹木葛]𥴭[竹木葛]
ʔat	7	5	軋
xat	7	5	瞎
pat	7	5	捌
pʰat	7	5	汃
tɕat	7	5	𠹗
tɕʰat	7	5	獺
tʂat	7	5	札
tʂʰat	7	5	殺
ʂat	7	5	殺
ŋat	8	24	䀨
ɣat	8	24	黠
pʰat	8	24	拔
bat	8	24	拔
mat	8	24	㑻
tɕʰat	8	24	噠
dʑat	8	24	噠
ȵat	8	24	痆
tʂʰat	8	24	𨰉
dʐat	8	24	𨰉
ɻat	8	24	□[髟背]𩭿[髟背]
kou	1	334	鉤
kʰou	1	334	彄
ʔou	1	334	謳
xou	1	334	齁
pʰou	1	334	捊
tou	1	334	兜
tʰou	1	334	偷
tɕou	1	334	舟[實際音]
tɕʰou	1	334	抽[實際音]
tsou	1	334	□[枲最]𣠏[枲最]
tsʰou	1	334	䜅
sou	1	334	涑
tʂou	1	334	周[實際音]
tʂʰou	1	334	抽[實際音]
ʂou	1	334	收[實際音]
ŋou	2	113	齵
ɣou	2	113	侯
pʰou	2	113	裒
bou	2	113	裒
mou	2	113	呣
βou	2	113	浮
tʰou	2	113	頭
dou	2	113	頭
nou	2	113	羺
tsʰou	2	113	㔌
dzou	2	113	㔌
lou	2	113	樓
kou	3	41	苟
kʰou	3	41	口
ʔou	3	41	歐
xou	3	41	吼
pou	3	41	㨐
pʰou	3	41	剖
tou	3	41	斗
tʰou	3	41	□[麥生]𪌜[麥生]
tsou	3	41	走
tsʰou	3	41	趣
sou	3	41	叜
ŋou	4	21	藕
ɣou	4	21	厚
pʰou	4	21	部
bou	4	21	部
mou	4	21	母
tʰou	4	21	䕆
dou	4	21	䕆
nou	4	21	㝅
tsʰou	4	21	鯫
dzou	4	21	鯫
zou	4	21	□[魚聚]𩼦[魚聚]
lou	4	21	塿
kou	5	55	遘
kʰou	5	55	寇
ʔou	5	55	漚
xou	5	55	蔻
pʰou	5	55	仆
tou	5	55	□[門斵]𨷵[門斵]
tʰou	5	55	透
tsou	5	55	奏
tsʰou	5	55	輳
sou	5	55	瘶
ŋou	6	11	偶
ɣou	6	11	候
pʰou	6	11	䏽
bou	6	11	䏽
mou	6	11	茂
tʰou	6	11	豆
dou	6	11	豆
nou	6	11	槈
tsʰou	6	11	㔌
dzou	6	11	㔌
lou	6	11	陋
kɔn	1	334	干
kʰɔn	1	334	看
ʔɔn	1	334	安
xɔn	1	334	頇
pɔn	1	334	班[實際音]
ʔwɔn	1	334	灣[實際音]
ɸɔn	1	334	翻[實際音]
tɔn	1	334	單
tʰɔn	1	334	灘
tsɔn	1	334	籛
tsʰɔn	1	334	餐
sɔn	1	334	□[月册]𦙽[月册]
ŋɔn	2	113	豻
ɣɔn	2	113	寒
βɔn	2	113	還[實際音]
ɦwɔn	2	113	頑[實際音]
tʰɔn	2	113	壇
dɔn	2	113	壇
nɔn	2	113	難
tsʰɔn	2	113	殘
dzɔn	2	113	殘
lɔn	2	113	蘭
kɔn	3	41	笴
kʰɔn	3	41	侃
ʔɔn	3	41	侒
xɔn	3	41	罕
tɔn	3	41	亶
tʰɔn	3	41	坦
tsɔn	3	41	趲
sɔn	3	41	散
ɣɔn	4	21	旱
tʰɔn	4	21	但
dɔn	4	21	但
nɔn	4	21	攤
tsʰɔn	4	21	瓚
dzɔn	4	21	瓚
lɔn	4	21	嬾
kɔn	5	55	旰
kʰɔn	5	55	侃
ʔɔn	5	55	按
xɔn	5	55	漢
tɔn	5	55	旦
tʰɔn	5	55	炭
tsɔn	5	55	贊
tsʰɔn	5	55	粲
sɔn	5	55	繖
ŋɔn	6	11	岸
ɣɔn	6	11	翰
tʰɔn	6	11	憚
dɔn	6	11	憚
nɔn	6	11	攤
tsʰɔn	6	11	㜺
dzɔn	6	11	㜺
lɔn	6	11	爛
kɔt	7	5	葛
kʰɔt	7	5	渴
ʔɔt	7	5	遏
xɔt	7	5	䫘
tɔt	7	5	怛
tʰɔt	7	5	闥
tsɔt	7	5	䰖
tsʰɔt	7	5	擦
sɔt	7	5	躠
ŋɔt	8	24	嶭
ɣɔt	8	24	曷
mɔt	8	24	䔾
tʰɔt	8	24	達
dɔt	8	24	達
nɔt	8	24	捺
tsʰɔt	8	24	巀
dzɔt	8	24	巀
lɔt	8	24	剌
kiɔŋ	1	334	薑
kʰiɔŋ	1	334	羌
ʔiɔŋ	1	334	央
xiɔŋ	1	334	香
tɕiɔŋ	1	334	張
tɕʰiɔŋ	1	334	䓪
tsiɔŋ	1	334	將
tsʰiɔŋ	1	334	瑲
siɔŋ	1	334	襄
tʂiɔŋ	1	334	章
tʂʰiɔŋ	1	334	昌
ʂiɔŋ	1	334	商
kʰiɔŋ	2	113	強
giɔŋ	2	113	強
ŋiɔŋ	2	113	卬
ɦiɔŋ	2	113	陽
niɔŋ	2	113	良
tɕʰiɔŋ	2	113	長
dʑiɔŋ	2	113	長
ȵiɔŋ	2	113	娘
tsʰiɔŋ	2	113	牆
dziɔŋ	2	113	牆
ziɔŋ	2	113	詳
ʐiɔŋ	2	113	裳
liɔŋ	2	113	良
ɻiɔŋ	2	113	穰
kiɔŋ	3	41	繦
kʰiɔŋ	3	41	□[石羌]𥓌[石羌]
ʔiɔŋ	3	41	鞅
xiɔŋ	3	41	響
tɕiɔŋ	3	41	長
tɕʰiɔŋ	3	41	昶
tsiɔŋ	3	41	獎
tsʰiɔŋ	3	41	搶
siɔŋ	3	41	想
tʂiɔŋ	3	41	掌
tʂʰiɔŋ	3	41	敞
ʂiɔŋ	3	41	賞
kʰiɔŋ	4	21	勥
giɔŋ	4	21	勥
ŋiɔŋ	4	21	仰
ɦiɔŋ	4	21	養
tɕʰiɔŋ	4	21	丈
dʑiɔŋ	4	21	丈
tsʰiɔŋ	4	21	䉃
dziɔŋ	4	21	䉃
ziɔŋ	4	21	像
ʐiɔŋ	4	21	上
liɔŋ	4	21	兩
ɻiɔŋ	4	21	攘
kiɔŋ	5	55	疆
kʰiɔŋ	5	55	羌
ʔiɔŋ	5	55	怏
xiɔŋ	5	55	向
tɕiɔŋ	5	55	帳
tsiɔŋ	5	55	醬
tsʰiɔŋ	5	55	蹡
siɔŋ	5	55	相
tʂiɔŋ	5	55	障
tʂʰiɔŋ	5	55	唱
ʂiɔŋ	5	55	餉
kʰiɔŋ	6	11	弶
giɔŋ	6	11	弶
ŋiɔŋ	6	11	□[車卬]𨋕[車卬]
ɦiɔŋ	6	11	漾
tɕʰiɔŋ	6	11	仗
dʑiɔŋ	6	11	仗
ȵiɔŋ	6	11	釀
tsʰiɔŋ	6	11	匠
dziɔŋ	6	11	匠
ʐiɔŋ	6	11	尚
liɔŋ	6	11	亮
ɻiɔŋ	6	11	讓
kiu	1	334	鳩
kʰiu	1	334	邱
ʔiu	1	334	憂
xiu	1	334	休
ʔwiu	1	334	不
ɸiu	1	334	䬌
tiu	1	334	丟[實際音]
tɕiu	1	334	輈
tɕʰiu	1	334	抽
tsʰiu	1	334	秋[實際音]
tʂiu	1	334	周
tʂʰiu	1	334	犨
ʂiu	1	334	收
kʰiu	2	113	裘
giu	2	113	裘
ɦiu	2	113	尤
βiu	2	113	浮
niu	2	113	劉[實際音]
tɕʰiu	2	113	儔
dʑiu	2	113	儔
ȵiu	2	113	□[牛周]
ʐiu	2	113	雔
liu	2	113	劉
ɻiu	2	113	柔
kiu	3	41	久
kʰiu	3	41	糗
ʔiu	3	41	䬀
xiu	3	41	朽
ʔwiu	3	41	缶
ɸiu	3	41	㤱
tɕiu	3	41	肘
tɕʰiu	3	41	丑
tsiu	3	41	酒[實際音]
tʂiu	3	41	帚
tʂʰiu	3	41	醜
ʂiu	3	41	首
kʰiu	4	21	舅
giu	4	21	舅
ŋiu	4	21	𪙊
ɦiu	4	21	有
βiu	4	21	婦
tɕʰiu	4	21	紂
dʑiu	4	21	紂
ȵiu	4	21	狃
ʐiu	4	21	受
liu	4	21	柳
ɻiu	4	21	蹂
kiu	5	55	救
kʰiu	5	55	□[鼻丘]𪖛[鼻丘]
ʔiu	5	55	憂
xiu	5	55	齅
ʔwiu	5	55	富
ɸiu	5	55	副
tɕiu	5	55	晝
tɕʰiu	5	55	畜
tʂiu	5	55	咒
tʂʰiu	5	55	臭
ʂiu	5	55	狩
kʰiu	6	11	舊
giu	6	11	舊
ŋiu	6	11	□[鼻乚]𪖐[鼻乚]
ɦiu	6	11	宥
βiu	6	11	復
tɕʰiu	6	11	冑
dʑiu	6	11	冑
ȵiu	6	11	楺
tʂʰiu	6	11	壽
dʐiu	6	11	壽
ʐiu	6	11	授
liu	6	11	溜
ɻiu	6	11	輮
kiok	7	5	腳
kʰiok	7	5	卻
ʔiok	7	5	約
xiok	7	5	謔
tɕiok	7	5	芍
tɕʰiok	7	5	㲋
tsiok	7	5	爵
tsʰiok	7	5	鵲
siok	7	5	削
tʂiok	7	5	灼
tʂʰiok	7	5	綽
ʂiok	7	5	爍
kʰiok	8	24	噱
giok	8	24	噱
ŋiok	8	24	虐
ɣiok	8	24	學[實際音]
ɦiok	8	24	藥
tɕʰiok	8	24	著
dʑiok	8	24	著
ȵiok	8	24	逽
tsʰiok	8	24	皭
dziok	8	24	皭
ʐiok	8	24	妁
liok	8	24	略
ɻiok	8	24	若
kuai	1	334	媧乖[實際音]
kʰuai	1	334	匯咼[實際音]
ʔuai	1	334	蛙
xuai	1	334	塥
tʰuai	1	334	胎[實際音]
tsuai	1	334	哉[實際音]
tʂʰuai	1	334	䃀
ʂuai	1	334	蓑
ŋuai	2	113	詭
ɣuai	2	113	壞
pʰuai	2	113	排[實際音]
buai	2	113	排[實際音]
tʰuai	2	113	臺[實際音]
duai	2	113	臺[實際音]
nuai	2	113	來[實際音]
ȵuai	2	113	尵
tʂʰuai	2	113	膗
dʐuai	2	113	膗
luai	2	113	䐯
kuai	3	41	□[艹丨]𦫳[艹丨]柺[實際音]
kʰuai	3	41	胯
ʔuai	3	41	崴
xuai	3	41	扮
tɕʰuai	3	41	□[亻廌]𠏰[亻廌]
tʂʰuai	3	41	撮
ɣuai	4	21	夥
ȵuai	4	21	□[扌分手]𢯌[扌分手]
kuai	5	55	卦怪[實際音]
kʰuai	5	55	蒯
ʔuai	5	55	䵳
xuai	5	55	□[豙舌]𧱳[豙舌]
puai	5	55	□[广开]𢇩[广开]
pʰuai	5	55	湃
tɕuai	5	55	膪
tɕʰuai	5	55	顡
tʂʰuai	5	55	啐
ʂuai	5	55	□[口率]𠻜[口率]
kʰuai	6	11	䯿
guai	6	11	䯿
ŋuai	6	11	聵
ɣuai	6	11	壞
pʰuai	6	11	□[忄艹厂用]𢞎[忄艹厂用]
muai	6	11	□[耳勿]
tɕʰuai	6	11	□[臭奈]𦤧[臭奈]
dʑuai	6	11	□[臭奈]𦤧[臭奈]
ȵuai	6	11	取
tʂʰuai	6	11	□[扌罪]𢶀[扌罪]
dʐuai	6	11	□[扌罪]𢶀[扌罪]
kuat	7	5	劀刮[實際音]
kʰuat	7	5	䯇
ʔuat	7	5	婠
xuat	7	5	聒
tɕuat	7	5	鵽
tɕʰuat	7	5	䫄
tʂuat	7	5	茁
tʂʰuat	7	5	䵵
ʂuat	7	5	刷
ŋuat	8	24	刖
ɣuat	8	24	頢
ȵuat	8	24	妠
kəŋ	1	334	庚
kʰəŋ	1	334	鏗
ʔəŋ	1	334	□[賏冖瓦]
xəŋ	1	334	朜
pəŋ	1	334	閍
pʰəŋ	1	334	怦
ʔwəŋ	1	334	溫[實際音]
təŋ	1	334	登[實際音]
tɕəŋ	1	334	朾貞[實際音]
tɕʰəŋ	1	334	瞠
tsəŋ	1	334	曾[實際音]
tʂəŋ	1	334	爭貞[實際音]
tʂʰəŋ	1	334	琤
ʂəŋ	1	334	生
ŋəŋ	2	113	娙
ɣəŋ	2	113	行
pʰəŋ	2	113	彭
bəŋ	2	113	彭
məŋ	2	113	甍
tɕʰəŋ	2	113	棖
dʑəŋ	2	113	棖
ȵəŋ	2	113	儜
tʂʰəŋ	2	113	傖
dʐəŋ	2	113	傖
ləŋ	2	113	磷倫[實際音]
kəŋ	3	41	梗
kʰəŋ	3	41	伉
ʔəŋ	3	41	㹙
xəŋ	3	41	䛭
pəŋ	3	41	浜
pʰəŋ	3	41	皏
ʔwəŋ	3	41	穩[實際音]
tɕəŋ	3	41	耵
tʂəŋ	3	41	㬹
tʂʰəŋ	3	41	㵾
ʂəŋ	3	41	省
ɣəŋ	4	21	幸
pʰəŋ	4	21	鮩
bəŋ	4	21	鮩
məŋ	4	21	猛
tɕʰəŋ	4	21	瑒
dʑəŋ	4	21	瑒
ȵəŋ	4	21	檸
ləŋ	4	21	冷
kəŋ	5	55	更
ʔəŋ	5	55	瀴
xəŋ	5	55	□[言㚔]𧨫[言㚔]
pəŋ	5	55	迸
pʰəŋ	5	55	亨
ʔwəŋ	5	55	問[實際音]
tɕəŋ	5	55	倀
tɕʰəŋ	5	55	牚
tʂəŋ	5	55	諍
tʂʰəŋ	5	55	㵾
ʂəŋ	5	55	生
ŋəŋ	6	11	鞕
pʰəŋ	6	11	□[亻並]𠊧[亻並]
bəŋ	6	11	□[亻並]𠊧[亻並]
məŋ	6	11	孟
tɕʰəŋ	6	11	鋥
dʑəŋ	6	11	鋥
kək	7	5	格
kʰək	7	5	客
ʔək	7	5	戹
xək	7	5	赫
pək	7	5	伯
pʰək	7	5	□[扌雹]𢶉[扌雹]
tɕək	7	5	摘
tɕʰək	7	5	□[疒啇]𤹞[疒啇]
tʂək	7	5	責
tʂʰək	7	5	策
ʂək	7	5	栜
ŋək	8	24	虉
ɣək	8	24	覈
pʰək	8	24	白
bək	8	24	白
mək	8	24	陌
tɕʰək	8	24	宅
dʑək	8	24	宅
ȵək	8	24	疒
tʂʰək	8	24	齚
dʐək	8	24	齚
lək	8	24	礐
ko	1	334	歌
kʰo	1	334	珂
ʔo	1	334	阿
xo	1	334	訶
po	1	334	波[實際音]
to	1	334	多
tʰo	1	334	佗
tso	1	334	□[爫豕左]
tsʰo	1	334	蹉
so	1	334	娑
kʰo	2	113	翗
go	2	113	翗
ŋo	2	113	莪
ɣo	2	113	何
pʰo	2	113	婆[實際音]
bo	2	113	婆[實際音]
mo	2	113	摩[實際音]
tʰo	2	113	駝
do	2	113	駝
no	2	113	那
tsʰo	2	113	醝
dzo	2	113	醝
lo	2	113	羅
ko	3	41	哿
kʰo	3	41	可
ʔo	3	41	□[門阿]𨵌[門阿]
xo	3	41	㰤
to	3	41	嚲
tʰo	3	41	袉
tso	3	41	左
tsʰo	3	41	瑳
so	3	41	縒
ʂo	3	41	所[實際音]
ŋo	4	21	我
ɣo	4	21	荷
tʰo	4	21	爹
do	4	21	爹
no	4	21	橠
tsʰo	4	21	齹
dzo	4	21	齹
lo	4	21	㰁
ko	5	55	箇
kʰo	5	55	坷
ʔo	5	55	椏
xo	5	55	呵
to	5	55	跢
tʰo	5	55	拖
tso	5	55	佐
so	5	55	些
ŋo	6	11	餓
ɣo	6	11	賀
tʰo	6	11	䭾
do	6	11	䭾
no	6	11	奈
lo	6	11	邏
kuɔi	1	334	傀
kʰuɔi	1	334	恢魁[實際音]
ʔuɔi	1	334	隈
xuɔi	1	334	灰
puɔi	1	334	桮
pʰuɔi	1	334	肧
tuɔi	1	334	磓
tʰuɔi	1	334	□[車隹]𨌴[車隹]
tsuɔi	1	334	嗺
tsʰuɔi	1	334	崔
suɔi	1	334	膗
ŋuɔi	2	113	鮠
ɣuɔi	2	113	回
buɔi	2	113	裴
muɔi	2	113	枚
βuɔi	2	113	誰[實際音]
tʰuɔi	2	113	頹
duɔi	2	113	頹
nuɔi	2	113	捼
tsʰuɔi	2	113	摧
dzuɔi	2	113	摧
luɔi	2	113	靁
kuɔi	3	41	□[乞頁]𩑔[乞頁]鬼[實際音]
kʰuɔi	3	41	䫥
ʔuɔi	3	41	猥
xuɔi	3	41	賄
puɔi	3	41	悖
pʰuɔi	3	41	琣
tuɔi	3	41	𦞙
tʰuɔi	3	41	骽
tsuɔi	3	41	嶊
tsʰuɔi	3	41	皠
suɔi	3	41	崔
ŋuɔi	4	21	頠
ɣuɔi	4	21	瘣
ɦuɔi	4	21	阭
pʰuɔi	4	21	琲
buɔi	4	21	琲
muɔi	4	21	浼
tʰuɔi	4	21	錞
duɔi	4	21	錞
nuɔi	4	21	餧
tsʰuɔi	4	21	辠罪[實際音]
dzuɔi	4	21	辠罪[實際音]
luɔi	4	21	□[磥]𥗼[磥]
kuɔi	5	55	憒
kʰuɔi	5	55	塊
ʔuɔi	5	55	□[尢鬼]𩲄[尢鬼]
xuɔi	5	55	誨
puɔi	5	55	背
pʰuɔi	5	55	配
tuɔi	5	55	對
tʰuɔi	5	55	退
tsuɔi	5	55	晬
tsʰuɔi	5	55	倅
suɔi	5	55	碎
kʰuɔi	6	11	鞼
guɔi	6	11	鞼
ŋuɔi	6	11	磑
ɣuɔi	6	11	潰
ɦuɔi	6	11	衛
pʰuɔi	6	11	佩
buɔi	6	11	佩
muɔi	6	11	妹
tʰuɔi	6	11	隊
duɔi	6	11	隊
nuɔi	6	11	內
tsʰuɔi	6	11	啐
dzuɔi	6	11	啐
luɔi	6	11	纇
kia	1	334	迦
kʰia	1	334	佉
pia	1	334	巴[實際音]
pʰia	1	334	葩[實際音]
ɸia	1	334	花[實際音]
tia	1	334	他[實際音]
tɕia	1	334	遮[實際音]
tɕʰia	1	334	車[實際音]
tʂia	1	334	遮
tʂʰia	1	334	車
ʂia	1	334	奢
kʰia	2	113	迦
pʰia	2	113	爬[實際音]
bia	2	113	爬[實際音]
mia	2	113	麻[實際音]
tʂʰia	2	113	蛇
dʐia	2	113	蛇
ʐia	2	113	闍
lia	2	113	儸
ɻia	2	113	若
pia	3	41	把[實際音]
ʔwia	3	41	瓦[實際音]
tia	3	41	打[實際音]
tʂia	3	41	者
tʂʰia	3	41	奲
ʂia	3	41	捨
mia	4	21	馬[實際音]
ʐia	4	21	社
lia	4	21	䟩
ɻia	4	21	若
pia	5	55	霸[實際音]
ɸia	5	55	化[實際音]
tʂia	5	55	柘
tʂʰia	5	55	䞣
ʂia	5	55	舍
mia	6	11	禡[實際音]
tʂʰia	6	11	射
dʐia	6	11	射
ʐia	6	11	𤬪
lia	6	11	□[似到]
ɻia	6	11	偌
kiat	7	5	孑
kʰiat	7	5	朅
ʔiat	7	5	䋵
xiat	7	5	娎
piat	7	5	䇷
tɕiat	7	5	哲
tɕʰiat	7	5	屮
tʂiat	7	5	晢
tʂʰiat	7	5	掣
ʂiat	7	5	設
kʰiat	8	24	傑
giat	8	24	傑
ŋiat	8	24	孽
ɣiat	8	24	紇
biat	8	24	別
tɕʰiat	8	24	轍
dʑiat	8	24	轍
tʂʰiat	8	24	舌
dʐiat	8	24	舌
liat	8	24	列
ɻiat	8	24	熱
kɔi	1	334	該
kʰɔi	1	334	開
ʔɔi	1	334	哀
xɔi	1	334	咍
pʰɔi	1	334	□[女缶]𡜊[女缶]
ʔwɔi	1	334	歪[實際音]
tɔi	1	334	□[黑臺]𪒴[黑臺]
tʰɔi	1	334	胎
tsɔi	1	334	烖
tsʰɔi	1	334	猜
sɔi	1	334	鰓
ŋɔi	2	113	皚
ɣɔi	2	113	孩
ɦɔi	2	113	頤
pʰɔi	2	113	□[片咅]𤗏[片咅]
bɔi	2	113	□[片咅]𤗏[片咅]
βɔi	2	113	懷[實際音]
tʰɔi	2	113	臺
dɔi	2	113	臺
nɔi	2	113	能
tsʰɔi	2	113	裁
dzɔi	2	113	裁
lɔi	2	113	來
kɔi	3	41	改
kʰɔi	3	41	愷
ʔɔi	3	41	欸
xɔi	3	41	海
pɔi	3	41	㤳
pʰɔi	3	41	俖
tɔi	3	41	等
tʰɔi	3	41	㘆
tsɔi	3	41	宰
tsʰɔi	3	41	采
sɔi	3	41	諰
ŋɔi	4	21	騃
ɣɔi	4	21	亥
ɦɔi	4	21	䑂
pʰɔi	4	21	倍
bɔi	4	21	倍
mɔi	4	21	䆀
tʰɔi	4	21	駘
dɔi	4	21	駘
nɔi	4	21	乃
tsʰɔi	4	21	在
dzɔi	4	21	在
lɔi	4	21	□[金禮]𨰋[金禮]
kɔi	5	55	蓋
kʰɔi	5	55	磕
ʔɔi	5	55	藹
xɔi	5	55	餀
pɔi	5	55	贝
pʰɔi	5	55	霈
tɔi	5	55	帶
tʰɔi	5	55	泰
tsɔi	5	55	載
tsʰɔi	5	55	蔡
sɔi	5	55	賽
kʰɔi	6	11	隑
gɔi	6	11	隑
ŋɔi	6	11	艾
ɣɔi	6	11	害
pʰɔi	6	11	斾
bɔi	6	11	斾
mɔi	6	11	昧
tʰɔi	6	11	大
dɔi	6	11	大
nɔi	6	11	奈
tsʰɔi	6	11	載
dzɔi	6	11	載
lɔi	6	11	賴
kɔt	7	5	葛
kʰɔt	7	5	渴
ʔɔt	7	5	遏
xɔt	7	5	䫘
tɔt	7	5	怛
tʰɔt	7	5	闥
tsɔt	7	5	䰖
tsʰɔt	7	5	攃
sɔt	7	5	躠
ŋɔt	8	24	嶭
ɣɔt	8	24	曷
mɔt	8	24	䔾
tʰɔt	8	24	達
dɔt	8	24	達
nɔt	8	24	捺
tsʰɔt	8	24	巀
dzɔt	8	24	巀
lɔt	8	24	剌
xiɛ	1	334	苛
tiɛ	1	334	爹
tɕiɛ	1	334	遮[實際音]
tɕʰiɛ	1	334	車[實際音]
tsiɛ	1	334	嗟
tsʰiɛ	1	334	□[石虘]𥕑[石虘]
siɛ	1	334	些
ɦiɛ	2	113	耶
miɛ	2	113	□[口芋]𭇻[口芋]
niɛ	2	113	□[月吅里]𦡃[月吅里]
tsʰiɛ	2	113	㚗
dziɛ	2	113	㚗
ziɛ	2	113	衺
tsiɛ	3	41	姐
tsʰiɛ	3	41	且
siɛ	3	41	寫
ɦiɛ	4	21	野
miɛ	4	21	乜
