#調值	[1]213 [2]42 [3]55 [5]21		
1078	kuã	陰平213	鰥, 官, 觀, 冠, 關
1079	kuã	上聲55	館, 管
1080	kuã	去聲21	罐, 慣, 冠, 觀, 灌, 貫
1081	kẽ	陰平213	跟, 根
1082	kẽ	陽平42	哏
1083	kẽ	上聲55	艮
1084	kẽ	去聲21	亙, 艮
1085	kuẽ	陰平213	閨
1086	kuẽ	上聲55	滾
1087	kuẽ	去聲21	棍
1088	kɑŋ	陰平213	岡, 肛, 剛, 鋼, 崗, 綱, 繮, 缸
1089	kɑŋ	上聲55	崗, 港, 膙
1090	kɑŋ	去聲21	鋼, 杠
1091	kuɑŋ	陰平213	胱, 光
1092	kuɑŋ	陽平42	咣
1093	kuɑŋ	上聲55	廣
1094	kuɑŋ	去聲21	逛
1095	kəŋ	陰平213	庚, 更, 耕
1096	kəŋ	上聲55	梗, 粳, 耿, 頸, 羹
1097	kəŋ	去聲21	更
1098	kuŋ	陰平213	恭, 公, 功, 工, 宫, 攻, 供, 躬, 弓
1099	kuŋ	上聲55	鞏, 汞, 拱
1100	kuŋ	去聲21	供, 共, 貢
1101	kʰə	陰平213	蝌, 頦, 渴, 瞌, 咳, 苛, 坷, 棵, 科, 克, 磕, 顆, 殼, 刻
1102	kʰə	上聲55	可, 坷
1103	kʰə	去聲21	騍, 課, 客, 刻, 錁
1104	kʰu	陰平213	酷, 枯, 窟, 哭
1105	kʰu	上聲55	苦
1106	kʰu	去聲21	褲, 庫
1107	kʰa	陰平213	磕, 咖, 揩, 喀
1108	kʰa	去聲21	咯
1109	kʰua	陰平213	刮, 誇
1110	kʰua	上聲55	侉, 跨
1111	kʰua	去聲21	挎, 胯, 跨
1112	kʰuə	陰平213	闊, 括, 擴, 廓
1113	kʰuə	去聲21	闊
1114	kʰɛ	陰平213	揩, 開
1115	kʰɛ	上聲55	鎧, 愷, 楷, 慨, 凱
1116	kʰuɛ	上聲55	擓
1117	kʰuɛ	去聲21	塊, 劊, 快, 筷, 會
1118	kʰei	陰平213	客, 克, 刻
1119	kʰei	陽平42	剋
1120	kʰuei	陰平213	窺, 虧, 盔
1121	kʰuei	陽平42	奎, 魁, 葵, 逵
1122	kʰuei	上聲55	傀
1123	kʰuei	去聲21	潰, 愧
1124	kʰɔ	上聲55	烤, 考, 拷
1125	kʰɔ	去聲21	靠, 銬, 犒
1126	kʰou	陰平213	瞘, 摳
1127	kʰou	上聲55	口
1128	kʰou	去聲21	叩, 寇, 蔻, 扣
1129	kʰã	陰平213	堪
1130	kʰã	上聲55	刊, 勘, 龕, 砍, 坎
1131	kʰã	去聲21	瞰, 看
1132	kʰuã	陰平213	寬
1133	kʰuã	上聲55	款
1134	kʰẽ	上聲55	墾, 懇, 齦, 肯
1135	kʰẽ	去聲21	裉
1136	kʰuẽ	陰平213	昆, 崑, 坤
1137	kʰuẽ	上聲55	綑
1138	kʰuẽ	去聲21	睏, 困
1139	kʰɑŋ	陰平213	慷, 糠, 康
1140	kʰɑŋ	去聲21	抗, 扛, 炕
1141	kʰuɑŋ	陰平213	框, 匡, 筐, 誆
1142	kʰuɑŋ	陽平42	狂
1143	kʰuɑŋ	去聲21	况, 眶, 框, 曠, 礦
1144	kʰəŋ	陰平213	坑, 吭
1145	kʰəŋ	上聲55	傾
1146	kʰuŋ	陰平213	空
1147	kʰuŋ	上聲55	孔, 恐
1148	kʰuŋ	去聲21	控, 空
1149	ŋə	陰平213	阿, 窩, 惡
1150	ŋə	陽平42	阿, 愕, 齶, 俄, 噩, 蛾, 訛, 鱷, 遏, 扼, 鄂, 軛, 峨, 額, 鵝
1151	ŋə	上聲55	我
1152	ŋə	去聲21	餓
1153	ŋa	陰平213	腌
1154	ŋɛ	陰平213	挨, 哀
1155	ŋɛ	陽平42	捱, 癌, 呆
1156	ŋɛ	上聲55	癌, 矮
1157	ŋɛ	去聲21	愛, 礙, 艾, 隘
1158	ŋɔ	陰平213	爊, 嗷
1159	ŋɔ	陽平42	熬
1160	ŋɔ	上聲55	襖
1161	ŋɔ	去聲21	懊, 拗, 傲, 奧, 鍪
1162	ŋou	陰平213	偶, 毆, 歐, 謳
1163	ŋou	上聲55	藕, 嘔
1164	ŋou	去聲21	摳, 慪
1165	ŋã	陰平213	庵, 鵪, 安, 鞍
1166	ŋã	上聲55	揞, 俺
1167	ŋã	去聲21	岸, 案, 暗, 按
1168	ŋẽ	陰平213	恩
1169	ŋẽ	去聲21	摁
1170	ŋɑŋ	陰平213	骯
1171	ŋɑŋ	陽平42	昂
1172	xə	陰平213	喝, 嚇, 涸, 郝, 鶴
1173	xə	陽平42	河, 盒, 禾, 核, 合, 和, 菏, 何, 荷, 頜, 蝦, 閡
1174	xə	去聲21	賀, 鶴, 貨, 喝
1175	xu	陰平213	呼, 忽, 瓠, 胡, 弧, 糊
1176	xu	陽平42	核, 忽, 鬍, 壺, 狐, 湖, 囫, 蝴, 乎, 瓠, 糊
1177	xu	上聲55	琥, 唬, 滸, 虎, 狐
1178	xu	去聲21	戶, 滬, 互, 護, 糊, 扈, 瓠
1179	xu	輕聲	蝠
1180	xa	陰平213	
1181	xa	陽平42	蝦
1182	xua	陰平213	花, 嘩
1183	xua	陽平42	猾, 樺, 划, 鏵, 華, 嘩, 滑
1184	xua	去聲21	華, 話, 畫, 化, 劃
1185	xuə	陰平213	壑, 豁, 劐, 霍, 藿, 攉
1186	xuə	陽平42	獲, 和, 活
1187	xuə	上聲55	火, 夥
1188	xuə	去聲21	禍, 貨, 和, 惑
1189	xɛ	陽平42	核, 孩
1190	xɛ	上聲55	海
1191	xɛ	去聲21	害, 亥
1192	xuɛ	陽平42	獲, 踝, 槐, 淮, 懷
1193	xuɛ	上聲55	壞
1194	xuɛ	去聲21	壞
1195	xei	陰平213	黑, 嚇
1196	xuei	陰平213	灰, 恢, 徽, 輝, 揮, 詼
1197	xuei	陽平42	或, 蛔, 茴, 回
1198	xuei	上聲55	毀, 悔
1199	xuei	去聲21	匯, 惠, 諱, 慧, 穢, 彙, 彗, 晦, 賄, 潰, 繪, 會
1200	xɔ	陰平213	薅, 蒿
1201	xɔ	陽平42	耗, 豪, 毫, 嚎
1202	xɔ	上聲55	好
1203	xɔ	去聲21	耗, 號, 好
1204	xou	陰平213	齁
1205	xou	陽平42	吼, 喉, 猴, 侯
1206	xou	去聲21	候, 厚, 后, 後
1207	xã	陰平213	鼾, 憨, 罕, 酣
1208	xã	陽平42	涵, 含, 還, 函, 韓, 寒
1209	xã	上聲55	喊
1210	xã	去聲21	漢, 旱, 汗, 翰
1211	xuã	陰平213	歡, 獾
1212	xuã	陽平42	還, 桓, 環
1213	xuã	上聲55	緩
1214	xuã	去聲21	喚, 宦, 煥, 患, 換, 幻
1215	xẽ	陽平42	含, 痕
1216	xẽ	上聲55	狠, 很
1217	xẽ	去聲21	恨
1218	xuẽ	陰平213	婚, 葷, 昏
1219	xuẽ	陽平42	渾, 餛, 茴, 劃, 魂
1220	xuẽ	去聲21	混
1221	xɑŋ	陰平213	夯
1222	xɑŋ	陽平42	航, 行, 杭, 絎
1223	xɑŋ	去聲21	巷
1224	xuɑŋ	陰平213	荒, 慌
1225	xuɑŋ	陽平42	黃, 簧, 皇, 煌, 蝗
1226	xuɑŋ	上聲55	晃, 幌, 恍, 謊
1227	xuɑŋ	去聲21	晃
1228	xuɑŋ	輕聲	蟥
1229	xəŋ	陰平213	哼, 亨
1230	xəŋ	陽平42	恆, 衡
1231	xəŋ	去聲21	橫
1232	xuŋ	陰平213	轟, 烘, 揈
1233	xuŋ	陽平42	訇, 鴻, 洪, 紅, 虹, 宏, 弘
1234	xuŋ	上聲55	哄
1235	xuŋ	去聲21	閧
