單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
己		g	ei	2		g	ei	3		k	ei	45		k	ei	45	
紀		g	ei	2		g	ei	3		k	ei	45		k	ei	45	
杞		g	ei	2		g	ei	3		k	ei	45		k	ei	45	
雞		g	ei	4		g	ei	2		k	ei	22		k	ei	22	
鷄		g	ei	5		g	ei	2		k	ei	21		k	ei	21	
妓		g	ei	6		g	ei	4		k	ei	32		k	ei	32	
忌		g	ei	6		g	ei	4		k	ei	32		k	ei	32	
技		g	ei	6		g	ei	4		k	ei	32		k	ei	32	
減		g	em	2		g	em	3		k	ɛm	45		k	ɛm	45	
鏡		g	eng	1		g	eng	1		k	ɛŋ	23		k	ɛŋ	23	
頸		g	eng	2		g	eng	3		k	ɛŋ	45		k	ɛŋ	45	
夾		g	ep	7b		g	ep	7		k	ɛp	23		k	ɛp	23	
嘅		g	iaa	1		g	ia	1		k	ia	23		k	ɪᴀ	23	
亟		g	ik	8		g	ik	8		k	ɪk	32		k	eɪk	32	亟需
極		g	ik	8		g	ik	8		k	ɪk	32		k	eɪk	32	
激		g	ik	7a		g	ik	6		k	ɪk	45		k	eɪk	45	
擊		g	ik	7a		g	ik	6		k	ɪk	45		k	eɪk	45	
棘		g	ik	7a		g	ik	6		k	ɪk	45		k	eɪk	45	
兼		g	im	1		g	im	1		k	im	23		k	im	23	
劍		g	im	1		g	im	1		k	im	23		k	im	23	
撿		g	im	2		g	im	3		k	im	45		k	im	45	
檢		g	im	2		g	im	3		k	im	45		k	im	45	
瞼		g	im	2		g	im	3		k	im	45		k	im	45	
儉		g	im	6		g	im	4		k	im	32		k	im	32	
捐		g	in	1		g	in	1		k	in	23		k	in	23	
娟		g	in	1		g	in	1		k	in	23		k	in	23	
涓		g	in	1		g	in	1		k	in	23		k	in	23	
鵑		g	in	1		g	in	1		k	in	23		k	in	23	
肩		g	in	1		g	in	1		k	in	23		k	in	23	
堅		g	in	1		g	in	1		k	in	23		k	in	23	
絹		g	in	1		g	in	1		k	in	23		k	in	23	
眷		g	in	1		g	in	1		k	in	23		k	in	23	
見		g	in	1		g	in	1		k	in	23		k	in	23	看見
券		g	in	1		g	in	1		k	in	23		k	in	23	
建		g	in	1		g	in	1		k	in	23		k	in	23	
毽		g	in	1		g	in	1		k	in	23		k	in	23	
卷		g	in	2		g	in	3		k	in	45		k	in	45	卷曲
捲		g	in	2		g	in	3		k	in	45		k	in	45	
鍵		g	in	6		g	in	4		k	in	32		k	in	32	
倦		g	in	6		g	in	4		k	in	32		k	in	32	
健		g	in	6		g	in	4		k	in	32		k	in	32	
卷		g	in	6		g	in	4		k	in	32		k	in	32	試卷
件		g	in	6		g	in	4		k	in	32		k	in	32	
圈		g	in	6		g	in	4		k	in	32		k	in	32	豬圈
京		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
荊		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
驚		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
莖		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
涇		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
經		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
兢		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
敬		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
逕		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
徑		g	ing	1		g	ing	1		k	ɪŋ	23		k	eɪŋ	23	
竟		g	ing	2		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
憬		g	ing	2		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
景		g	ing	2		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
警		g	ing	2		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
境		g	ing	2		g	ing	3		k	ɪŋ	45		k	eɪŋ	45	
競		g	ing	6		g	ing	4		k	ɪŋ	32		k	eɪŋ	32	
勁		g	ing	6		g	ing	4		k	ɪŋ	32		k	eɪŋ	32	
劫		g	ip	7b		g	ip	7		k	ip	23		k	ip	23	
杰		g	it	8		g	it	8		k	it	32		k	it	32	
傑		g	it	8		g	it	8		k	it	32		k	it	32	
橛		g	it	8		g	it	8		k	it	32		k	it	32	兩橛
潔		g	it	7a		g	it	6		k	it	45		k	it	45	
結		g	it	7b		g	it	7		k	it	23		k	it	23	
潔		g	it	7b		g	it	7		k	it	23		k	it	23	
拮		g	it	7b		g	it	7		k	it	23		k	it	23	
交		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
郊		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
蛟		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
膠		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
跤		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
教		g	iu	1		g	iu	1		k	iu	23		k	iw	23	教室
窖		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
較		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
覺		g	iu	1		g	iu	1		k	iu	23		k	iw	23	睡覺
校		g	iu	1		g	iu	1		k	iu	23		k	iw	23	校對
嬌		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
驕		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
澆		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
叫		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
皎		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
狡		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
絞		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
攪		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
搞		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
餃		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
矯		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
繳		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
轎		g	iu	6		g	iu	4		k	iu	32		k	iw	32	
哥		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
歌		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
個		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
腳		g	oek	7b		g	oek	7		k	œk	23		k	œk	23	
腳		g	oek	7b		g	oek	7		k	œk	23		k	œk	23	
姜		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
僵		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
薑		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
疆		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
韁		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
羌		g	oeng	1		g	oeng	1		k	œŋ	23		k	œŋ	23	
強		g	oeng	6		g	oeng	4		k	œŋ	32		k	œŋ	32	倔強
賅		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
該		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
蓋		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	杯蓋
改		g	oi	2		g	oi	3		k	ɔi	45		k	ɔj	45	
蓋		g	oi	5		g	oi	2		k	ɔi	21		k	ɔj	21	
角		g	ok	9		g	ok	9		k	ɔk	21		k	ɔk	21	
角		g	ok	7a		g	ok	6		k	ɔk	45		k	ɔk	45	角仔
閣		g	ok	7a		g	ok	6		k	ɔk	45		k	ɔk	45	
各		g	ok	7a		g	ok	6		k	ɔk	45		k	ɔk	45	
覺		g	ok	7a		g	ok	6		k	ɔk	45		k	ɔk	45	
角		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	直角
閤		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	閤樓
各		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	
覺		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	
擱		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	
咯		g	ok	7b		g	ok	7		k	ɔk	23		k	ɔk	23	咯咯笑
肝		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
竿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
干		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
乾		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	乾燥
杆		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
幹		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
桿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
稈		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
趕		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
岡		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
剛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
崗		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
綱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
鋼		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
肛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
江		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
扛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
缸		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
降		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	降落
槓		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
講		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
葛		g	ot	9		g	ot	9		k	ɔt	21		k	ɔt	21	
割		g	ot	7b		g	ot	7		k	ɔt	23		k	ɔt	23	
葛		g	ot	7b		g	ot	7		k	ɔt	23		k	ɔt	23	
勾		g	ou	1		g	ou	1		k	ou	23		k	ou	23	勾當
夠		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
搆		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
垢		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
枸		g	ou	2		g	ou	3		k	ou	45		k	ou	45	
苟		g	ou	2		g	ou	3		k	ou	45		k	ou	45	
狗		g	ou	2		g	ou	3		k	ou	45		k	ou	45	
沽		g	u	1		g	u	1		k	u	23		k	u	23	
孤		g	u	1		g	u	1		k	u	23		k	u	23	
姑		g	u	1		g	u	1		k	u	23		k	u	23	
辜		g	u	1		g	u	1		k	u	23		k	u	23	
固		g	u	1		g	u	1		k	u	23		k	u	23	
故		g	u	1		g	u	1		k	u	23		k	u	23	
錮		g	u	1		g	u	1		k	u	23		k	u	23	
鯝		g	u	1		g	u	1		k	u	23		k	u	23	
顧		g	u	1		g	u	1		k	u	23		k	u	23	
估		g	u	1		g	u	1		k	u	23		k	u	23	估衣
雇		g	u	1		g	u	1		k	u	23		k	u	23	
咕		g	u	1		g	u	1		k	u	23		k	u	23	
菇		g	u	1		g	u	1		k	u	23		k	u	23	
僱		g	u	1		g	u	1		k	u	23		k	u	23	
家		g	u	1		g	u	1		k	u	23		k	u	23	曹大家
估		g	u	2		g	u	3		k	u	45		k	u	45	估計
古		g	u	2		g	u	3		k	u	45		k	u	45	
股		g	u	2		g	u	3		k	u	45		k	u	45	
詁		g	u	2		g	u	3		k	u	45		k	u	45	
鼓		g	u	2		g	u	3		k	u	45		k	u	45	
賈		g	u	2		g	u	3		k	u	45		k	u	45	商賈
居		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
車		g	ui	1		g	ui	1		k	ui	23		k	uj	23	車馬炮
据		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
句		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
踞		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
據		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
鋸		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
瞿		g	ui	1		g	ui	1		k	ui	23		k	uj	23	瞿然一驚
莒		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
舉		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
櫸		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
矩		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
遽		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
具		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
懼		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
巨		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
炬		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
鉅		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
局		g	uk	8		g	uk	8		k	ʊk	32		k	oʊk	32	
掬		g	uk	7a		g	uk	6		k	ʊk	45		k	oʊk	45	
鞠		g	uk	7a		g	uk	6		k	ʊk	45		k	oʊk	45	
菊		g	uk	7a		g	uk	6		k	ʊk	45		k	oʊk	45	
谷		g	uk	7a		g	uk	6		k	ʊk	45		k	oʊk	45	山谷
穀		g	uk	7a		g	uk	6		k	ʊk	45		k	oʊk	45	
官		g	un	1		g	un	1		k	un	23		k	un	23	
冠		g	un	1		g	un	1		k	un	23		k	un	23	
倌		g	un	1		g	un	1		k	un	23		k	un	23	
棺		g	un	1		g	un	1		k	un	23		k	un	23	
觀		g	un	1		g	un	1		k	un	23		k	un	23	
貫		g	un	1		g	un	1		k	un	23		k	un	23	
灌		g	un	1		g	un	1		k	un	23		k	un	23	
罐		g	un	1		g	un	1		k	un	23		k	un	23	
鸛		g	un	1		g	un	1		k	un	23		k	un	23	
館		g	un	2		g	un	3		k	un	45		k	un	45	
管		g	un	2		g	un	3		k	un	45		k	un	45	
弓		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
躬		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
宮		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
工		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
公		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
功		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
攻		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
蚣		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
恭		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
貢		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
供		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	
紅		g	ung	1		g	ung	1		k	ʊŋ	23		k	oʊŋ	23	女紅
拱		g	ung	2		g	ung	3		k	ʊŋ	45		k	oʊŋ	45	
鞏		g	ung	2		g	ung	3		k	ʊŋ	45		k	oʊŋ	45	
共		g	ung	6		g	ung	4		k	ʊŋ	32		k	oʊŋ	32	
過		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
渦		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	渦河
戈		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
瓜		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
呱		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
卦		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
掛		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
褂		gw	aa	1		gu	a	1		kw	a	23		kw	ᴀ	23	
果		gw	aa	2		gu	a	3		kw	a	45		kw	ᴀ	45	
裹		gw	aa	2		gu	a	3		kw	a	45		kw	ᴀ	45	
粿		gw	aa	2		gu	a	3		kw	a	45		kw	ᴀ	45	
寡		gw	aa	2		gu	a	3		kw	a	45		kw	ᴀ	45	
乖		gw	aai	1		gu	ai	1		kw	ai	23		kw	ᴀj	23	
怪		gw	aai	1		gu	ai	1		kw	ai	23		kw	ᴀj	23	
枴		gw	aai	2		gu	ai	3		kw	ai	45		kw	ᴀj	45	
拐		gw	aai	2		gu	ai	3		kw	ai	45		kw	ᴀj	45	
綸		gw	aan	1		gu	an	1		kw	an	23		kw	ᴀn	23	綸巾
關		gw	aan	1		gu	an	1		kw	an	23		kw	ᴀn	23	
慣		gw	aan	1		gu	an	1		kw	an	23		kw	ᴀn	23	
國		gw	ak	7b		gu	aek	7		kw	ɐk	23		kw	ɐk	23	
郭		gw	ak	7b		g	aek	7		k	ɐk	23		k	ɐk	23	
均		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
鈞		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
君		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
軍		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
棍		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
龜		gw	an	1		gu	aen	1		kw	ɐn	23		kw	ɐn	23	
滾		gw	an	2		gu	aen	3		kw	ɐn	45		kw	ɐn	45	
郡		gw	an	6		gu	aen	4		kw	ɐn	32		kw	ɐn	32	
光		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
胱		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
轟		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
肱		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kw	ɐŋ	23	
廣		gw	ang	2		gu	aeng	3		kw	ɐŋ	45		kw	ɐŋ	45	
獷		gw	ang	2		gu	aeng	3		kw	ɐŋ	45		kw	ɐŋ	45	
逛		gw	ang	6		gu	aeng	4		kw	ɐŋ	32		kw	ɐŋ	32	
倔		gw	at	8		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
掘		gw	at	8		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
崛		gw	at	8		gu	aet	8		kw	ɐt	32		kw	ɐt	32	
骨		gw	at	7a		gu	aet	6		kw	ɐt	45		kw	ɐt	45	
滑		gw	at	7a		gu	aet	6		kw	ɐt	45		kw	ɐt	45	滑稽
傀		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	傀偉
瑰		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
圭		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
閨		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
鮭		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
龜		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
歸		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
鱖		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
桂		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
季		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
悸		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
貴		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
癸		gw	ei	1		gu	ei	1		kw	ei	23		kw	ei	23	
詭		gw	ei	2		gu	ei	3		kw	ei	45		kw	ei	45	
軌		gw	ei	2		gu	ei	3		kw	ei	45		kw	ei	45	
晷		gw	ei	2		gu	ei	3		kw	ei	45		kw	ei	45	
鬼		gw	ei	2		gu	ei	3		kw	ei	45		kw	ei	45	
櫃		gw	ei	6		gu	ei	4		kw	ei	32		kw	ei	32	
匱		gw	ei	6		gu	ei	4		kw	ei	32		kw	ei	32	
餽		gw	ei	6		gu	ei	4		kw	ei	32		kw	ei	32	
饋		gw	ei	6		gu	ei	4		kw	ei	32		kw	ei	32	
跪		gw	ei	6		gu	ei	4		kw	ei	32		kw	ei	32	
颳		gw	et	7b		gu	et	7		kw	ɛt	23		kw	ɛt	23	
刮		gw	et	7b		gu	et	7		kw	ɛt	23		kw	ɛt	23	
迥		gw	ing	2		gu	ing	3		kw	ɪŋ	45		kw	eɪŋ	45	
炯		gw	ing	2		gu	ing	3		kw	ɪŋ	45		kw	eɪŋ	45	
蝦		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蝦蟆
他		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
它		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
哈		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
她		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
牠		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
祂		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
蛤		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蛤蟆
遐		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
瑕		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
霞		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
下		h	aa	5		h	a	2		h	a	21		h	ᴀ	21	打一下
蝦		h	aa	5		h	a	2		h	a	21		h	ᴀ	21	蝦米
暇		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
下		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	下面
廈		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
夏		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
太		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
汰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
泰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
貸		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
態		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
邂		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
蟹		h	aai	2		h	ai	3		h	ai	45		h	ᴀj	45	
孩		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
鞋		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
骸		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
諧		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
蟹		h	aai	5		h	ai	2		h	ai	21		h	ᴀj	21	
懈		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	
解		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	姓解
械		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	
貪		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
探		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
淡		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	好淡
喊		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
潭		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
譚		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
函		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
涵		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
痰		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
談		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
咸		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
銜		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
罈		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
餡		h	aam	5		h	am	2		h	am	21		h	ᴀm	21	
陷		h	aam	6		h	am	4		h	am	32		h	ᴀm	32	
攤		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
灘		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
嘆		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
炭		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
歎		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
癱		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
碳		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
毯		h	aan	2		h	an	3		h	an	45		h	ᴀn	45	
袒		h	aan	2		h	an	3		h	an	45		h	ᴀn	45	
坦		h	aan	2		h	an	3		h	an	45		h	ᴀn	45	
忐		h	aan	2		h	an	3		h	an	45		h	ᴀn	45	
彈		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	彈劾
壇		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
檀		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
閒		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
嫻		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
限		h	aan	6		h	an	4		h	an	32		h	ᴀn	32	
峽		h	aap	8		h	ap	8		h	ap	32		h	ᴀp	32	
狹		h	aap	8		h	ap	8		h	ap	32		h	ᴀp	32	
匣		h	aap	8		h	ap	8		h	ap	32		h	ᴀp	32	
塔		h	aap	7b		h	ap	7		h	ap	23		h	ᴀp	23	
榻		h	aap	7b		h	ap	7		h	ap	23		h	ᴀp	23	
掐		h	aap	7b		h	ap	7		h	ap	23		h	ᴀp	23	
塌		h	aap	7b		h	ap	7		h	ap	23		h	ᴀp	23	
叨		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	叨擾
絛		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
滔		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
挑		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	挑達
蒿		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
好		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	好客
套		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
耗		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
考		h	aau	2		h	au	3		h	au	45		h	ᴀw	45	
禱		h	aau	2		h	au	3		h	au	45		h	ᴀw	45	
討		h	aau	2		h	au	3		h	au	45		h	ᴀw	45	
好		h	aau	2		h	au	3		h	au	45		h	ᴀw	45	友好
掏		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
濤		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
逃		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
桃		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
陶		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	陶瓷
萄		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
啕		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
毫		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
豪		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
號		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	哀號
嚎		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
蠔		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
淘		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
號		h	aau	6		h	au	4		h	au	32		h	ᴀw	32	號碼
浩		h	aau	6		h	au	4		h	au	32		h	ᴀw	32	
皓		h	aau	6		h	au	4		h	au	32		h	ᴀw	32	
克		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
刻		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
剋		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
黑		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
喀		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
客		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
赫		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	
嘿		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	嘿嘿
可		h	ak	7a		h	aek	6		h	ɐk	45		h	ɐk	45	可汗
嚇		h	ak	7b		h	aek	7		h	ɐk	23		h	ɐk	23	
咯		h	ak	7b		h	aek	7		h	ɐk	23		h	ɐk	23	咯血
堪		h	am	1		h	aem	1		h	ɐm	23		h	ɐm	23	
