單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
經		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
逕		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
徑		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
憬		g	ing	2		g	ing	3		k	ɪŋ	35		k	ɛeŋ	35	
京		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
荊		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
驚		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
敬		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
竟		g	ing	2		g	ing	3		k	ɪŋ	35		k	ɛeŋ	35	
景		g	ing	2		g	ing	3		k	ɪŋ	35		k	ɛeŋ	35	
警		g	ing	2		g	ing	3		k	ɪŋ	35		k	ɛeŋ	35	
境		g	ing	2		g	ing	3		k	ɪŋ	35		k	ɛeŋ	35	
競		g	ing	6		g	ing	4		k	ɪŋ	31		k	ɛeŋ	31	
勁		g	ing	6		g	ing	4		k	ɪŋ	31		k	ɛeŋ	31	
兢		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
莖		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
潔		g	it	7A		g	it	6		k	it	35		k	it	35	
結		g	it	7B		g	it	7		k	it	23		k	it	23	
潔		g	it	7B		g	it	7		k	it	23		k	it	23	
杰		g	it	8		g	it	8		k	it	31		k	it	31	
傑		g	it	8		g	it	8		k	it	31		k	it	31	
拮		g	it	7B		g	it	7		k	it	23		k	it	23	
橛		g	it	8		g	it	8		k	it	31		k	it	31	兩橛
過		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
渦		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	渦河
戈		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
果		g	o	2		g	o	3		k	ɔ	35		k	ɔ	35	
裹		g	o	2		g	o	3		k	ɔ	35		k	ɔ	35	
粿		g	o	2		g	o	3		k	ɔ	35		k	ɔ	35	
哥		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
歌		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
個		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
雞		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
計		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
髻		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
繼		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
雞		g	oi	4		g	oi	2		k	ɔi	22		k	ɔj	22	
鷄		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
鷄		g	oi	5		g	oi	2		k	ɔi	21		k	ɔj	21	
蓋		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	杯蓋
蓋		g	oi	5		g	oi	2		k	ɔi	21		k	ɔj	21	
賅		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
該		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
改		g	oi	2		g	oi	3		k	ɔi	35		k	ɔj	35	
角		g	ok	7A		g	ok	6		k	ɔk	35		k	ɔk	35	角仔
覺		g	ok	7A		g	ok	6		k	ɔk	35		k	ɔk	35	
覺		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	
國		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	
郭		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	
角		g	ok	9		g	ok	9		k	ɔk	21		k	ɔk	21	
角		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	直角
閣		g	ok	7A		g	ok	6		k	ɔk	35		k	ɔk	35	
各		g	ok	7A		g	ok	6		k	ɔk	35		k	ɔk	35	
閤		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	閤樓
各		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	
擱		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	
咯		g	ok	7B		g	ok	7		k	ɔk	23		k	ɔk	23	咯咯笑
肝		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
竿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
干		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
乾		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	乾燥
杆		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
幹		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
稈		g	on	2		g	on	3		k	ɔn	35		k	ɔn	35	
桿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
趕		g	on	2		g	on	3		k	ɔn	35		k	ɔn	35	
獷		g	ong	2		g	ong	3		k	ɔŋ	35		k	ɔŋ	35	
肛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
江		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
扛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
降		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	降落
講		g	ong	2		g	ong	3		k	ɔŋ	35		k	ɔŋ	35	
缸		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
光		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
胱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
廣		g	ong	2		g	ong	3		k	ɔŋ	35		k	ɔŋ	35	
岡		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
剛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
崗		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
綱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
鋼		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
槓		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
葛		g	ot	9		g	ot	9		k	ɔt	21		k	ɔt	21	
割		g	ot	7B		g	ot	7		k	ɔt	23		k	ɔt	23	
葛		g	ot	7B		g	ot	7		k	ɔt	23		k	ɔt	23	
搆		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
垢		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
枸		g	ou	2		g	ou	3		k	ou	35		k	ou	35	
苟		g	ou	2		g	ou	3		k	ou	35		k	ou	35	
狗		g	ou	2		g	ou	3		k	ou	35		k	ou	35	
夠		g	ou	1		g	ou	1		k	ou	23		k	ou	23	
勾		g	ou	1		g	ou	1		k	ou	23		k	ou	23	勾當
沽		g	u	1		g	u	1		k	u	23		k	u	23	
孤		g	u	1		g	u	1		k	u	23		k	u	23	
姑		g	u	1		g	u	1		k	u	23		k	u	23	
辜		g	u	1		g	u	1		k	u	23		k	u	23	
固		g	u	1		g	u	1		k	u	23		k	u	23	
故		g	u	1		g	u	1		k	u	23		k	u	23	
錮		g	u	1		g	u	1		k	u	23		k	u	23	
鯝		g	u	1		g	u	1		k	u	23		k	u	23	
顧		g	u	1		g	u	1		k	u	23		k	u	23	
估		g	u	1		g	u	1		k	u	23		k	u	23	估衣
估		g	u	2		g	u	3		k	u	35		k	u	35	估計
古		g	u	2		g	u	3		k	u	35		k	u	35	
股		g	u	2		g	u	3		k	u	35		k	u	35	
詁		g	u	2		g	u	3		k	u	35		k	u	35	
鼓		g	u	2		g	u	3		k	u	35		k	u	35	
賈		g	u	2		g	u	3		k	u	35		k	u	35	商賈
雇		g	u	1		g	u	1		k	u	23		k	u	23	
咕		g	u	1		g	u	1		k	u	23		k	u	23	
菇		g	u	1		g	u	1		k	u	23		k	u	23	
僱		g	u	1		g	u	1		k	u	23		k	u	23	
家		g	u	1		g	u	1		k	u	23		k	u	23	曹大家
官		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
冠		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
倌		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
棺		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
觀		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
貫		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
灌		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
罐		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
鸛		g	uaan	1		g	uan	1		k	uan	23		k	ʊᴀn	23	
館		g	uaan	2		g	uan	3		k	uan	35		k	ʊᴀn	35	
管		g	uaan	2		g	uan	3		k	uan	35		k	ʊᴀn	35	
居		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
車		g	ui	1		g	ui	1		k	ui	23		k	uj	23	車馬炮
据		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
踞		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
據		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
鋸		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
莒		g	ui	2		g	ui	3		k	ui	35		k	uj	35	
舉		g	ui	2		g	ui	3		k	ui	35		k	uj	35	
櫸		g	ui	2		g	ui	3		k	ui	35		k	uj	35	
遽		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
巨		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
炬		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
鉅		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
瞿		g	ui	1		g	ui	1		k	ui	23		k	uj	23	瞿然一驚
矩		g	ui	2		g	ui	3		k	ui	35		k	uj	35	
句		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
具		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
懼		g	ui	6		g	ui	4		k	ui	31		k	uj	31	
掬		g	uk	7A		g	uk	6		k	ʊk	35		k	ʊk	35	
鞠		g	uk	7A		g	uk	6		k	ʊk	35		k	ʊk	35	
菊		g	uk	7A		g	uk	6		k	ʊk	35		k	ʊk	35	
局		g	uk	8		g	uk	8		k	ʊk	31		k	ʊk	31	
谷		g	uk	7A		g	uk	6		k	ʊk	35		k	ʊk	35	山谷
穀		g	uk	7A		g	uk	6		k	ʊk	35		k	ʊk	35	
弓		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
躬		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
宮		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
恭		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
供		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
拱		g	ung	2		g	ung	3		k	ʊŋ	35		k	ɔoŋ	35	
鞏		g	ung	2		g	ung	3		k	ʊŋ	35		k	ɔoŋ	35	
共		g	ung	6		g	ung	4		k	ʊŋ	31		k	ɔoŋ	31	
工		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
公		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
功		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
攻		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
蚣		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
貢		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
紅		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	女紅
瓜		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
寡		gw	aa	2		gu	a	3		kw	a	35		kʊ	ᴀ	35	
卦		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
掛		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
呱		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
褂		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
枴		gw	aai	2		gu	ai	3		kw	ai	35		kʊ	ᴀj	35	
拐		gw	aai	2		gu	ai	3		kw	ai	35		kʊ	ᴀj	35	
乖		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
怪		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
綸		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	綸巾
關		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
慣		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
均		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
鈞		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
君		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
軍		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
郡		gw	an	6		gu	aen	4		kw	ɐn	31		kʊ	ɐn	31	
棍		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
滾		gw	an	2		gu	aen	3		kw	ɐn	35		kʊ	ɐn	35	
龜		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
逛		gw	ang	6		gu	aeng	4		kw	ɐŋ	31		kʊ	ɐŋ	31	
轟		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kʊ	ɐŋ	23	
肱		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kʊ	ɐŋ	23	
倔		gw	at	8		gu	aet	8		kw	ɐt	31		kʊ	ɐt	31	
掘		gw	at	8		gu	aet	8		kw	ɐt	31		kʊ	ɐt	31	
崛		gw	at	8		gu	aet	8		kw	ɐt	31		kʊ	ɐt	31	
骨		gw	at	7A		gu	aet	6		kw	ɐt	35		kʊ	ɐt	35	
滑		gw	at	7A		gu	aet	6		kw	ɐt	35		kʊ	ɐt	35	滑稽
刮		gw	et	7B		gu	et	7		kw	ɛt	23		kʊ	ɛt	23	
颳		gw	et	7B		gu	et	7		kw	ɛt	23		kʊ	ɛt	23	
圭		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
閨		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
鮭		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
桂		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
鱖		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
詭		gw	i	2		gu	i	3		kw	i	35		kʊ	i	35	
跪		gw	i	6		gu	i	4		kw	i	31		kʊ	i	31	
季		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
癸		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
悸		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
龜		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
軌		gw	i	2		gu	i	3		kw	i	35		kʊ	i	35	
晷		gw	i	2		gu	i	3		kw	i	35		kʊ	i	35	
櫃		gw	i	6		gu	i	4		kw	i	31		kʊ	i	31	
匱		gw	i	6		gu	i	4		kw	i	31		kʊ	i	31	
餽		gw	i	6		gu	i	4		kw	i	31		kʊ	i	31	
饋		gw	i	6		gu	i	4		kw	i	31		kʊ	i	31	
歸		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
貴		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
鬼		gw	i	2		gu	i	3		kw	i	35		kʊ	i	35	
傀		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	傀偉
瑰		gw	i	1		gu	i	1		kw	i	23		kʊ	i	23	
蝦		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蝦蟆
遐		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
瑕		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
霞		h	aa	4		h	a	2		h	a	22		h	ᴀ	22	
下		h	aa	5		h	a	2		h	a	21		h	ᴀ	21	打一下
暇		h	aa	6		h	a	4		h	a	31		h	ᴀ	31	
下		h	aa	6		h	a	4		h	a	31		h	ᴀ	31	下面
廈		h	aa	6		h	a	4		h	a	31		h	ᴀ	31	
夏		h	aa	6		h	a	4		h	a	31		h	ᴀ	31	
哈		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
他		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
它		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
她		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
牠		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
祂		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
蛤		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蛤蟆
蝦		h	aa	5		h	a	2		h	a	21		h	ᴀ	21	蝦米
懈		h	aai	6		h	ai	4		h	ai	31		h	ᴀj	31	
邂		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
蟹		h	aai	2		h	ai	3		h	ai	35		h	ᴀj	35	
鞋		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
蟹		h	aai	5		h	ai	2		h	ai	21		h	ᴀj	21	
解		h	aai	6		h	ai	4		h	ai	31		h	ᴀj	31	姓解
骸		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
諧		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
械		h	aai	6		h	ai	4		h	ai	31		h	ᴀj	31	
太		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
汰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
泰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
貸		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
態		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
孩		h	aai	4		h	ai	2		h	ai	22		h	ᴀj	22	
咸		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
陷		h	aam	6		h	am	4		h	am	31		h	ᴀm	31	
銜		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
鹹		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
潭		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
譚		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
貪		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
探		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
函		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
涵		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
淡		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	好淡
痰		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
談		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
喊		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
罈		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
餡		h	aam	5		h	am	2		h	am	21		h	ᴀm	21	
堪		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
龕		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
坎		h	aam	2		h	am	3		h	am	35		h	ᴀm	35	
含		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
憾		h	aam	6		h	am	4		h	am	31		h	ᴀm	31	
撼		h	aam	6		h	am	4		h	am	31		h	ᴀm	31	
瞰		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
酣		h	aam	4		h	am	2		h	am	22		h	ᴀm	22	
憨		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
崁		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
砍		h	aam	2		h	am	3		h	am	35		h	ᴀm	35	
閒		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
限		h	aan	6		h	an	4		h	an	31		h	ᴀn	31	
毯		h	aan	2		h	an	3		h	an	35		h	ᴀn	35	
袒		h	aan	2		h	an	3		h	an	35		h	ᴀn	35	
彈		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	彈劾
壇		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
檀		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
攤		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
灘		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
嘆		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
炭		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
歎		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
坦		h	aan	2		h	an	3		h	an	35		h	ᴀn	35	
癱		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
碳		h	aan	1		h	an	1		h	an	23		h	ᴀn	23	
忐		h	aan	2		h	an	3		h	an	35		h	ᴀn	35	
嫻		h	aan	4		h	an	2		h	an	22		h	ᴀn	22	
掐		h	aap	7B		h	ap	7		h	ap	23		h	ᴀp	23	
峽		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
狹		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
匣		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
塔		h	aap	7B		h	ap	7		h	ap	23		h	ᴀp	23	
榻		h	aap	7B		h	ap	7		h	ap	23		h	ᴀp	23	
塌		h	aap	7B		h	ap	7		h	ap	23		h	ᴀp	23	
磕		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
合		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	合格
盒		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
闔		h	aap	8		h	ap	8		h	ap	31		h	ᴀp	31	
嗑		h	aap	7A		h	ap	6		h	ap	35		h	ᴀp	35	
考		h	aau	2		h	au	3		h	au	35		h	ᴀw	35	
掏		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
濤		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
逃		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
桃		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
陶		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	陶瓷
萄		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
啕		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
禱		h	aau	2		h	au	3		h	au	35		h	ᴀw	35	
叨		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	叨擾
絛		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
滔		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
挑		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	挑達
套		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
討		h	aau	2		h	au	3		h	au	35		h	ᴀw	35	
毫		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
豪		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
號		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	哀號
號		h	aau	6		h	au	4		h	au	31		h	ᴀw	31	號碼
浩		h	aau	6		h	au	4		h	au	31		h	ᴀw	31	
蒿		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
好		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	好客
好		h	aau	2		h	au	3		h	au	35		h	ᴀw	35	友好
耗		h	aau	1		h	au	1		h	au	23		h	ᴀw	23	
嚎		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
蠔		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
淘		h	aau	4		h	au	2		h	au	22		h	ᴀw	22	
皓		h	aau	6		h	au	4		h	au	31		h	ᴀw	31	
嚇		h	ak	7B		h	aek	7		h	ɐk	23		h	ɐk	23	
喀		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
客		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
赫		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
克		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
刻		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
剋		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
黑		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	
嘿		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	嘿嘿
咯		h	ak	7B		h	aek	7		h	ɐk	23		h	ɐk	23	咯血
可		h	ak	7A		h	aek	6		h	ɐk	35		h	ɐk	35	可汗
嵌		h	am	6		h	aem	4		h	ɐm	31		h	ɐm	31	
勘		h	am	1		h	aem	1		h	ɐm	23		h	ɐm	23	
盾		h	an	5		h	aen	2		h	ɐn	21		h	ɐn	21	
墾		h	an	2		h	aen	3		h	ɐn	35		h	ɐn	35	
懇		h	an	2		h	aen	3		h	ɐn	35		h	ɐn	35	
很		h	an	2		h	aen	3		h	ɐn	35		h	ɐn	35	
痕		h	an	4		h	aen	2		h	ɐn	22		h	ɐn	22	
恨		h	an	6		h	aen	4		h	ɐn	31		h	ɐn	31	
吞		h	an	1		h	aen	1		h	ɐn	23		h	ɐn	23	
狠		h	an	2		h	aen	3		h	ɐn	35		h	ɐn	35	
褪		h	an	1		h	aen	1		h	ɐn	23		h	ɐn	23	褪落來
屯		h	an	4		h	aen	2		h	ɐn	22		h	ɐn	22	
豚		h	an	4		h	aen	2		h	ɐn	22		h	ɐn	22	
臀		h	an	4		h	aen	2		h	ɐn	22		h	ɐn	22	
坑		h	ang	1		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
衡		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
行		h	ang	6		h	aeng	4		h	ɐŋ	31		h	ɐŋ	31	品行
杏		h	ang	6		h	aeng	4		h	ɐŋ	31		h	ɐŋ	31	
亨		h	ang	1		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
行		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	步行
鏗		h	ang	1		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	
幸		h	ang	6		h	aeng	4		h	ɐŋ	31		h	ɐŋ	31	
倖		h	ang	6		h	aeng	4		h	ɐŋ	31		h	ɐŋ	31	
藤		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
騰		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
肯		h	ang	2		h	aeng	3		h	ɐŋ	35		h	ɐŋ	35	
恆		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
疼		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	疼痛
哼		h	ang	1		h	aeng	1		h	ɐŋ	23		h	ɐŋ	23	哼歌
啃		h	ang	2		h	aeng	3		h	ɐŋ	35		h	ɐŋ	35	
籐		h	ang	4		h	aeng	2		h	ɐŋ	22		h	ɐŋ	22	
俠		h	ap	8		h	aep	8		h	ɐp	31		h	ɐp	31	
恰		h	ap	7A		h	aep	6		h	ɐp	35		h	ɐp	35	
洽		h	ap	7A		h	aep	6		h	ɐp	35		h	ɐp	35	
瞌		h	ap	7A		h	aep	6		h	ɐp	35		h	ɐp	35	
閤		h	ap	8		h	aep	8		h	ɐp	31		h	ɐp	31	閤眼
乞		h	at	7A		h	aet	6		h	ɐt	35		h	ɐt	35	
核		h	at	8		h	aet	8		h	ɐt	31		h	ɐt	31	
劾		h	at	8		h	aet	8		h	ɐt	31		h	ɐt	31	
瞎		h	at	8		h	aet	8		h	ɐt	31		h	ɐt	31	
轄		h	at	8		h	aet	8		h	ɐt	31		h	ɐt	31	
覈		h	at	8		h	aet	8		h	ɐt	31		h	ɐt	31	
梯		h	e	1		h	e	1		h	ɛ	23		h	ɛ	23	
睇		h	e	2		h	e	3		h	ɛ	35		h	ɛ	35	
