單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
界		g	aai	1		g	ai	1		k	ai	23		k	ᴀj	23	
誡		g	aai	1		g	ai	1		k	ai	23		k	ᴀj	23	
橄		g	aam	1		g	am	1		k	am	23		k	ᴀm	23	
緘		g	aam	1		g	am	1		k	am	23		k	ᴀm	23	
減		g	aam	2		g	am	3		k	am	45		k	ᴀm	45	
監		g	aam	1		g	am	1		k	am	23		k	ᴀm	23	
鑑		g	aam	1		g	am	1		k	am	23		k	ᴀm	23	
尷		g	aam	1		g	am	1		k	am	23		k	ᴀm	23	
奸		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	
繭		g	aan	2		g	an	3		k	an	45		k	ᴀn	45	
艱		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	
揀		g	aan	2		g	an	3		k	an	45		k	ᴀn	45	
簡		g	aan	2		g	an	3		k	an	45		k	ᴀn	45	
姦		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	
澗		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	
諫		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	
澗		g	aan	2		g	an	3		k	an	45		k	ᴀn	45	地名，石澗
鹼		g	aan	2		g	an	3		k	an	45		k	ᴀn	45	
間		g	aan	1		g	an	1		k	an	23		k	ᴀn	23	空間
鴿		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
蛤		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	蛤拐
莢		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
頰		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
夾		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
甲		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
甲		g	aap	4		g	ap	2		k	ap	21		k	ᴀp	21	
舺		g	aap	7b		g	ap	6		k	ap	23		k	ᴀp	23	
嘎		g	aat	7b		g	at	6		k	at	23		k	ᴀt	23	
皎		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
交		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
郊		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
蛟		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
膠		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
跤		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
教		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	教室
窖		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
較		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	
覺		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	睡覺
校		g	aau	1		g	au	1		k	au	23		k	ᴀw	23	校對
狡		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
絞		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
攪		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
搞		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
餃		g	aau	2		g	au	3		k	au	45		k	ᴀw	45	
雞		g	ai	1		g	aei	1		k	ɐi	23		k	ɐi	23	
雞		g	ai	4		g	aei	2		k	ɐi	21		k	ɐi	21	
計		g	ai	1		g	aei	1		k	ɐi	23		k	ɐi	23	
髻		g	ai	1		g	aei	1		k	ɐi	23		k	ɐi	23	
繼		g	ai	1		g	aei	1		k	ɐi	23		k	ɐi	23	
鷄		g	ai	1		g	aei	1		k	ɐi	23		k	ɐi	23	
鷄		g	ai	4		g	aei	2		k	ɐi	21		k	ɐi	21	
胳		g	ak	7b		g	aek	6		k	ɐk	23		k	ɐk	23	
格		g	ak	7b		g	aek	6		k	ɐk	23		k	ɐk	23	
格		g	ak	4		g	aek	2		k	ɐk	21		k	ɐk	21	
骼		g	ak	7b		g	aek	6		k	ɐk	23		k	ɐk	23	
革		g	ak	7b		g	aek	6		k	ɐk	23		k	ɐk	23	
隔		g	ak	7b		g	aek	6		k	ɐk	23		k	ɐk	23	
感		g	am	2		g	aem	3		k	ɐm	45		k	ɐm	45	
甘		g	am	1		g	aem	1		k	ɐm	23		k	ɐm	23	
柑		g	am	1		g	aem	1		k	ɐm	23		k	ɐm	23	
敢		g	am	2		g	aem	3		k	ɐm	45		k	ɐm	45	
今		g	am	1		g	aem	1		k	ɐm	23		k	ɐm	23	
金		g	am	1		g	aem	1		k	ɐm	23		k	ɐm	23	
今		g	am	4		g	aem	2		k	ɐm	21		k	ɐm	21	今日
禁		g	am	1		g	aem	1		k	ɐm	23		k	ɐm	23	禁止
錦		g	am	2		g	aem	3		k	ɐm	45		k	ɐm	45	
根		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
跟		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
斤		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
筋		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
近		g	an	6		g	aen	4		k	ɐn	32		k	ɐn	32	靠近
槿		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
謹		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
緊		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
巾		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
僅		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
瑾		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
觔		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
菫		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
亙		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
庚		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
羹		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
更		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
埂		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
哽		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
梗		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
耕		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
耿		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
蛤		g	ap	7a		g	aep	5		k	ɐp	45		k	ɐp	45	
合		g	ap	8		g	aep	7		k	ɐp	32		k	ɐp	32	一合
急		g	ap	7a		g	aep	5		k	ɐp	45		k	ɐp	45	
桔		g	at	7a		g	aet	5		k	ɐt	45		k	ɐt	45	桔梗
吃		g	at	8		g	aet	7		k	ɐt	32		k	ɐt	32	口吃
橘		g	at	7a		g	aet	5		k	ɐt	45		k	ɐt	45	
吉		g	at	7a		g	aet	5		k	ɐt	45		k	ɐt	45	
咎		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
夠		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
枸		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
搆		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
垢		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
苟		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
狗		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
糾		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	糾正
赳		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
鳩		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
究		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
疚		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
救		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
舊		g	au	6		g	aeu	4		k	ɐu	32		k	ɐu	32	
灸		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
九		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
久		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
玖		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
韭		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
勾		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	勾當
嘅		g	e	1		g	e	1		k	ɛ	23		k	ɛ	23	
個		g	ea	1		g	ee	1		k	ə	23		k	ə	23	語流變讀
基		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
箕		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
期		g	ei	1		g	ei	1		k	ei	23		k	ej	23	期年
姬		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
記		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
忌		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
己		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
紀		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
杞		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
奇		g	ei	1		g	ei	1		k	ei	23		k	ej	23	奇數
犄		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
妓		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
寄		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
騎		g	ei	1		g	ei	1		k	ei	23		k	ej	23	鐵騎
技		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
肌		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
飢		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
几		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
嘰		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
機		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
磯		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
譏		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
饑		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
幾		g	ei	1		g	ei	1		k	ei	23		k	ej	23	幾乎
幾		g	ei	2		g	ei	3		k	ei	45		k	ej	45	幾個
既		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
鏡		g	iang	1		g	iang	1		k	iɐŋ	23		k	ɪɐŋ	23	
頸		g	iang	2		g	iang	3		k	iɐŋ	45		k	ɪɐŋ	45	
擊		g	ik	7a		g	ik	5		k	ɪk	45		k	ɛek	45	
激		g	ik	7a		g	ik	5		k	ɪk	45		k	ɛek	45	
棘		g	ik	7a		g	ik	5		k	ɪk	45		k	ɛek	45	
亟		g	ik	8		g	ik	7		k	ɪk	32		k	ɛek	32	亟需
極		g	ik	8		g	ik	7		k	ɪk	32		k	ɛek	32	
兼		g	im	1		g	im	1		k	im	23		k	im	23	
撿		g	im	2		g	im	3		k	im	45		k	im	45	
檢		g	im	2		g	im	3		k	im	45		k	im	45	
瞼		g	im	2		g	im	3		k	im	45		k	im	45	
儉		g	im	6		g	im	4		k	im	32		k	im	32	
劍		g	im	1		g	im	1		k	im	23		k	im	23	
捐		g	in	1		g	in	1		k	in	23		k	in	23	
娟		g	in	1		g	in	1		k	in	23		k	in	23	
絹		g	in	1		g	in	1		k	in	23		k	in	23	
卷		g	in	2		g	in	3		k	in	45		k	in	45	卷曲
捲		g	in	2		g	in	3		k	in	45		k	in	45	
鍵		g	in	6		g	in	4		k	in	32		k	in	32	
眷		g	in	1		g	in	1		k	in	23		k	in	23	
倦		g	in	6		g	in	4		k	in	32		k	in	32	
卷		g	in	6		g	in	4		k	in	32		k	in	32	試卷
件		g	in	6		g	in	4		k	in	32		k	in	32	
涓		g	in	1		g	in	1		k	in	23		k	in	23	
鵑		g	in	1		g	in	1		k	in	23		k	in	23	
肩		g	in	1		g	in	1		k	in	23		k	in	23	
堅		g	in	1		g	in	1		k	in	23		k	in	23	
見		g	in	1		g	in	1		k	in	23		k	in	23	看見
券		g	in	1		g	in	1		k	in	23		k	in	23	
建		g	in	1		g	in	1		k	in	23		k	in	23	
健		g	in	6		g	in	4		k	in	32		k	in	32	
圈		g	in	6		g	in	4		k	in	32		k	in	32	豬圈
毽		g	in	1		g	in	1		k	in	23		k	in	23	
京		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
荊		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
驚		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
敬		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
竟		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
競		g	ing	6		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32	
憬		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
景		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
警		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
境		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
莖		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
涇		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
經		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
逕		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
徑		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
迥		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
炯		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
勁		g	ing	6		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32	
兢		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
腳		g	iok	7b		g	iok	6		k	iɔk	23		k	ɪɔk	23	
腳		g	iok	7b		g	iok	6		k	iɔk	23		k	ɪɔk	23	
姜		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
僵		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
薑		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
疆		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
韁		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
羌		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
強		g	iong	6		g	iong	4		k	iɔŋ	32		k	ɪɔŋ	32	倔強
劫		g	ip	7b		g	ip	6		k	ip	23		k	ip	23	
杰		g	it	8		g	it	7		k	it	32		k	it	32	
傑		g	it	8		g	it	7		k	it	32		k	it	32	
結		g	it	7b		g	it	6		k	it	23		k	it	23	
潔		g	it	7b		g	it	6		k	it	23		k	it	23	
潔		g	it	7a		g	it	5		k	it	45		k	it	45	
拮		g	it	7b		g	it	6		k	it	23		k	it	23	
橛		g	it	8		g	it	7		k	it	32		k	it	32	兩橛
嬌		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
驕		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
轎		g	iu	6		g	iu	4		k	iu	32		k	iw	32	
矯		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
澆		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
叫		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
繳		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
過		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
渦		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	渦河
戈		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
哥		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
歌		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
個		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
果		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
裹		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
粿		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
蓋		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	杯蓋
蓋		g	oi	4		g	oi	2		k	ɔi	21		k	ɔj	21	
賅		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
該		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
改		g	oi	2		g	oi	3		k	ɔi	45		k	ɔj	45	
國		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	
角		g	ok	7a		g	ok	5		k	ɔk	45		k	ɔk	45	角仔
角		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	直角
角		g	ok	4		g	ok	2		k	ɔk	21		k	ɔk	21	
郭		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	
閤		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	閤樓
各		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	
閣		g	ok	7a		g	ok	5		k	ɔk	45		k	ɔk	45	
各		g	ok	7a		g	ok	5		k	ɔk	45		k	ɔk	45	
覺		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	
覺		g	ok	7a		g	ok	5		k	ɔk	45		k	ɔk	45	
擱		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	
咯		g	ok	7b		g	ok	6		k	ɔk	23		k	ɔk	23	咯咯笑
肝		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
竿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
干		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
乾		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	乾燥
杆		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
幹		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
稈		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
桿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
趕		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
光		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
胱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
岡		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
剛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
崗		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
綱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
鋼		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
廣		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
肛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
江		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
扛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
缸		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
降		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	降落
講		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
獷		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
槓		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
割		g	ot	7b		g	ot	6		k	ɔt	23		k	ɔt	23	
葛		g	ot	7b		g	ot	6		k	ɔt	23		k	ɔt	23	
葛		g	ot	4		g	ot	2		k	ɔt	21		k	ɔt	21	
高		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
羔		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
膏		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
篙		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
告		g	ou	1		g	ou	1		k	ou	23		k	ow	23	報告
糕		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
稿		g	ou	2		g	ou	3		k	ou	45		k	ow	45	
睪		g	ou	1		g	ou	1		k	ou	23		k	ow	23	睪丸
睾		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
沽		g	u	1		g	u	1		k	u	23		k	u	23	
孤		g	u	1		g	u	1		k	u	23		k	u	23	
姑		g	u	1		g	u	1		k	u	23		k	u	23	
辜		g	u	1		g	u	1		k	u	23		k	u	23	
固		g	u	1		g	u	1		k	u	23		k	u	23	
故		g	u	1		g	u	1		k	u	23		k	u	23	
錮		g	u	1		g	u	1		k	u	23		k	u	23	
鯝		g	u	1		g	u	1		k	u	23		k	u	23	
顧		g	u	1		g	u	1		k	u	23		k	u	23	
估		g	u	1		g	u	1		k	u	23		k	u	23	估衣
雇		g	u	1		g	u	1		k	u	23		k	u	23	
估		g	u	2		g	u	3		k	u	45		k	u	45	估計
古		g	u	2		g	u	3		k	u	45		k	u	45	
股		g	u	2		g	u	3		k	u	45		k	u	45	
詁		g	u	2		g	u	3		k	u	45		k	u	45	
鼓		g	u	2		g	u	3		k	u	45		k	u	45	
賈		g	u	2		g	u	3		k	u	45		k	u	45	商賈
咕		g	u	1		g	u	1		k	u	23		k	u	23	
菇		g	u	1		g	u	1		k	u	23		k	u	23	
僱		g	u	1		g	u	1		k	u	23		k	u	23	
家		g	u	1		g	u	1		k	u	23		k	u	23	曹大家
居		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
車		g	ui	1		g	ui	1		k	ui	23		k	uj	23	車馬炮
据		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
踞		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
據		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
鋸		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
遽		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
莒		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
舉		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
櫸		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
巨		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
炬		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
鉅		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
句		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
瞿		g	ui	1		g	ui	1		k	ui	23		k	uj	23	瞿然一驚
具		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
懼		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
矩		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
掬		g	uk	7a		g	uk	5		k	ʊk	45		k	ɔok	45	
鞠		g	uk	7a		g	uk	5		k	ʊk	45		k	ɔok	45	
菊		g	uk	7a		g	uk	5		k	ʊk	45		k	ɔok	45	
谷		g	uk	7a		g	uk	5		k	ʊk	45		k	ɔok	45	山谷
穀		g	uk	7a		g	uk	5		k	ʊk	45		k	ɔok	45	
局		g	uk	8		g	uk	7		k	ʊk	32		k	ɔok	32	
官		g	un	1		g	un	1		k	un	23		k	un	23	
冠		g	un	1		g	un	1		k	un	23		k	un	23	
倌		g	un	1		g	un	1		k	un	23		k	un	23	
棺		g	un	1		g	un	1		k	un	23		k	un	23	
觀		g	un	1		g	un	1		k	un	23		k	un	23	
貫		g	un	1		g	un	1		k	un	23		k	un	23	
灌		g	un	1		g	un	1		k	un	23		k	un	23	
罐		g	un	1		g	un	1		k	un	23		k	un	23	
鸛		g	un	1		g	un	1		k	un	23		k	un	23	
館		g	un	2		g	un	3		k	un	45		k	un	45	
管		g	un	2		g	un	3		k	un	45		k	un	45	
弓		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
躬		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
宮		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
工		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
公		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
功		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
攻		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
蚣		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
貢		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
恭		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
共		g	ung	6		g	ung	4		k	ʊŋ	32		k	ɔoŋ	32	
供		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
拱		g	ung	2		g	ung	3		k	ʊŋ	45		k	ɔoŋ	45	
鞏		g	ung	2		g	ung	3		k	ʊŋ	45		k	ɔoŋ	45	
紅		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	女紅
瓜		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
寡		gw	aa	2		gu	a	3		kw	a	45		kʊ	ᴀ	45	
呱		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
卦		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
掛		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
褂		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
枴		gw	aai	2		gu	ai	3		kw	ai	45		kʊ	ᴀj	45	
拐		gw	aai	2		gu	ai	3		kw	ai	45		kʊ	ᴀj	45	
乖		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
怪		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
綸		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	綸巾
關		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
慣		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
刮		gw	aat	7b		gu	at	6		kw	at	23		kʊ	ᴀt	23	
颳		gw	aat	7b		gu	at	6		kw	at	23		kʊ	ᴀt	23	
傀		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	傀偉
瑰		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鱖		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
圭		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
閨		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鮭		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
桂		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
詭		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
跪		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
季		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
悸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
癸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
龜		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
櫃		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
匱		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
餽		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
饋		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
軌		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
晷		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
歸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
貴		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鬼		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
棍		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
均		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
