單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
斤		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
筋		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
槿		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
謹		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
近		g	an	6		g	aen	4		k	ɐn	32		k	ɐn	32	靠近
緊		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
巾		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
僅		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
瑾		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
根		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
跟		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
觔		g	an	1		g	aen	1		k	ɐn	23		k	ɐn	23	
菫		g	an	2		g	aen	3		k	ɐn	45		k	ɐn	45	
庚		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
羹		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
埂		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
哽		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
梗		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
更		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
耕		g	ang	1		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23	
耿		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
亙		g	ang	2		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45	
急		g	ap	7A		g	aep	5		k	ɐp	45		k	ɐp	45	
合		g	ap	8		g	aep	7		k	ɐp	32		k	ɐp	32	一合
蛤		g	ap	7A		g	aep	5		k	ɐp	45		k	ɐp	45	
桔		g	at	7A		g	aet	5		k	ɐt	45		k	ɐt	45	桔梗
吃		g	at	8		g	aet	7		k	ɐt	32		k	ɐt	32	口吃
橘		g	at	7A		g	aet	5		k	ɐt	45		k	ɐt	45	
吉		g	at	7A		g	aet	5		k	ɐt	45		k	ɐt	45	
糾		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	糾正
赳		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
鳩		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
究		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
疚		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
救		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
灸		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
九		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
久		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
玖		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
韭		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
舊		g	au	6		g	aeu	4		k	ɐu	32		k	ɐu	32	
咎		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
搆		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
垢		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
枸		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
苟		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
狗		g	au	2		g	aeu	3		k	ɐu	45		k	ɐu	45	
夠		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	
勾		g	au	1		g	aeu	1		k	ɐu	23		k	ɐu	23	勾當
嘅		g	e	1		g	e	1		k	ɛ	23		k	ɛ	23	
個		g	ea	1		g	ee	1		k	ə	23		k	ə	23	語流變讀
基		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
箕		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
記		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
己		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
紀		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
杞		g	ei	2		g	ei	3		k	ei	45		k	ej	45	
期		g	ei	1		g	ei	1		k	ei	23		k	ej	23	期年
忌		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
姬		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
奇		g	ei	1		g	ei	1		k	ei	23		k	ej	23	奇數
寄		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
妓		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
騎		g	ei	1		g	ei	1		k	ei	23		k	ej	23	鐵騎
技		g	ei	6		g	ei	4		k	ei	32		k	ej	32	
犄		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
肌		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
飢		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
几		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
嘰		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
機		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
磯		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
譏		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
饑		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
幾		g	ei	1		g	ei	1		k	ei	23		k	ej	23	幾乎
既		g	ei	1		g	ei	1		k	ei	23		k	ej	23	
幾		g	ei	2		g	ei	3		k	ei	45		k	ej	45	幾個
鏡		g	iang	1		g	iang	1		k	iɐŋ	23		k	ɪɐŋ	23	
頸		g	iang	2		g	iang	3		k	iɐŋ	45		k	ɪɐŋ	45	
擊		g	ik	7A		g	ik	5		k	ɪk	45		k	ɛek	45	
激		g	ik	7A		g	ik	5		k	ɪk	45		k	ɛek	45	
亟		g	ik	8		g	ik	7		k	ɪk	32		k	ɛek	32	亟需
棘		g	ik	7A		g	ik	5		k	ɪk	45		k	ɛek	45	
極		g	ik	8		g	ik	7		k	ɪk	32		k	ɛek	32	
兼		g	im	1		g	im	1		k	im	23		k	im	23	
撿		g	im	2		g	im	3		k	im	45		k	im	45	
檢		g	im	2		g	im	3		k	im	45		k	im	45	
瞼		g	im	2		g	im	3		k	im	45		k	im	45	
儉		g	im	6		g	im	4		k	im	32		k	im	32	
劍		g	im	1		g	im	1		k	im	23		k	im	23	
涓		g	in	1		g	in	1		k	in	23		k	in	23	
鵑		g	in	1		g	in	1		k	in	23		k	in	23	
肩		g	in	1		g	in	1		k	in	23		k	in	23	
堅		g	in	1		g	in	1		k	in	23		k	in	23	
見		g	in	1		g	in	1		k	in	23		k	in	23	看見
絹		g	in	1		g	in	1		k	in	23		k	in	23	
捐		g	in	1		g	in	1		k	in	23		k	in	23	
娟		g	in	1		g	in	1		k	in	23		k	in	23	
眷		g	in	1		g	in	1		k	in	23		k	in	23	
卷		g	in	6		g	in	4		k	in	32		k	in	32	試卷
卷		g	in	2		g	in	3		k	in	45		k	in	45	卷曲
捲		g	in	2		g	in	3		k	in	45		k	in	45	
倦		g	in	6		g	in	4		k	in	32		k	in	32	
鍵		g	in	6		g	in	4		k	in	32		k	in	32	
件		g	in	6		g	in	4		k	in	32		k	in	32	
券		g	in	1		g	in	1		k	in	23		k	in	23	
圈		g	in	6		g	in	4		k	in	32		k	in	32	豬圈
建		g	in	1		g	in	1		k	in	23		k	in	23	
健		g	in	6		g	in	4		k	in	32		k	in	32	
毽		g	in	1		g	in	1		k	in	23		k	in	23	
迥		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
炯		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
涇		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
經		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
逕		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
徑		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
憬		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
京		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
荊		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
驚		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
敬		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
竟		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
景		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
警		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
境		g	ing	2		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45	
競		g	ing	6		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32	
勁		g	ing	6		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32	
兢		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
莖		g	ing	1		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23	
腳		g	iok	7B		g	iok	6		k	iɔk	23		k	ɪɔk	23	
腳		g	iok	7B		g	iok	6		k	iɔk	23		k	ɪɔk	23	
姜		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
僵		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
薑		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
疆		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
韁		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
羌		g	iong	1		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23	
強		g	iong	6		g	iong	4		k	iɔŋ	32		k	ɪɔŋ	32	倔強
劫		g	ip	7B		g	ip	6		k	ip	23		k	ip	23	
潔		g	it	7A		g	it	5		k	it	45		k	it	45	
結		g	it	7B		g	it	6		k	it	23		k	it	23	
潔		g	it	7B		g	it	6		k	it	23		k	it	23	
杰		g	it	8		g	it	7		k	it	32		k	it	32	
傑		g	it	8		g	it	7		k	it	32		k	it	32	
拮		g	it	7B		g	it	6		k	it	23		k	it	23	
橛		g	it	8		g	it	7		k	it	32		k	it	32	兩橛
澆		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
叫		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
繳		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
嬌		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
驕		g	iu	1		g	iu	1		k	iu	23		k	iw	23	
矯		g	iu	2		g	iu	3		k	iu	45		k	iw	45	
轎		g	iu	6		g	iu	4		k	iu	32		k	iw	32	
過		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
渦		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	渦河
戈		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
果		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
裹		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
粿		g	o	2		g	o	3		k	ɔ	45		k	ɔ	45	
哥		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
歌		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
個		g	o	1		g	o	1		k	ɔ	23		k	ɔ	23	
蓋		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	杯蓋
蓋		g	oi	4		g	oi	2		k	ɔi	21		k	ɔj	21	
賅		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
該		g	oi	1		g	oi	1		k	ɔi	23		k	ɔj	23	
改		g	oi	2		g	oi	3		k	ɔi	45		k	ɔj	45	
角		g	ok	7A		g	ok	5		k	ɔk	45		k	ɔk	45	角仔
覺		g	ok	7A		g	ok	5		k	ɔk	45		k	ɔk	45	
覺		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	
國		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	
郭		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	
角		g	ok	9		g	ok	8		k	ɔk	21		k	ɔk	21	
角		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	直角
閣		g	ok	7A		g	ok	5		k	ɔk	45		k	ɔk	45	
各		g	ok	7A		g	ok	5		k	ɔk	45		k	ɔk	45	
閤		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	閤樓
各		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	
擱		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	
咯		g	ok	7B		g	ok	6		k	ɔk	23		k	ɔk	23	咯咯笑
肝		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
竿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
干		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
乾		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	乾燥
杆		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
幹		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
稈		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
桿		g	on	1		g	on	1		k	ɔn	23		k	ɔn	23	
趕		g	on	2		g	on	3		k	ɔn	45		k	ɔn	45	
獷		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
肛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
江		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
扛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
降		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	降落
講		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
缸		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
光		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
胱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
廣		g	ong	2		g	ong	3		k	ɔŋ	45		k	ɔŋ	45	
岡		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
剛		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
崗		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
綱		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
鋼		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
槓		g	ong	1		g	ong	1		k	ɔŋ	23		k	ɔŋ	23	
葛		g	ot	9		g	ot	8		k	ɔt	21		k	ɔt	21	
割		g	ot	7B		g	ot	6		k	ɔt	23		k	ɔt	23	
葛		g	ot	7B		g	ot	6		k	ɔt	23		k	ɔt	23	
高		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
羔		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
膏		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
篙		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
告		g	ou	1		g	ou	1		k	ou	23		k	ow	23	報告
糕		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
稿		g	ou	2		g	ou	3		k	ou	45		k	ow	45	
睪		g	ou	1		g	ou	1		k	ou	23		k	ow	23	睪丸
睾		g	ou	1		g	ou	1		k	ou	23		k	ow	23	
沽		g	u	1		g	u	1		k	u	23		k	u	23	
孤		g	u	1		g	u	1		k	u	23		k	u	23	
姑		g	u	1		g	u	1		k	u	23		k	u	23	
辜		g	u	1		g	u	1		k	u	23		k	u	23	
固		g	u	1		g	u	1		k	u	23		k	u	23	
故		g	u	1		g	u	1		k	u	23		k	u	23	
錮		g	u	1		g	u	1		k	u	23		k	u	23	
鯝		g	u	1		g	u	1		k	u	23		k	u	23	
顧		g	u	1		g	u	1		k	u	23		k	u	23	
估		g	u	1		g	u	1		k	u	23		k	u	23	估衣
估		g	u	2		g	u	3		k	u	45		k	u	45	估計
古		g	u	2		g	u	3		k	u	45		k	u	45	
股		g	u	2		g	u	3		k	u	45		k	u	45	
詁		g	u	2		g	u	3		k	u	45		k	u	45	
鼓		g	u	2		g	u	3		k	u	45		k	u	45	
賈		g	u	2		g	u	3		k	u	45		k	u	45	商賈
雇		g	u	1		g	u	1		k	u	23		k	u	23	
咕		g	u	1		g	u	1		k	u	23		k	u	23	
菇		g	u	1		g	u	1		k	u	23		k	u	23	
僱		g	u	1		g	u	1		k	u	23		k	u	23	
家		g	u	1		g	u	1		k	u	23		k	u	23	曹大家
居		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
車		g	ui	1		g	ui	1		k	ui	23		k	uj	23	車馬炮
据		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
踞		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
據		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
鋸		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
莒		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
舉		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
櫸		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
遽		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
巨		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
炬		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
鉅		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
瞿		g	ui	1		g	ui	1		k	ui	23		k	uj	23	瞿然一驚
矩		g	ui	2		g	ui	3		k	ui	45		k	uj	45	
句		g	ui	1		g	ui	1		k	ui	23		k	uj	23	
具		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
懼		g	ui	6		g	ui	4		k	ui	32		k	uj	32	
掬		g	uk	7A		g	uk	5		k	ʊk	45		k	ɔok	45	
鞠		g	uk	7A		g	uk	5		k	ʊk	45		k	ɔok	45	
菊		g	uk	7A		g	uk	5		k	ʊk	45		k	ɔok	45	
局		g	uk	8		g	uk	7		k	ʊk	32		k	ɔok	32	
谷		g	uk	7A		g	uk	5		k	ʊk	45		k	ɔok	45	山谷
穀		g	uk	7A		g	uk	5		k	ʊk	45		k	ɔok	45	
官		g	un	1		g	un	1		k	un	23		k	un	23	
冠		g	un	1		g	un	1		k	un	23		k	un	23	
倌		g	un	1		g	un	1		k	un	23		k	un	23	
棺		g	un	1		g	un	1		k	un	23		k	un	23	
觀		g	un	1		g	un	1		k	un	23		k	un	23	
貫		g	un	1		g	un	1		k	un	23		k	un	23	
灌		g	un	1		g	un	1		k	un	23		k	un	23	
罐		g	un	1		g	un	1		k	un	23		k	un	23	
鸛		g	un	1		g	un	1		k	un	23		k	un	23	
館		g	un	2		g	un	3		k	un	45		k	un	45	
管		g	un	2		g	un	3		k	un	45		k	un	45	
弓		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
躬		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
宮		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
恭		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
供		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
拱		g	ung	2		g	ung	3		k	ʊŋ	45		k	ɔoŋ	45	
鞏		g	ung	2		g	ung	3		k	ʊŋ	45		k	ɔoŋ	45	
共		g	ung	6		g	ung	4		k	ʊŋ	32		k	ɔoŋ	32	
工		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
公		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
功		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
攻		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
蚣		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
貢		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	
紅		g	ung	1		g	ung	1		k	ʊŋ	23		k	ɔoŋ	23	女紅
瓜		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
寡		gw	aa	2		gu	a	3		kw	a	45		kʊ	ᴀ	45	
卦		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
掛		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
呱		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
褂		gw	aa	1		gu	a	1		kw	a	23		kʊ	ᴀ	23	
枴		gw	aai	2		gu	ai	3		kw	ai	45		kʊ	ᴀj	45	
拐		gw	aai	2		gu	ai	3		kw	ai	45		kʊ	ᴀj	45	
乖		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
怪		gw	aai	1		gu	ai	1		kw	ai	23		kʊ	ᴀj	23	
綸		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	綸巾
關		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
慣		gw	aan	1		gu	an	1		kw	an	23		kʊ	ᴀn	23	
刮		gw	aat	7B		gu	at	6		kw	at	23		kʊ	ᴀt	23	
颳		gw	aat	7B		gu	at	6		kw	at	23		kʊ	ᴀt	23	
圭		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
閨		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鮭		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
桂		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鱖		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
詭		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
跪		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
季		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
癸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
悸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
龜		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
軌		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
晷		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
櫃		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
匱		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
餽		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
饋		gw	ai	6		gu	aei	4		kw	ɐi	32		kʊ	ɐi	32	
歸		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
貴		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
鬼		gw	ai	2		gu	aei	3		kw	ɐi	45		kʊ	ɐi	45	
傀		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	傀偉
瑰		gw	ai	1		gu	aei	1		kw	ɐi	23		kʊ	ɐi	23	
均		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
鈞		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
君		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
軍		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
郡		gw	an	6		gu	aen	4		kw	ɐn	32		kʊ	ɐn	32	
棍		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
滾		gw	an	2		gu	aen	3		kw	ɐn	45		kʊ	ɐn	45	
龜		gw	an	1		gu	aen	1		kw	ɐn	23		kʊ	ɐn	23	
逛		gw	ang	6		gu	aeng	4		kw	ɐŋ	32		kʊ	ɐŋ	32	
轟		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kʊ	ɐŋ	23	
肱		gw	ang	1		gu	aeng	1		kw	ɐŋ	23		kʊ	ɐŋ	23	
倔		gw	at	8		gu	aet	7		kw	ɐt	32		kʊ	ɐt	32	
掘		gw	at	8		gu	aet	7		kw	ɐt	32		kʊ	ɐt	32	
崛		gw	at	8		gu	aet	7		kw	ɐt	32		kʊ	ɐt	32	
骨		gw	at	7A		gu	aet	5		kw	ɐt	45		kʊ	ɐt	45	
滑		gw	at	7A		gu	aet	5		kw	ɐt	45		kʊ	ɐt	45	滑稽
蝦		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蝦蟆
遐		h	aa	4		h	a	2		h	a	21		h	ᴀ	21	
瑕		h	aa	4		h	a	2		h	a	21		h	ᴀ	21	
霞		h	aa	4		h	a	2		h	a	21		h	ᴀ	21	
下		h	aa	4		h	a	2		h	a	21		h	ᴀ	21	打一下
暇		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
下		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	下面
廈		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
夏		h	aa	6		h	a	4		h	a	32		h	ᴀ	32	
哈		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
他		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
它		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
她		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
牠		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
祂		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	
蛤		h	aa	1		h	a	1		h	a	23		h	ᴀ	23	蛤蟆
蝦		h	aa	4		h	a	2		h	a	21		h	ᴀ	21	蝦米
懈		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	
邂		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
蟹		h	aai	2		h	ai	3		h	ai	45		h	ᴀj	45	
鞋		h	aai	4		h	ai	2		h	ai	21		h	ᴀj	21	
蟹		h	aai	4		h	ai	2		h	ai	21		h	ᴀj	21	
解		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	姓解
骸		h	aai	4		h	ai	2		h	ai	21		h	ᴀj	21	
諧		h	aai	4		h	ai	2		h	ai	21		h	ᴀj	21	
械		h	aai	6		h	ai	4		h	ai	32		h	ᴀj	32	
太		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
汰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
泰		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
貸		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
態		h	aai	1		h	ai	1		h	ai	23		h	ᴀj	23	
孩		h	aai	4		h	ai	2		h	ai	21		h	ᴀj	21	
咸		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
陷		h	aam	6		h	am	4		h	am	32		h	ᴀm	32	
銜		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
鹹		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
潭		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
譚		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
貪		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
探		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
函		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
涵		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
淡		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	好淡
痰		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
談		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
喊		h	aam	1		h	am	1		h	am	23		h	ᴀm	23	
罈		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
餡		h	aam	4		h	am	2		h	am	21		h	ᴀm	21	
閒		h	aan	4		h	an	2		h	an	21		h	ᴀn	21	
