序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
733	公正			gung33 zhin53		公平正直，毫無偏私。	例：法官斷案愛公正，毋好儘採冤枉人。(（法官判案要公正，不可以隨便冤枉人。）)	公平公當	梟心私心偏私偏心大細心	
734	公賣局			gung33 mai53 kiug54		政府依照法令所設，販售物品的專門機構。	例：公賣局轉分民間經營了後，推出當多新產品。(（公賣局轉由民間經營之後，推出很多新產品。）)	專賣局		
735	公共場所			gung33 kiung53 chong113 so31		大眾所出入、往來的地方。如公園、戲院、風景區等。	例：在公共場所使毋得食菸，會影響著別儕。(（在公共場所不可以吸煙，會影響到別人。）)	公眾所在		
736	冇穀			pang53 gug21		不精實的稻穀。稻子結實時，因授粉未完全，而長成的空有稻殼、沒有米粒的稻穀。	例：這冬出禾該下堵著大風，所以冇穀當多。(（這季稻子結穗時遇到大風，所以很多穀子不精實。）)		精穀	
737	冇卵			pang53 lon31		未受精的蛋。	例：冇卵抑精卵，用電火一晟斯看得識。(（蛋是否為受精卵，用電燈一照就可以辨認出來。）)		精卵	
738	凶手			hiung33 shiu31		殺害他人的人。	例：電視播講，該案件个凶手分人捉著咧。(（電視播報，那件案子的凶手被抓到了。）)			
739	分飯			bun53 pon33		1.討飯。向人乞討飯食。　2.給飯。給別人飯。	例：你好手好腳，毋去好好做事，敢講愛去同人分飯？(（你好手好腳，不好好工作，難道要去向人討飯過活？）) 例：頭擺乞食仔來到門口，大家會分飯佢食。(（以前，乞丐到家門口，大家會給他飯吃。）)	分食討飯		
740	分紅			bun33 fung113		老闆將營業所得的利潤，依照一定的比率，與股東或員工共享。	例：今年頭家賺較多，大家都有好分紅。(（今年老闆賺到比較多錢，大家都有得分紅。）)	食紅		
741	分家			文fun33 ga33　白bun33 ga33		本來一起生活的親屬，把家產分開，各自成家。	例：厥三兄弟已相好，老人家過身恁久咧，乜無分家。(（他們兄弟三人感情很好，父母過世這麼久了，也沒有分家。）)	分灶分火灶分火箍		
742	分錢			bun33 cien113		分配錢財。	例：鬥股做生理，分錢該下愛公平正使得。(（合夥做生意，分配錢財時要公平才可以。）)			
743	分灶			文fun33 zo53　白bun33 zo53		各起爐灶、各自為炊。比喻兄弟分家。	例：厥兩兄弟分灶了，斯當少來去咧。(（他們兄弟倆分家以後，就很少往來了。）)	分火灶分家分火箍		
744	分組			文fun33 zu33　白bun33 zu33		將團體分成若干小單位。	例：天光日个化學課，先生講愛分組來做實驗。(（明天的化學課，老師說要分組做實驗。）)			
745	分班			文fun33 ban33　白bun33 ban33		依照編制，把學生分配到不同的班級。	例：這下學校使毋得用考試來分班，乜無麼个好班、壞班咧。(（現在學校不可以用考試來分班，也沒有所謂的好班、壞班了。）)	編班	合班	
746	分泌			fun33 bi53		自生物體的細胞組織、器官或腺體產生某種物質。	例：東西食落肚，胃斯會分泌胃液來消化。(（東西吃進肚子，胃就會分泌胃液來消化。）)			
747	分布			fun33 bu53		分開散布。	例：臺灣个工業區，大體分布在西部。(（臺灣的工業區，大多分布在西部。）)			
748	分寸			fun33 cun53		做事或說話妥切的限度。	例：講話愛有分寸，正毋會跌失人。(（說話要有分寸，才不會得罪別人。）)	準則		
749	分擔			fun33 dam33		分配以共同承擔。	例：毋好總係跁跁走，屋家事乜愛分擔兜！(（不要總是往外跑，家務事也要分擔一些！）)	𢯭手𢯭㧡𢯭扛	總包	
750	分發			fun33 fad21		分派發落。指將人員分配至某處任職，或將學生分配至某校就學。	例：佢考著高考，分發去內政部上班。(（他考上高考，分發到內政部上班。）)	分派		
751	分校			fun33 gau31		校本部以外分設的學校。	例：該間大學在新竹乜有分校。(（那所大學在新竹也有分校。）)			
752	分機			fun33 gi33		電話或其他通信器，除主機或總機之外的支線，可與主機互通或獨立使用。	例：若辦公室个電話，分機係幾多號？(（你辦公室的電話，分機是幾號？）)			
753	分解			fun33 gai31		分析拆解。將連續的、具有整體性的事物，劃分成較小的單位或段落。	例：這下有一種新个塑膠，會自然變質、分解。(（現在有一種新的塑膠，會自然變質、分解。）)		綜合鬥	
754	分享			fun33 hiong31		提供自身擁有的事物或想法，讓他人一同享受。	例：好東西同好朋友共下分享，你歡喜，𠊎乜歡喜。(（好東西和好朋友一同分享，你開心，我也開心。）)			
755	分局			fun33 kiug54		編制上稱為局的單位機關，因轄區或業務考量而設的分支。	例：國稅局各分局都使得申請所得證明。(（國稅局各分局都可以申請所得證明。）)			
756	分離			fun33 li113		1.分隔離開。自原本完整的群體分割出來。　2.離別。與某人某物分開。	例：肥湯放冷，油自然斯會分離開來。(（高湯冷卻後，油脂自然會分離開來。）) 例：畢業了後，斯愛同大家分離咧，心肝當毋盼得。(（畢業以後，就要和大家分離了，心裡很捨不得。）)	分開分別		
757	分裂			fun33 lied54		分開、割裂。原本完整的全體或個體，分化成兩個或多個部分。	例：團體中人多、意見多，無處理好斯會有分裂个可能。(（團體中人多、意見多，不處理好就會有分裂的可能。）)	散撇開析裂撇	團結	
758	分類			fun33 lui53		依照事物特性加以區分類別。	例：資料若係有分類收好，愛用該下斯較尋得著。(（資料如果有分類收好，要用的時候就比較容易找得到。）)			
759	分明			fun33 min113		明白、清楚。	例：這件事情當複雜，一時還看毋分明。(（這件事情很複雜，一時還看不清楚。）)	明白清楚		
760	分派			fun33 pai53		發派差遣。	例：佢分公司分派去美國，愛去一年正有好轉。(（他被公司分派到美國去，要去一年才能回來。）)	分發分配差遣		
761	分配			fun33 pui53		分攤、支配。	愛曉得分配時間，正毋會無閒去𫟧𫟧迴。 要懂得分配時間，才不會忙得團團轉。			
762	分別			fun33 pied54		1.區分、辨別。　2.差別。與他者相異之處。	例：老弟到今都還毋會分別鴨同鵝。(（弟弟至今都還不會分辨鴨和鵝。）) 例：護士這頭路，細倈做同細妹做，敢有麼个分別？(（護士這職業，男生做或女生做，難道有什麼分別？）)	分辨分差別爭差爭		
763	分辨			fun33 pien53		區分辨別。	例：真錢同假錢你曉分辨無？(（真鈔和假鈔你會分辨嗎？）)	分別		
764	分散			fun33 san53		分離散開。	例：第一擺來這看鬧熱，大家愛偎共下，莫分散正好。(（第一次來這看熱鬧，大家要聚在一起，不要分散才好。）)	散開分開分離拆散打散	集中	
765	分手			fun33 shiu31		1.別離。　2.斷絕關係。	例：𠊎同阿光畢業了後，一分手斯過撇十外年。(（我和阿光畢業後，一分手就過了十多年。）) 例：老妹同厥男朋友分手个時節，艱苦都食睡毋得。(（妹妹和她的男朋友分手的時候，難過得寢食不安。）)	分開離別斷情絕交		
766	分數			fun33 su53		1.考試或比賽所得到的評分。　2.數學上用除法表示的數。	例：老弟這擺畫圖比賽，得著當高个分數。(（弟弟這次畫圖比賽，得到很高的分數。）) 例：這學期个數學課，先生愛教分數个算法。(（這學期的數學課，老師要教分數的算法。）)			
767	分析			fun33 sid21		對事情的道理進行分解剖析。	例：佢當會分析事情，毋過較毋曉得表達。(（他很善於分析事情，不過比較不會表達。）)		歸納	
768	分心			fun33 sim33		分散注意力、不專心。	例：駛車毋好打電話，正毋會分心。(（開車不要打電話，才不會分心。）)		專心	
769	分鐘			fun33 zhung33		計算時間的單位。六十分鐘為一小時。	例：𠊎來去便所一下，等𠊎五分鐘。(（我去一下洗手間，等我五分鐘。）)	分		
770	分內			fun53 nui53		本分以內。	例：做好自家分內个事，閒話毋使講恁多。(（做好自己份內的工作，閒話不必多說。）)	本分		
771	切菜			cied21 coi53		使用刀刃將蔬果等食材切開。	例：阿姆在灶下切菜，你去同佢𢯭手下！(（媽媽在廚房切菜，你去幫忙她一下！）)			
772	切斷			cied21 ton33		切割使之斷絕。	例：愛佢專心讀書，斯愛切斷佢同該兜人个關係。(（要他專心讀書，就得斷絕他和那些人的關係。）)	剁斷割斷		
773	化學			fa53 hog54		研究物質的結構、性質及變化反應的一門科學。	例：老弟在研究所讀化學，歸日都愛做實驗。(（弟弟在研究所攻讀化學，整天都要做實驗。）)			
774	化緣			fa53 rhen113		僧、尼、道士向人求乞布施。	例：有一個和尚在街路化緣，嘴項緊念阿彌陀佛。(（有個和尚在街上化緣，嘴裡不停念著阿彌陀佛。）)		佈施	
775	化石			fa53 shag54		地質學上稱保存在地層中的古生物石質遺骸、遺跡或印模。可用來鑑定地層的年代及沉積環境，並藉以了解生物的演化過程。	例：河壩脣个石堆肚，成半下尋得著化石。(（河邊的石堆中，有時可以找到化石。）)			
776	化妝			fa53 zong33		妝扮、修飾容貌。	例：你化妝化去恁靚，愛去哪食酒係無？(（你妝扮得這麼漂亮，要去哪邊吃喜酒嗎？）)	打扮畫妝		
777	升學			shin33 hog54		較低一級的學校畢業生，進入較高一級的學校就讀。	例：佢因致升學壓力忒大，歸面都生長薯。(（她因為升學壓力過大，臉上長滿青春痘。）)			
778	午時水			ng31 shi113 shui31		端午節當天正午十二時所取的水。民間認為，端午節的正午陽氣最旺，此時汲取的水，飲之甘醇，適合釀酒，用來沐浴、作藥，亦有醫病的功效。	例：阿奶講，五月節張午時水來洗身，較毋會生熱痱。(（奶奶說，端午節盛午時水來洗澡，比較不會長痱子。）)			
779	及格			kib54 gied21		達到預設的標準。	例：佢參加律師考試連考三年，這擺總算及格咧！(（他參加律師考試連考三年，這次終於及格了！）)	合格		
780	反對			fan31 dui53		不贊成。針對人或事物表達相反的意見。	例：這案件有當多人反對，毋使恁鬥緊推行。(（這件案子有很多人反對，不用這麼急著推行。）)	對反	贊成答應同意支持肯	
781	反應			fan31 rhin53		1.由刺激所引起的行動。　2.針對事物或議題，向主事者表達回饋或意見。	例：佢愐事情愐都當入神，人緊喊佢，佢全無反應。(（他想事情想到很入神，人家一直叫他，他都沒有反應。）) 例：你若係對課程有意見，使得打電話去同學校反應。(（如果對課程有意見，可以打電話去向學校反應。）)			
782	反常			fan31 shong113		違反常情。悖離原有的正常情況。	例：市場這片逐擺都已鬧熱，今晡嗄反常，變都恬勺勺。(（市場這邊每次都很熱鬧，今天卻反常，變得靜悄悄的。）)	顛倒	正常	
783	反種			fan31 zhung31		變種。生物由原種變生成新種。	例：𠊎種个包粟交著無共種个包粟花，嗄反種咧。(（我種的玉米混雜到不同品種的玉米花粉，竟然變種了。）)	走種變種雜種	正種	
784	天才			tien33 cai113		1.具有天賦才能的人。　2.（貶）諷刺人舉止失當，出人意表。	例：佢係科學界个天才，發明了當多東西。(（他是科學界的天才，發明了很多東西。）) 例：該人實在當天才，做出恁古董个事，還全毋知！(（那人真的很天才，做出這麼滑稽的事，竟然毫不自覺！）)		戇當戇戇當當	
785	天燈			tien33 den33		藉由熱空氣飄上天空的燈籠。燈籠底部以鐵絲或竹篾製框，再黏上薄紙製成。外型多為上寬下窄的倒梯形體。底部開口處安上油紙，燃燒後，藉由熱空氣原理升空，多作祈福之用。	例：今年正月半，𠊎愛去平溪放天燈。(（今年元宵節，我要去平溪放天燈。）)	孔明燈		
786	天分			tien33 fun53		與生俱來的才能。	例：佢當有音樂个天分，麼个樂器，一學斯會。(（他很有音樂天分，無論什麼樂器，一學就會。）)	才情才能才華巧神		
787	天下			tien33 ha53		普天之下，意即全世界。	例：無耕耘斯想收成，天下哪有恁好空个事？(（不耕耘就想收成，天下哪裡有這麼好的事情？）)	全世界世間		
788	天然			tien33 rhen113		不假人工、自然生成的。	例：大勢人認為漢藥个成分較天然，食了較毋會崩敗。(（一般認為中藥的成分比較天然，服用比較不傷身。）)	自然生成天生	人工	
789	天橋			tien33 kiau113		為便於行人、車輛穿越鐵道或馬路，所設的高架橋梁。	例：過這十字路口，愛行天橋正安全。(（過這個十字路口，要走天橋才安全。）)	陸橋高架橋	地下道	
790	天理			tien33 li33		原指自然的運行之道。引申為符合倫常與公平正義的法則。	例：佢做都會死，還分頭家刻去臭頭，還無天理喔！(（他拼命工作，還被老闆罵到臭頭，真沒天理啊！）)	道理		
791	天良			tien33 liong113		與生俱有的良知。	例：做人愛有天良，毋好在人个尸背尾燒話。(（做人要有良心，不要在人的背後搬弄是非。）)	良心		
792	天色			tien33 sed21		天空的顏色及明暗狀態。通常觀之以判斷天氣狀況或時間早晚。	例：天色還恁光，大家使得過尞加一下。(（天色還這麼亮，大家可以多待一會兒。）)			
793	天地			tien33 ti53		1.天與地。　2.引申為天下、世界。　3.自成一格的領域或境界。	例：阿爹講，天地滿哪都有神明，做人愛顧謙有善心。(（爺爺說，天地到處都有神明，要謙虛存善心。）) 例：出國行一輪，正知天地有幾闊。(（出國走一趟，才知道世界有多大。）) 例：佢教客話十外年，行出自家个天地，當有成績。(（他教了十幾年的客家話，開創出自己的天地，成果豐碩。）)			
794	天天			tien33 tien33		形容人腦袋簡單，沒有心機。	例：這個細人天天，搞毋得个東西也拿來搞。(（這個小孩不知天高地厚，不能玩的東西也拿來玩。）)	毋知頭天		
795	天庭			tien33 tin113		1.神話中天帝的宮庭。　2.相術家或醫生稱人眉間額頭的部位。一般認為，觀其狀態，可判斷人的運勢或健康情況。	例：舊曆十二月二十四灶君爺會上天庭去報告人間个善惡。(（臘月二十四日灶神爺會上天庭報告人間的善惡。）) 例：算命先生講佢天庭飽滿，面相已好。(（算命先生說他天庭飽滿，面相很好。）)	天堂		
796	天堂			tien33 tong113		1.宗教上指人死後所投生的快樂世界。　2.比喻幸福快樂的天地。	例：佢長在講，人若係多行善，死後斯會上天堂。(（他常常說，一個人如果多做善事，死後就會上天堂。）) 例：該間遊樂園有當多設備好搞，正經係細人个天堂。(（那家遊樂園有很多設備好玩，真的是小孩子的天堂。）)	極樂世界	地獄	
797	天文			tien33 vun113		自然界中，日月星辰及風、雲、雨、雪等一切現象。	例：佢對天文已有興趣，還䟓䟓買一臺調遠鏡來看星。(（他對天文很有興趣，還特地買一臺望遠鏡來觀察星星。）)		地理	
798	天線			tien33 sien53		在無線電通訊過程中，位於發送機端擔任電波發射，及接收機端收取電波的裝置。	例：收音機吱嘎滾、聽毋真，天線撨一下，看有較爭無？(（收音機雜音很重、聽不清楚，天線調整一下，看會不會好一點？）)			
799	天災			tien33 zai33		天然的災害。如水災、旱災、地震等。	例：山耬去恁泥个樣相，若係有天災斯該死咧哪！(（山開挖成這樣，如果發生天災就死定了！）)		人禍	
800	天穿日			tien33 chon33 ngid21		客家傳統節日之一。於農曆正月二十日。相傳是為感念女媧煉石補天的恩德而來。有些人會在這天準備祭品、甜年糕拜天，以表感謝，甜年糕有協助補天的意涵。民間認為，這天必須休息，不能以鋤頭鋤地、拿針線縫衣服，以免造成「天穿地漏」，或致終生貧困勞碌。對客家人而言，過了天穿日，才算是過完新年。	例：逐年天穿日，新竹竹東都會辦山歌比賽。(（每年天穿日，新竹竹東都會辦山歌比賽。）)			
801	天公生			tien33 gung33 sang33		玉皇大帝誕辰。於農曆正月初九。按照習俗，這天不可於戶外晾晒衣物，亦不可挑肥糞，以免對天不敬。本日天候多為陰雨，民間相傳，這是上天為了遏止前述的不敬之舉所致。	例：頭擺个人，天公生該日使毋得在外背晾衫褲。(（以前的人，玉皇大帝誕辰那天不可以在戶外晒衣服。）)			
802	天主教			tien33 zhu31 gau53		基督宗教舊教派之一。西元四七六年西羅馬帝國滅亡後，基督教東西兩部對峙，羅馬主教成為西部教會領袖。一○五四年東西正式分裂，以羅馬教皇為首的西部教會自稱公教，即天主教。其特徵為至一、至聖、至公，崇拜天主、耶和華外，尊馬利亞為聖母。天主教會是聖統制，強調信徒必須服從教會權威。	例：在西班牙，大部分人都信天主教。(（在西班牙，大部分的人都信天主教。）)			
803	太監			tai53 gam53		職官名。宦官中等級最高的人。亦為宦官的通稱，負責侍奉皇帝及其家族。	例：明朝个太監當橫霸，陷害已多忠良。(（明朝的太監很霸道，誣陷很多忠良。）)	閹官		
804	太空			tai53 kung33		地球大氣外圍以及其上的空域。	例：太空肚，除撇地球，還有哪位使得戴人無？(（太空裡，除了地球，還有哪裡適合人類居住嗎？）)	外太空		
805	太平			tai53 pin113		安寧、和平的狀態。	例：希望天下使得太平，莫有恁多天災同戰爭。(（希望天下可以太平，不要有這麼多的天災和戰爭。）)		動亂	
806	太歲			tai53 sui53		指太歲之神，命學上以太歲為百神之主，尊貴不可犯，其所在方位不宜興造、移徙、嫁娶，犯者必凶。	例：佢做麼个都毋順序，係毋係犯著太歲？(（他不管做什麼都不順利，是不是犯了太歲？）)	太歲星君		
807	太子			tai53 zii31		君王的嫡長子或預備繼承王位的兒子。	例：封建時代，皇帝駕崩由太子繼承王位。(（封建時代，皇帝駕崩由太子繼承王位。）)			
808	太極拳			tai53 kid54 kien113		1.中國傳統武術項目之一，動作講究陰陽生剋之理，以綿、軟、巧為行功的要旨，可用於技擊及健身。　2.（貶）官場文化中常用語，意指蓄意推托責任。	例：佢逐日打太極拳，身體已好。(（他每天打太極拳，身體很好。）) 例：該個主任當會打太極拳，將責任推淨淨。(（那個主任很會打太極拳，把責任推得一乾二淨。）)			
809	太空人			tai53 kung33 ngin113		在太空中操作太空船、從事太空探險研究的人。	例：做太空人，係當多人還細時節个夢想。(（當太空人，是很多人小時候的夢想。）)			
810	太空船			tai53 kung33 shon113		航行於太空中的飛行器。	例：太空船愛靠火箭來使力，正使得飛上太空去。(（太空船要靠火箭來施力，才能飛上太空。）)			
811	夭壽			rheu33 shiu53		1.短命、早死。　2.（罵）咒罵可惡之人的用語。	例：本成人講，細人降出來，三朝抑係七日無在，斯係夭壽。(（以前人說，小孩出生，活不過三天或七天，即為夭折。）) 例：佢焗假酒來賣，害人食了青瞑，還夭壽喔！(（他釀假酒來賣，害人喝了失明，可惡極了！）)	短命夭折孤盲絕代	長壽長命	
812	孔雀			kung31 ziog21		鳥綱鶉雞目雉科鳥類。外形略似雉，雄鳥羽色極麗。尾羽長，能開張作扇狀，產於熱帶。	例：動物園該兩隻孔雀當靚，餳著當多人來看。(（動物園那兩隻孔雀很漂亮，吸引了很多人來看。）)			
813	孔子			kung31 zii31		後世對孔丘的敬稱。孔丘，字仲尼，春秋時代魯國人，為儒學宗師。早年任官於魯，後周遊列國十三年不遇，六十八歲返魯後，致力整理古代經典。有弟子三千，開平民教育先河，後世尊為「至聖先師」。	例：九月二十八係孔子个生日，因致正定為教師節。(（九月二十八日是孔子誕辰，因此才訂為教師節。）)	孔夫子		
814	少數			sheu31 su53		數量不多。	例：這下係民主社會，少數人个意見，𫣆等乜愛尊重。(（現在是民主社會，少數人的意見，我們也要尊重。）)	少量	多數大量	
815	少爺			sheu53 rha113		1.尊稱他人的兒子。多為對富貴人家子弟的稱呼。　2.僕人對主人兒子的稱呼。　3.某些職場中，對男性服務員的稱呼。	例：這間公司个總經理，係隔壁張屋个少爺。(（這家公司的總經理，是鄰居張家的少爺。）) 例：少爺，你有麼个吩咐？(（少爺，您有什麼吩咐？）) 例：這間酒店个少爺，服務當周到。(（這間酒店的少爺，服務很周到。）)	公郎公子公子		
816	少年			sheu53 ngien113		1.年輕。年紀不大。　2.年輕的男子。	例：少年時節愛打拚，毋好到老正來道嘆。(（年輕時要努力，不要老了才唉嘆後悔。）) 例：該個少年，有才情又有膽識，𠊎已欣賞佢。(（那個少年，有才華又有膽識，我很欣賞他。）)	後生後生		
817	尤其			rhiu113 ki113		指在同一情況中，更為特別、突出。	例：吾這班个同學逐個都當煞猛，尤其係阿文。(（我這班的同學每個都很努力，尤其是阿文。）)	還較特別		
818	屯泥			tun113 ne113		填土。傾倒泥土，以補足土方或將地面填平。	例：佢在該搭地屯泥，毋知係毋係愛起屋？(（他在那塊地填土，不知道是不是要蓋房子？）)			
819	巴結			ba33 gied21		（貶）討好對方，藉以求取利益。	例：佢細心細意巴結頭家，大家都看毋慣。(（他小心翼翼巴結老闆，大家都看不慣。）)	托核托人		
820	弔祭			diau53 zi53		哀悼、祭拜死者。	例：阿達伯已有修，過身該下，當多人來弔祭佢。(（阿達伯很有福報，過世的時候，很多人來弔祭他。）)	弔唁		
821	引起			rhin31 ki31		引發。因為某一事物的牽連，導致另一事物的發生。	例：細人毋好搞火，引起火災斯危險咧！(（小孩不可以玩火，引起火災就危險了！）)	造成引致		
822	心腸			sim33 chong113		心地。人內心善惡、好惡的本質。	例：這個人心腸已好，長在同人𢯭手。(（這人心地善良，常常幫助他人。）)	心肝		
823	心臟			sim33 cong53		動物器官之一。由平滑肌構成，腔室中空，大如拳，位於胸腔中間稍偏左處。透過規則性的張縮，維持血液的循環作用。	例：厥奶心臟毋好，行無幾步路斯大氣轟天咧。(（他的奶奶心臟不好，走不到幾步路就氣喘吁吁的。）)			
824	心得			sim33 ded21		心中領會而得到的感覺和想法。	例：你看撇這篇文章，有麼个心得無？(（你看完這篇文章，有沒有什麼心得？）)			
825	心機			sim33 gi33		心中的算計、謀略。	例：厥个人無麼个心機，當好共下。(（他這個人沒什麼心機，很好相處。）)	孔竅計謀		
826	心肝			sim33 gon33		1.心臟。　2.心思、意念。　3.心腸、心地。	例：一想著愛上臺講話，佢斯緊張到心肝哱哱跳。(（一想到要上臺說話，他就緊張到心臟怦怦跳。）) 例：吾姆已了解𠊎，𠊎心肝愐麼个，做下畀揣準準。(（我媽媽很了解我，我心裡想什麼，全都被她料中。）) 例：你心肝還歪喔，一支鉛筆忒等，也毋肯借人。(（妳真是壞心眼，一隻鉛筆而已，也不願意借人。）)	心臟心腸		
827	心血			sim33 hied21		思慮、精神和氣力。	例：這係佢花當多心血寫个書，𠊎愛抽間好好來讀。(（這是他花很多心血寫的書，我要抽空好好地讀。）)	精神		
828	心意			sim33 rhi53		心中的意念或感情。	例：這包禮係厥心意，你收落來哪！(（這分禮金是他的心意，你收下吧！）)	意思		
829	心理			sim33 li33		人腦中認知、思考、記憶等活動的總稱。亦用以泛指人的思想、情感等內心活動。	例：知人會譴，還挑挑去惹佢，這係麼个心理？(（知道人家會生氣，還故意去惹他，這是什麼心理？）)			
830	心力			sim33 lid54		精神和氣力。	例：語言文化个保存，愛大家共下貢獻心力。(（語言文化的保存，需要大家一起貢獻心力。）)	心血		
831	心靈			sim33 lin113		人心中原本就存有的智慧、思想、情感等。	例：尞日去跋山、欣賞風景，係一種心靈个享受。(（假日去爬山、欣賞風景，是一種心靈的享受。）)			
832	心願			sim33 ngien53		心中下定決心要做的事。	例：𠊎盡大个心願，斯係同吾餔娘共下環遊世界。(（我最大的心願，就是和我老婆一起環遊世界。）)	願望		
833	心情			sim33 cin113		1.感覺、情緒狀態。　2.對於事物的興致。	例：看佢恁開容笑面，心情已好喔！(（看他這樣眉開眼笑的，心情很好喔！）) 例：佢無閒去舂頭磕額，哪有心情好同你講笑？(（他忙得焦頭爛額，哪有心情跟你開玩笑？）)	心性		
834	心事			sim33 sii53		心裡惦記、掛念的事。	例：阿爹歸日恬恬坐在廳下，毋知在該愐麼个心事？(（爺爺整天安靜的坐在客廳裡，不知道在想什麼心事？）)			
835	心算			sim33 son53		不藉紙筆、算盤或計算機等器具而專用心思計算的方法。	例：你還會心算喔，比𠊎扚算盤還較遽！(（你好會心算喔，比我打算盤還要快！）)	暗算		
836	心術			sim33 sud54		心計、居心。心中的算計、謀略。	例：人係心術正，斯毋驚人講閒話。(（人如果心術正，就不怕別人閒言閒語。）)	心機孔竅		
837	心跳			sim33 tiau113		心臟肌肉縮放的跳動。	例：大體來講，大人个心跳一分鐘毋好超過一百下。(（一般而言，成人的心跳一分鐘不能超過一百下。）)			
838	心肝窟			sim33 gon33 kud21		心窩。胸部中央的位置。	例：佢講厥身體無麼个鬆爽，心肝窟會溫溫溫溫疾。(（他說他身體不怎麼舒服，心窩會隱隱作痛。）)	心肝前心肝頭		
839	心肝前			sim33 gon33 cien113		心臟前方，即胸前心窩的部位。	例：該細人伏到厥姆个心肝前睡目，睡都真落覺。(（那個小孩趴在他母親的胸前睡覺，睡得很沉。）)	心肝窟心肝頭		
840	心肝頭			sim33 gon33 teu113		胸口、心裡頭。	例：講著這個夭壽子，厥心肝頭火斯會著。(（說到這個不肖子，他心裡就會發火。）)	心肝窟心肝前		
841	心電圖			sim33 tien53 tu113		用心電圖儀器，將心臟收縮和舒張時所產生的電效應放大，在紙上畫出來的波狀條紋圖形。通過心電圖的觀察，可藉以判斷心臟的機能及律動障礙，以便給予適當的治療。	例：照這張心電圖來看，若心臟个功能已好，無麼个問題。(（按照這張心電圖來看，你心臟的功能很好，沒有什麼問題。）)			
842	心滿意足			sim33 man33 rhi53 ziug21		心中十分滿足。	例：𠊎有好食斯心滿意足咧，哪使定著愛食麼个樣？(（我有得吃就心滿意足了，哪還會一定得吃什麼呢？）)			
843	心專石穿			sim33 zhon33 shag54 chon33		心思專一，則無事不成。	例：心專石穿，𫣆人若係肯專心做事，定著會成功。(（心專石穿，我們如果肯專心做事，一定會成功。）)			
844	心野野			sim33 rha33 rha33		三心二意，無法安定、專心的樣子。	例：像你恁泥心野野，緊換頭路，哪絡有好食諾？(（像你這樣心思不定，一直換工作，怎麼謀生呢？）)			
845	戶口			fu53 kieu31		1.住戶和人口的總稱。　2.戶籍。	例：聽阿爹講，日本時代已嚴條，逐個月都會有巡查來屋家肚調查戶口。(（聽爺爺說日治時代管理很嚴，每個月都會有警察到家中調查戶口。）) 例：為著細人讀書較利便，佢歸屋家人戶口徙去學校對面个社區。(（為了小孩讀書方便，他全家人戶口遷到學校對面的社區。）)	戶籍		
846	戶頭			fu53 teu113		在郵局、農會或銀行等金融單位開設的存提款帳戶。	例：這個月个屋稅，你有入落吾戶頭吂？(（這個月的房租，你存入我的戶頭了嗎？）)	口造		
847	戶籍			fu53 sid54		政府戶政檔案中，各家戶人員身分、出生地、遷徙、設戶等資訊的記載。其中身分包含出生、死亡、收養、結婚、離婚、原住民身分等紀錄。	例：選舉該下，愛轉去戶籍个所在地投票。(（選舉的時候，要回去戶籍所在地投票。）)	戶口		
848	戶長			fu53 zhong31		戶籍登記中，一家的家長或主管人。	例：吾爸係吾屋家个戶長。(（我爸爸是我家的戶長。）)			
849	手冊			shiu31 cag21		登載扼要事項，或簡介資訊、指導注意事項的小冊子。	例：正買新電腦，盡好先照手冊項个說明來操作。(（剛買新電腦，最好先按照手冊上的說明來操作。）)			
850	手腳			shiu31 giog21		1.手和腳。　2.引申指舉止、動作。　3.人力、人手。　4.指品德、操守。通常用於負面語境，指偷竊的行為。	例：還寒喔！手腳都寒去硬鉸撇咧！(（好冷喔！四肢都凍僵了！）) 例：佢手腳當遽，恁多碗筷，一下那斯洗好咧。(（他動作很快，這麼多碗筷，一下子就洗好了。）) 例：這擺辦新丁粄比賽，手腳毋罅，你尋得著人好來𢯭手無？(（這次辦新丁粄比賽，人手不足，你找得到人來幫忙嗎？）) 例：該個人手腳無淨俐，愛較提防佢兜。(（那個人的操守不好，要多加提防他些。）)	手板手路人力3/人手人工		
851	手工			shiu31 gung33		以雙手製作，而非使用機器生產的。	例：這係阿姊用手工做个茶箍，使得拿來洗面。(（這是姊姊用手工做的肥皂，可以拿來洗臉。）)	人工		
852	手印			shiu31 rhin53		特指按在文件上，代替印章做為憑證的指紋。	例：選舉領票該下，愛撍印無斯撍手印，正使得領。(（選舉領票時，要蓋印章或捺指印，才可以領。）)			
853	手語			shiu31 ngi33		以手的姿勢或動作示意的語言。	例：佢毋會講話，毋過你使得用手語同佢溝通。(（他不會說話，但是你可以用手語跟他溝通。）)			
854	手藝			shiu31 ngi53		以手製物的技藝。	例：這泥水師傅个手藝當好，無人當得佢過。(（這泥水師傅的手藝很好，沒有人比得上他。）)	手路技術		
855	手術			shiu31 sud54		外科醫生用醫療器材在病人患部進行切除、縫合等治療的方法。	例：佢檢查著膽結石，後日愛去手術。(（他檢查到罹患膽結石，後天要去開刀。）)	開刀割		
