音标	调类	调值	辖字
ɹwjeʔ	8	5	爇
ʔwəj	1	334	逶
ɸəj	1	334	□[靡于]
βəj	2	113	誰
ɦwəj	2	113	帷
ʔwəj	3	41	委
ɸəj	3	41	毀
ɦwəj	4	21	蔿
ʔwəj	5	55	餧
ɸəj	5	55	毀
ɦwəj	6	11	位
kən	1	334	庚根揯
kʰən	1	334	鏗□[韋艮]𩎤[韋艮]奟
ʔən	1	334	□[賏冖瓦]恩鞥
xən	1	334	朜
pən	1	334	閍奔崩
pʰən	1	334	怦漰
ʔwən	1	334	溫[實際音]昷
ɸən	1	334	芬分昏
tən	1	334	登[實際音]
tʰən	1	334	吞鼟
tsən	1	334	曾[實際音]爭增
tsʰən	1	334	琤㣒
sən	1	334	生僧
t∫ən	1	334	朾貞[實際音]
t∫ʰən	1	334	瞠
ŋən	2	113	娙垠
ɣən	2	113	行痕恆
pʰən	2	113	彭朋
bən	2	113	彭朋
mən	2	113	甍瞢
βən	2	113	焚魂
ɦwən	2	113	文
tʰən	2	113	騰
dən	2	113	騰
nən	2	113	能
tsʰən	2	113	傖層
dzən	2	113	傖層
t∫ʰən	2	113	棖
dʒən	2	113	棖
ȵən	2	113	儜
lən	2	113	磷倫[實際音]棱
kən	3	41	梗䫀
kʰən	3	41	伉墾
ʔən	3	41	㹙䅰
xən	3	41	䛭
pən	3	41	浜
pʰən	3	41	皏
ʔwən	3	41	穩[實際音]
ɸən	3	41	忿扮□[糹㤻]𦃕[糹㤻]
tʰən	3	41	□[亻吞心]𢞋[亻吞心]
tsən	3	41	㬹
tsʰən	3	41	㵾
sən	3	41	省
t∫ən	3	41	耵
kʰən	4	21	領
gən	4	21	領
ŋən	4	21	限
ɣən	4	21	幸狠
pʰən	4	21	鮩
bən	4	21	鮩
mən	4	21	猛
βən	4	21	憤混
ɦwən	4	21	吻
t∫ʰən	4	21	瑒
dʒən	4	21	瑒
ȵən	4	21	檸
lən	4	21	冷
kən	5	55	更艮亙
kʰən	5	55	哏堩
ʔən	5	55	瀴䭡
xən	5	55	□[言㚔]𧨫[言㚔]
pən	5	55	迸𥦜
pʰən	5	55	亨鮙
ʔwən	5	55	問[實際音]揾
ɸən	5	55	湓糞惛
tən	5	55	嶝
tʰən	5	55	□[疒吞]𤶕[疒吞]□[氵磴]𤃶[氵磴]
tsən	5	55	諍增
tsʰən	5	55	㵾蹭
sən	5	55	生摌□𡬙
t∫ən	5	55	倀
t∫ʰən	5	55	牚
ŋən	6	11	鞕䭓
ɣən	6	11	恨
pʰən	6	11	□[亻並]𠊧[亻並]倗
bən	6	11	□[亻並]𠊧[亻並]倗
mən	6	11	孟懵
βən	6	11	分慁
ɦwən	6	11	問
tʰən	6	11	鄧
dən	6	11	鄧
nən	6	11	□[乃日非]
tsʰən	6	11	贈
dzən	6	11	贈
t∫ʰən	6	11	鋥
dʒən	6	11	鋥
lən	6	11	倰
kwən	1	334	昆胘[實際音]
kʰwən	1	334	坤
pwən	1	334	奔
pʰwən	1	334	濆
ʔwwən	1	334	贇[實際音]
ɸwən	1	334	薰[實際音]
twən	1	334	敦
tʰwən	1	334	㬿吞[實際音]
tswən	1	334	尊
tsʰwən	1	334	村
swən	1	334	孫
t∫wən	1	334	貞[實際音]
ŋwən	2	113	㑮
pʰwən	2	113	盆
bwən	2	113	门
ɦwwən	2	113	筠
tʰwən	2	113	屯
dwən	2	113	屯
nwən	2	113	黁能[實際音]
tsʰwən	2	113	存
dzwən	2	113	存
lwən	2	113	論
kwən	3	41	鯀
kʰwən	3	41	閫
pwən	3	41	本
pʰwən	3	41	翉
ʔwwən	3	41	永[實際音]惲
twən	3	41	崸
tʰwən	3	41	畽
tswən	3	41	□[尊刂]𠟃[尊刂]
tsʰwən	3	41	忖
swən	3	41	損
pʰwən	4	21	獖
bwən	4	21	獖
mwən	4	21	懣
ɦwwən	4	21	殞
tʰwən	4	21	囤
dwən	4	21	囤
nwən	4	21	㶧
tsʰwən	4	21	鱒
dzwən	4	21	鱒
lwən	4	21	㤻
kwən	5	55	㫻
kʰwən	5	55	困
pwən	5	55	奔
pʰwən	5	55	噴
ʔwwən	5	55	詠[實際音]醞
ɸwən	5	55	訓
twən	5	55	頓
tʰwən	5	55	□[黑享]𪑒[黑享]
tswən	5	55	焌
tsʰwən	5	55	寸
swən	5	55	巽
ŋwən	6	11	顐
pʰwən	6	11	坌
bwən	6	11	坌
mwən	6	11	悶
ɦwwən	6	11	運
tʰwən	6	11	鈍
dwən	6	11	鈍
nwən	6	11	嫩
tsʰwən	6	11	罇
dzwən	6	11	罇
lwən	6	11	輪
kwjən	1	334	軍
kʰwjən	1	334	囷
twjən	1	334	敦
tswjən	1	334	遵[實際音]
tsʰwjən	1	334	逡[實際音]
swjən	1	334	荀[實際音]
t∫wjən	1	334	屯君[實際音]諄
t∫ʰwjən	1	334	椿春
kʰwjən	2	113	羣
gwjən	2	113	羣
ŋwjən	2	113	輑
tsʰwjən	2	113	鷷[實際音]
dzwjən	2	113	鷷[實際音]
zwjən	2	113	旬[實際音]
t∫ʰwjən	2	113	䣩脣
dʒwjən	2	113	䣩脣
ʒwjən	2	113	純
lwjən	2	113	淪
ɹwjən	2	113	犉
kwjən	3	41	□[广軍]𢉦[广軍]
kʰwjən	3	41	稛
swjən	3	41	筍
t∫ʰwjən	3	41	□[禾盾]準
dʒwjən	3	41	蠢
∫wjən	3	41	賰
kʰwjən	4	21	窘
gwjən	4	21	窘
ŋwjən	4	21	輑
t∫ʰwjən	4	21	蜳盾
dʒwjən	4	21	蜳盾
lwjən	4	21	耣
ɹwjən	4	21	蝡
kwjən	5	55	□[扌䴢]𪮾[扌䴢]
kʰwjən	5	55	壺
tswjən	5	55	儁
swjən	5	55	□[山俊，實際音]
t∫wjən	5	55	飩稕
∫wjən	5	55	舜
kʰwjən	6	11	郡
gwjən	6	11	郡
zwjən	6	11	殉[實際音]
t∫ʰwjən	6	11	順
dʒwjən	6	11	順
lwjən	6	11	淪
ɹwjən	6	11	閏
ʔwəŋ	1	334	泓
ɸəŋ	1	334	薨
βəŋ	2	113	宏
kwəŋ	1	334	肱
kʰwəŋ	1	334	鞃
kəʔ	7	4	格
kʰəʔ	7	4	客
ʔəʔ	7	4	戹
xəʔ	7	4	赫
pəʔ	7	4	伯
pʰəʔ	7	4	□[扌雹]𢶉[扌雹]
ɸəʔ	7	4	□[或巾]𢃤[或巾]
tsəʔ	7	4	責
tsʰəʔ	7	4	策
səʔ	7	4	栜
t∫əʔ	7	4	摘
t∫ʰəʔ	7	4	□[疒啇]𤹞[疒啇]
ŋəʔ	8	5	虉
ɣəʔ	8	5	覈
pʰəʔ	8	5	白
bəʔ	8	5	白
məʔ	8	5	陌
βəʔ	8	5	或
tsʰəʔ	8	5	齚
dzəʔ	8	5	齚
t∫ʰəʔ	8	5	宅
dʒəʔ	8	5	宅
ȵəʔ	8	5	疒
ləʔ	8	5	礐
kwəʔ	7	4	國
ɸwəʔ	7	4	拂弗
βwəʔ	8	5	佛
ɦwwəʔ	8	5	物
kwjəʔ	7	4	□[一𠃋丿人]𠀔[一𠃋丿人]
kʰwjəʔ	7	4	屈
t∫ʰwjəʔ	7	4	出
∫wjəʔ	7	4	絀
kʰwjəʔ	8	5	倔
gwjəʔ	8	5	倔
ŋwjəʔ	8	5	峮
t∫ʰwjəʔ	8	5	術
dʒwjəʔ	8	5	術
ȵwjəʔ	8	5	□[血刀]𮕝[血刀]
lwjəʔ	8	5	律
kɵw	1	334	鉤
kʰɵw	1	334	彄
ʔɵw	1	334	謳
xɵw	1	334	齁
pʰɵw	1	334	捊
tɵw	1	334	兜
tʰɵw	1	334	偷
tsɵw	1	334	□[枲最]𣠏[枲最]
tsʰɵw	1	334	䜅
sɵw	1	334	涑
t∫ɵw	1	334	舟[實際音]周[實際音]
t∫ʰɵw	1	334	抽[實際音]
∫ɵw	1	334	收[實際音]
ŋɵw	2	113	齵
ɣɵw	2	113	侯
pʰɵw	2	113	裒
bɵw	2	113	裒
mɵw	2	113	呣
βɵw	2	113	浮
tʰɵw	2	113	頭
dɵw	2	113	頭
nɵw	2	113	羺
tsʰɵw	2	113	㔌
dzɵw	2	113	㔌
lɵw	2	113	樓
kɵw	3	41	苟
kʰɵw	3	41	口
ʔɵw	3	41	歐
xɵw	3	41	吼
pɵw	3	41	㨐
pʰɵw	3	41	剖
tɵw	3	41	斗
tʰɵw	3	41	□[麥生]𪌜[麥生]
tsɵw	3	41	走
tsʰɵw	3	41	趣
sɵw	3	41	叜
ŋɵw	4	21	藕
ɣɵw	4	21	厚
pʰɵw	4	21	部
bɵw	4	21	部
mɵw	4	21	母
tʰɵw	4	21	䕆
dɵw	4	21	䕆
nɵw	4	21	㝅
tsʰɵw	4	21	鯫
dzɵw	4	21	鯫
zɵw	4	21	□[魚聚]𩼦[魚聚]
lɵw	4	21	塿
kɵw	5	55	遘
kʰɵw	5	55	寇
ʔɵw	5	55	漚
xɵw	5	55	蔻
pʰɵw	5	55	仆
tɵw	5	55	□[門斵]𨷵[門斵]
tʰɵw	5	55	透
tsɵw	5	55	奏
tsʰɵw	5	55	輳
sɵw	5	55	瘶
ŋɵw	6	11	偶
ɣɵw	6	11	候
pʰɵw	6	11	䏽
bɵw	6	11	䏽
mɵw	6	11	茂
tʰɵw	6	11	豆
dɵw	6	11	豆
nɵw	6	11	槈
tsʰɵw	6	11	㔌
dzɵw	6	11	㔌
lɵw	6	11	陋
kiɵw	1	334	鳩
kʰiɵw	1	334	邱
ʔiɵw	1	334	憂
xiɵw	1	334	休
tiɵw	1	334	丟[實際音]
tsʰiɵw	1	334	秋[實際音]
kʰiɵw	2	113	裘
giɵw	2	113	裘
ɦiɵw	2	113	尤
niɵw	2	113	劉[實際音]
liɵw	2	113	劉
ɹiɵw	2	113	柔
kiɵw	3	41	久
kʰiɵw	3	41	糗
ʔiɵw	3	41	䬀
xiɵw	3	41	朽
tsiɵw	3	41	酒[實際音]
kʰiɵw	4	21	舅
giɵw	4	21	舅
ŋiɵw	4	21	𪙊
ɦiɵw	4	21	有
liɵw	4	21	柳
ɹiɵw	4	21	蹂
kiɵw	5	55	救
kʰiɵw	5	55	□[鼻丘]𪖛[鼻丘]
ʔiɵw	5	55	憂
xiɵw	5	55	齅
kʰiɵw	6	11	舊
giɵw	6	11	舊
ŋiɵw	6	11	□[鼻乚]𪖐[鼻乚]
ɦiɵw	6	11	宥
liɵw	6	11	溜
ɹiɵw	6	11	輮
kɵm	1	334	公
kʰɵm	1	334	空
ʔɵm	1	334	翁
xɵm	1	334	烘
pʰɵm	1	334	□[彳夅]𢓤[彳夅]
tɵm	1	334	東
tʰɵm	1	334	通
tsɵm	1	334	葼
tsʰɵm	1	334	悤
sɵm	1	334	檧
t∫ɵm	1	334	中[實際音]鐘[實際音]
t∫ʰɵm	1	334	踵[實際音]衝[實際音]
∫ɵm	1	334	舂[實際音]
gɵm	2	113	□[丸頁]𩑖[丸頁]
ŋɵm	2	113	㟅
ɣɵm	2	113	洪
pʰɵm	2	113	蓬
bɵm	2	113	蓬
mɵm	2	113	蒙
tʰɵm	2	113	同
dɵm	2	113	同
nɵm	2	113	齈
tsʰɵm	2	113	叢
dzɵm	2	113	叢
t∫ʰɵm	2	113	重[實際音]崇[實際音]蟲[實際音]
dʒɵm	2	113	重[實際音]崇[實際音]蟲[實際音]
ʒɵm	2	113	鱅[實際音]
ȵɵm	2	113	醲
lɵm	2	113	籠
ɹɵm	2	113	戎
kɵm	3	41	□[革貢]𩌌[革貢]
kʰɵm	3	41	孔
ʔɵm	3	41	蓊
xɵm	3	41	嗊
pɵm	3	41	琫
tɵm	3	41	董
tʰɵm	3	41	侗
tsɵm	3	41	總
sɵm	3	41	□[甬攵]
ŋɵm	4	21	湡
ɣɵm	4	21	澒
pʰɵm	4	21	菶
bɵm	4	21	菶
mɵm	4	21	蠓
tʰɵm	4	21	動
dɵm	4	21	動
tsʰɵm	4	21	嵸
dzɵm	4	21	嵸
lɵm	4	21	贚
kɵm	5	55	贡
kʰɵm	5	55	控
ʔɵm	5	55	瓮
xɵm	5	55	烘
tɵm	5	55	凍
tʰɵm	5	55	痛
tsɵm	5	55	糉
tsʰɵm	5	55	謥
sɵm	5	55	送
t∫ɵm	5	55	仲[實際音]
ɣɵm	6	11	哄
pʰɵm	6	11	□[木蓬]𣟀[木蓬]
bɵm	6	11	□[木蓬]𣟀[木蓬]
mɵm	6	11	懞
tʰɵm	6	11	洞
dɵm	6	11	洞
nɵm	6	11	齈
tsʰɵm	6	11	□[聚攴]𣀒[聚攴]
dzɵm	6	11	□[聚攴]𣀒[聚攴]
lɵm	6	11	弄
kjɵʔ	7	4	□[艸大車]𫈹[艸大車]
kʰjɵʔ	7	4	曲
ʔjɵʔ	7	4	郁
xjɵʔ	7	4	旭
tsjɵʔ	7	4	足[實際音]卒[實際音]
tsʰjɵʔ	7	4	促[實際音]焌[實際音]
sjɵʔ	7	4	粟[實際音]卹[實際音]
t∫jɵʔ	7	4	瘃竹燭
t∫ʰjɵʔ	7	4	梀畜娖
∫jɵʔ	7	4	束
kʰjɵʔ	8	5	局
gjɵʔ	8	5	局
ŋjɵʔ	8	5	玉
ɦjɵʔ	8	5	囿
tsʰjɵʔ	8	5	□崒[實際音]
dzjɵʔ	8	5	□崒[實際音]
zjɵʔ	8	5	續[實際音]
t∫ʰjɵʔ	8	5	躅迹贖
dʒjɵʔ	8	5	躅迹贖
ʒjɵʔ	8	5	蜀
ȵjɵʔ	8	5	傉
ko	1	334	歌
kʰo	1	334	珂
ʔo	1	334	阿
xo	1	334	訶
po	1	334	波[實際音]
to	1	334	多
tʰo	1	334	佗
tso	1	334	□[爫豕左]
tsʰo	1	334	蹉
so	1	334	娑
kʰo	2	113	翗
go	2	113	翗
ŋo	2	113	莪
ɣo	2	113	何
pʰo	2	113	婆[實際音]
bo	2	113	婆[實際音]
mo	2	113	摩[實際音]
tʰo	2	113	駝
do	2	113	駝
no	2	113	那
tsʰo	2	113	醝
dzo	2	113	醝
lo	2	113	羅
ko	3	41	哿
kʰo	3	41	可
ʔo	3	41	□[門阿]𨵌[門阿]
xo	3	41	㰤
to	3	41	嚲
tʰo	3	41	袉
tso	3	41	左
tsʰo	3	41	瑳
so	3	41	縒
∫o	3	41	所[實際音]
ŋo	4	21	我
ɣo	4	21	荷
tʰo	4	21	爹
do	4	21	爹
no	4	21	橠
tsʰo	4	21	齹
dzo	4	21	齹
lo	4	21	㰁
ko	5	55	箇
kʰo	5	55	坷
ʔo	5	55	椏
xo	5	55	呵
to	5	55	跢
tʰo	5	55	拖
tso	5	55	佐
so	5	55	些
ŋo	6	11	餓
ɣo	6	11	賀
tʰo	6	11	䭾
do	6	11	䭾
no	6	11	奈
lo	6	11	邏
ɸon	1	334	剜
βon	1	334	歡
ʔwon	2	113	岏
ɦwon	2	113	桓
ɸon	3	41	椀
βon	3	41	□[氵暖]
ʔwon	4	21	輐
ɦwon	4	21	緩
ɸon	5	55	惋
βon	5	55	喚
ʔwon	6	11	玩
ɦwon	6	11	換
kot	7	4	葛
kʰot	7	4	渴
ʔot	7	4	遏
xot	7	4	䫘
ɸot	7	4	斡
βot	7	4	豁
ŋot	8	5	嶭
ɣot	8	5	曷
mot	8	5	䔾
ʔwot	8	5	枂
ɦwot	8	5	活
kuon	1	334	官
kʰuon	1	334	寬
puon	1	334	□[番去]𤳖[番去]
pʰuon	1	334	潘
tuon	1	334	端
tʰuon	1	334	湍
tsuon	1	334	鑚
tsʰuon	1	334	鋑
suon	1	334	酸
pʰuon	2	113	槃
buon	2	113	槃
muon	2	113	瞞
tʰuon	2	113	團
duon	2	113	團
nuon	2	113	渜
tsʰuon	2	113	櫕
dzuon	2	113	櫕
luon	2	113	鑾
kuon	3	41	管
kʰuon	3	41	款
puon	3	41	粄
pʰuon	3	41	坢
tuon	3	41	短
tʰuon	3	41	疃
tsuon	3	41	纂
tsʰuon	3	41	毳
suon	3	41	算
pʰuon	4	21	伴
buon	4	21	伴
muon	4	21	滿
tʰuon	4	21	斷
duon	4	21	斷
nuon	4	21	煗
luon	4	21	卵
kuon	5	55	貫
kʰuon	5	55	䥗
puon	5	55	半
pʰuon	5	55	判
tuon	5	55	鍛
tʰuon	5	55	彖
tsuon	5	55	䂎
tsʰuon	5	55	竄
suon	5	55	算
pʰuon	6	11	叛
buon	6	11	叛
muon	6	11	縵
tʰuon	6	11	段
duon	6	11	段
nuon	6	11	偄
tsʰuon	6	11	攅
dzuon	6	11	攅
luon	6	11	亂
kuot	7	4	括
kʰuot	7	4	闊
puot	7	4	撥
pʰuot	7	4	鏺
tuot	7	4	掇
tʰuot	7	4	侻
tsuot	7	4	繓
tsʰuot	7	4	撮
suot	7	4	□[雪刂]𠞯[雪刂]
pʰuot	8	5	跋
buot	8	5	跋
muot	8	5	末
tʰuot	8	5	奪
duot	8	5	奪
tsʰuot	8	5	柮
dzuot	8	5	柮
luot	8	5	捋
kok	7	4	各
kʰok	7	4	恪
ʔok	7	4	惡
xok	7	4	□[月寉]𦞦[月寉]
pok	7	4	博
pʰok	7	4	□[革頁]𩔈[革頁]
ʔwok	7	4	□[革尃]𩌏[革尃]
ɸok	7	4	□[雨溥]𩅿[雨溥]
tok	7	4	沰
tʰok	7	4	託
tsok	7	4	作
tsʰok	7	4	錯
sok	7	4	索
ŋok	8	5	咢
ɣok	8	5	涸
pʰok	8	5	泊
bok	8	5	泊
mok	8	5	莫
βok	8	5	縛
tʰok	8	5	鐸
dok	8	5	鐸
nok	8	5	諾
tsʰok	8	5	昨
dzok	8	5	昨
lok	8	5	落
kuok	7	4	郭
kʰuok	7	4	廓
ʔuok	7	4	瓁
xuok	7	4	雘
ʔwuok	7	4	□[女矍]𡤬[女矍]
ɸuok	7	4	□[日矍]𣌗[日矍]
t∫uok	7	4	㘀
ɣuok	8	5	霍
ɦuok	8	5	穫
ɦwuok	8	5	籰
luok	8	5	硦
kiok	7	4	腳
kʰiok	7	4	卻
ʔiok	7	4	約
xiok	7	4	謔
tsiok	7	4	爵
tsʰiok	7	4	鵲
siok	7	4	削
t∫iok	7	4	芍灼
t∫ʰiok	7	4	㲋□[召比]綽
∫iok	7	4	爍
kʰiok	8	5	噱
giok	8	5	噱
ŋiok	8	5	虐
ɣiok	8	5	學[實際音]
ɦiok	8	5	藥
tsʰiok	8	5	皭
dziok	8	5	皭
t∫ʰiok	8	5	著
dʒiok	8	5	著
ʒiok	8	5	妁
ȵiok	8	5	逽
liok	8	5	略
ɹiok	8	5	若
kyok	7	4	玃
kʰyok	7	4	躩
t∫yok	7	4	斮
kʰyok	8	5	戄
gyok	8	5	戄
t∫ʰyok	8	5	斮
dʒyok	8	5	斮
ki	1	334	雞
kʰi	1	334	谿
ʔi	1	334	醫
xi	1	334	醯
pi	1	334	豍
pʰi	1	334	磇
ti	1	334	低
tʰi	1	334	梯
tsi	1	334	齎
tsʰi	1	334	妻
si	1	334	西
ŋi	2	113	倪
ɣi	2	113	奚
mi	2	113	迷
tʰi	2	113	嗁
di	2	113	嗁
ni	2	113	泥
tsʰi	2	113	齊
dzi	2	113	齊
li	2	113	黎
ki	3	41	□[开开鳥]𪂍[开开鳥]
kʰi	3	41	啓
ʔi	3	41	𠯋
pi	3	41	㪏
pʰi	3	41	䫌
ti	3	41	邸
tʰi	3	41	體
tsi	3	41	濟
tsʰi	3	41	泚
si	3	41	洗
ŋi	4	21	堄
ɣi	4	21	徯
pʰi	4	21	陛
bi	4	21	陛
mi	4	21	米
tʰi	4	21	弟
di	4	21	弟
ni	4	21	禰
tsʰi	4	21	薺
dzi	4	21	薺
li	4	21	禮
ki	5	55	計
kʰi	5	55	契
ʔi	5	55	翳
xi	5	55	㰥
pi	5	55	閉
pʰi	5	55	砌
ti	5	55	帝
tʰi	5	55	替
tsi	5	55	霽
tsʰi	5	55	砌
si	5	55	細
ŋi	6	11	詣
ɣi	6	11	蒵
ɦi	6	11	贀
pʰi	6	11	薜
bi	6	11	薜
mi	6	11	謎
tʰi	6	11	第
di	6	11	第
ni	6	11	泥
tsʰi	6	11	嚌
dzi	6	11	嚌
li	6	11	麗
ki	1	334	饑
kʰi	1	334	㩻欺[實際音]
ʔi	1	334	醫
xi	1	334	□[扌羲]𢸤[扌羲]
pi	1	334	卑[實際音]
pʰi	1	334	鈹批[實際音]
ʔwi	1	334	威[實際音]
ɸi	1	334	霏[實際音]
ti	1	334	低[實際音]
tʰi	1	334	梯[實際音]
tsi	1	334	躋[實際音]
tsʰi	1	334	妻[實際音]
si	1	334	西[實際音]
t∫i	1	334	知支
t∫ʰi	1	334	絺鴟
∫i	1	334	詩
kʰi	2	113	奇
gi	2	113	奇
ŋi	2	113	狋誼[實際音]
ɣi	2	113	奚[實際音]攜[實際音]
ɦi	2	113	移
pʰi	2	113	皮
bi	2	113	皮
mi	2	113	迷[實際音]
βi	2	113	誰[實際音]
tʰi	2	113	題[實際音]
di	2	113	題[實際音]
ni	2	113	泥[實際音]離[實際音]
tsʰi	2	113	齊[實際音]
dzi	2	113	齊[實際音]
t∫ʰi	2	113	馳遲
dʒi	2	113	馳遲
ʒi	2	113	時
ȵi	2	113	尼
li	2	113	離
ɹi	2	113	而
ki	3	41	几
kʰi	3	41	起
ʔi	3	41	倚
xi	3	41	喜
pi	3	41	比[實際音]
t∫i	3	41	徵止
t∫ʰi	3	41	褫齒
∫i	3	41	始
kʰi	4	21	技
gi	4	21	技
ŋi	4	21	擬
ɦi	4	21	矣
mi	4	21	米[實際音]
t∫ʰi	4	21	豸舓
dʒi	4	21	豸舓
ʒi	4	21	視
ȵi	4	21	狔
li	4	21	邐
ɹi	4	21	爾
ki	5	55	冀計[實際音]
kʰi	5	55	器
ʔi	5	55	懿
xi	5	55	戲
pi	5	55	賁
pʰi	5	55	帔
ti	5	55	帝[實際音]
t∫i	5	55	智志
t∫ʰi	5	55	杘卶
∫i	5	55	屍
kʰi	6	11	芰
gi	6	11	芰
ŋi	6	11	䰯
pʰi	6	11	備
bi	6	11	備
mi	6	11	縻
t∫ʰi	6	11	緻示
dʒi	6	11	緻示
ʒi	6	11	嗜
ȵi	6	11	膩
li	6	11	吏
ɹi	6	11	二
kwi	1	334	龜追[實際音]
kʰwi	1	334	□[虚兮]
pwi	1	334	盃
ʔwwi	1	334	威[實際音]
ɸwi	1	334	霏非
twi	1	334	堆[實際音]
tswi	1	334	崔[實際音]
tsʰwi	1	334	嫢[實際音]
swi	1	334	綏[實際音]
t∫wi	1	334	追錐
t∫ʰwi	1	334	吹
kʰwi	2	113	逵
gwi	2	113	逵
ŋwi	2	113	危
βwi	2	113	肥
ɦwwi	2	113	微
tsʰwi	2	113	厜[實際音]
dzwi	2	113	厜[實際音]
zwi	2	113	隨[實際音]
t∫ʰwi	2	113	鎚
dʒwi	2	113	鎚
ʒwi	2	113	□[丿丨从丛一]𡍮[丿丨从丛一]
lwi	2	113	㶟
ɹwi	2	113	痿蕤[實際音]
kwi	3	41	軌
kʰwi	3	41	巋
ɸwi	3	41	斐匪
tswi	3	41	觜[實際音]
tsʰwi	3	41	□[豸卒，實際音]𧳚[豸卒，實際音]
swi	3	41	髓[實際音]
t∫wi	3	41	捶[實際音]
t∫ʰwi	3	41	嶊
∫wi	3	41	水
kʰwi	4	21	跪
gwi	4	21	跪
ŋwi	4	21	硊
βwi	4	21	膹
ɦwwi	4	21	尾
tsʰwi	4	21	惢[實際音]
dzwi	4	21	惢[實際音]
zwi	4	21	□[犭遀，實際音]𤢍[犭遀，實際音]
ʒwi	4	21	□[䓙土]
ȵwi	4	21	萎
lwi	4	21	壘
ɹwi	4	21	蘂
kwi	5	55	䞈
kʰwi	5	55	喟
ɸwi	5	55	費沸
tswi	5	55	醉[實際音]
tsʰwi	5	55	翠[實際音]
swi	5	55	邃[實際音]
t∫wi	5	55	轛惴
t∫ʰwi	5	55	吹
∫wi	5	55	銳
kʰwi	6	11	匱
gwi	6	11	匱
ŋwi	6	11	僞
βwi	6	11	狒
ɦwwi	6	11	未
tsʰwi	6	11	萃[實際音]
dzwi	6	11	萃[實際音]
zwi	6	11	遂[實際音]
t∫ʰwi	6	11	墜
dʒwi	6	11	墜
ʒwi	6	11	睡
ȵwi	6	11	諉
lwi	6	11	類
ɹwi	6	11	䄲
kin	1	334	驚
kʰin	1	334	卿
ʔin	1	334	霙
xin	1	334	馨[實際音]
pin	1	334	兵
ʔwin	1	334	贇[實際音]
ɸin	1	334	薰[實際音]
tin	1	334	丁[實際音]
tʰin	1	334	汀[實際音]
tsin	1	334	精[實際音]
tsʰin	1	334	清[實際音]
sin	1	334	星[實際音]
t∫in	1	334	貞征
t∫ʰin	1	334	檉稱[實際音]
∫in	1	334	聲
kʰin	2	113	檠勤[實際音]
gin	2	113	檠勤[實際音]
ŋin	2	113	迎凝[實際音]
ɣin	2	113	刑[實際音]
ɦin	2	113	盈[實際音]
pʰin	2	113	平
bin	2	113	平
min	2	113	明
βin	2	113	純[實際音]
ɦwin	2	113	云[實際音]
tʰin	2	113	庭[實際音]
din	2	113	庭[實際音]
nin	2	113	寧[實際音]林[實際音]
tsʰin	2	113	情[實際音]
dzin	2	113	情[實際音]
zin	2	113	餳[實際音]
t∫ʰin	2	113	呈
dʒin	2	113	呈
ʒin	2	113	成辰[實際音]
ȵin	2	113	儜[實際音]
lin	2	113	跉
ɹin	2	113	穰人[實際音]
kin	3	41	警
ʔin	3	41	影
pin	3	41	丙
ʔwin	3	41	永[實際音]
tin	3	41	頂[實際音]
tsin	3	41	井[實際音]
t∫in	3	41	晸整
t∫ʰin	3	41	逞
min	4	21	皿
t∫ʰin	4	21	徎
dʒin	4	21	徎
lin	4	21	令
ɹin	4	21	䯀
kin	5	55	敬
kʰin	5	55	慶
ʔin	5	55	映
pin	5	55	柄
pʰin	5	55	寎
ʔwin	5	55	韻[實際音]
tin	5	55	訂[實際音]
tsin	5	55	進[實際音]
t∫in	5	55	正[實際音]政
t∫ʰin	5	55	遉
∫in	5	55	聖
kʰin	6	11	競
gin	6	11	競
ŋin	6	11	迎
pʰin	6	11	病
bin	6	11	病
min	6	11	命
t∫ʰin	6	11	鄭
dʒin	6	11	鄭
ʒin	6	11	盛
ȵin	6	11	䗿
lin	6	11	令
kiʔ	7	4	䩤暨吉[實際音]
kʰiʔ	7	4	隙乞
ʔiʔ	7	4	乙
xiʔ	7	4	虩肸
piʔ	7	4	碧筆
pʰiʔ	7	4	䍇拂
ʔwiʔ	7	4	蔚
ɸiʔ	7	4	䬄
tiʔ	7	4	的[實際音]
tsiʔ	7	4	即[實際音]
tsʰiʔ	7	4	七[實際音]
t∫iʔ	7	4	窒□[黍商]陟[實際音]隻質
t∫ʰiʔ	7	4	彳抶尺叱
∫iʔ	7	4	釋失
kʰiʔ	8	5	劇姞
giʔ	8	5	劇姞
ŋiʔ	8	5	逆□[耳乚]𦔮[耳乚]
pʰiʔ	8	5	欂弼
biʔ	8	5	欂弼
miʔ	8	5	密
ɦwiʔ	8	5	䫻
t∫ʰiʔ	8	5	擲秩直[實際音]麝實
dʒiʔ	8	5	擲秩直[實際音]麝實
ʒiʔ	8	5	石
ȵiʔ	8	5	暱
liʔ	8	5	力栗
ɹiʔ	8	5	日[實際音]
ku	1	334	孤
kʰu	1	334	枯
pu	1	334	逋[實際音]
pʰu	1	334	鋪[實際音]
ʔwu	1	334	嗚[實際音]烏
ɸu	1	334	敷跗呼
tu	1	334	都
tʰu	1	334	㻌
tsu	1	334	租菹[實際音]
tsʰu	1	334	麁初[實際音]
su	1	334	蘇
t∫u	1	334	舟[實際音]周[實際音]
t∫ʰu	1	334	抽[實際音]
∫u	1	334	疏[實際音]收[實際音]
ŋu	2	113	吾
pʰu	2	113	蒲[實際音]
bu	2	113	蒲[實際音]
mu	2	113	模[實際音]
